order_id,execution_date,signal_date,symbol,side,order_reason,shares_requested,shares_filled,execution_price,notional,commission,stamp_tax,slippage,total_cost,cash_before,cash_delta,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,nav_before,nav_after,tradable,limit_blocked,suspended,risk_state,target_exposure,actual_exposure,strategy_label
19,2023-12-28,2023-12-27,002786,BUY,TARGET_REBALANCE,700,700,17.71,12397.0,9.2978,0.0,0.0,9.2978,302629.53,-12397.0,296584.24,0,700,168279.0,180843.0,470908.53,477427.24,0.941817,0.96199,True,False,False,True,0.4,0.3834,B2
20,2023-12-28,2023-12-27,002855,BUY,TARGET_REBALANCE,400,400,38.6,15440.0,11.58,0.0,0.0,11.58,302629.53,-15440.0,296584.24,0,400,168279.0,180843.0,470908.53,477427.24,0.941817,0.96199,True,False,False,True,0.4,0.3834,B2
21,2023-12-28,2023-12-27,300735,BUY,TARGET_REBALANCE,2100,2100,23.19,48699.21,36.5244,0.0,0.0,36.5244,302629.53,-48699.21,296584.24,0,2100,168279.0,180843.0,470908.53,477427.24,0.941817,0.96199,True,False,False,True,0.4,0.3834,B2
22,2023-12-28,2023-12-27,600938,BUY,TARGET_REBALANCE,1200,1200,22.49,26985.48,20.2391,0.0,0.0,20.2391,302629.53,-26985.48,296584.24,1700,2900,168279.0,180843.0,470908.53,477427.24,0.941817,0.96199,True,False,False,True,0.4,0.3834,B2
23,2023-12-29,2023-12-28,600938,SELL,HOLD_EXPIRY,2900,2900,22.43,65055.99,48.792,0.0,0.0,48.792,296584.24,65007.2,296457.26,2900,0,182875.0,181781.0,479459.24,478238.26,0.958918,0.961687,True,False,False,True,0.4,0.3835,B2
24,2023-12-29,2023-12-28,600941,BUY,TARGET_REBALANCE,600,600,108.48,65085.36,48.814,0.0,0.0,48.814,296584.24,-65085.36,296457.26,0,600,182875.0,181781.0,479459.24,478238.26,0.958918,0.961687,True,False,False,True,0.4,0.3835,B2
25,2024-01-03,2024-01-02,300750,SELL,HOLD_EXPIRY,300,300,167.02,50107.08,37.5803,0.0,0.0,37.5803,296457.26,50069.5,292950.36,300,0,177502.0,182547.0,473959.26,475497.36,0.947919,0.945117,True,False,False,True,0.4,0.3801,B2
26,2024-01-03,2024-01-02,002241,BUY,TARGET_REBALANCE,2500,2500,21.41,53536.25,40.1522,0.0,0.0,40.1522,296457.26,-53536.25,292950.36,0,2500,177502.0,182547.0,473959.26,475497.36,0.947919,0.945117,True,False,False,True,0.4,0.3801,B2
27,2024-01-12,2024-01-11,002786,SELL,HOLD_EXPIRY,700,700,16.3,11410.0,8.5575,0.0,0.0,8.5575,292950.36,11401.44,285467.54,700,0,171827.0,172442.0,464777.36,457909.54,0.929555,0.912657,True,False,False,True,0.4,0.3744,B2
28,2024-01-12,2024-01-11,002855,SELL,HOLD_EXPIRY,400,400,33.85,13540.0,10.155,0.0,0.0,10.155,292950.36,13529.84,285467.54,400,0,171827.0,172442.0,464777.36,457909.54,0.929555,0.912657,True,False,False,True,0.4,0.3744,B2
29,2024-01-12,2024-01-11,300735,SELL,HOLD_EXPIRY,2100,2100,20.83,43753.29,32.815,0.0,0.0,32.815,292950.36,43720.48,285467.54,2100,0,171827.0,172442.0,464777.36,457909.54,0.929555,0.912657,True,False,False,True,0.4,0.3744,B2
30,2024-01-12,2024-01-11,002415,BUY,TARGET_REBALANCE,500,500,33.49,16745.7,12.5593,0.0,0.0,12.5593,292950.36,-16745.7,285467.54,0,500,171827.0,172442.0,464777.36,457909.54,0.929555,0.912657,True,False,False,True,0.4,0.3744,B2
31,2024-01-12,2024-01-11,601398,BUY,TARGET_REBALANCE,6300,6300,5.45,34333.11,25.7498,0.0,0.0,25.7498,292950.36,-34333.11,285467.54,0,6300,171827.0,172442.0,464777.36,457909.54,0.929555,0.912657,True,False,False,True,0.4,0.3744,B2
32,2024-01-12,2024-01-11,601857,BUY,TARGET_REBALANCE,3100,3100,8.06,24998.71,18.749,0.0,0.0,18.749,292950.36,-24998.71,285467.54,0,3100,171827.0,172442.0,464777.36,457909.54,0.929555,0.912657,True,False,False,True,0.4,0.3744,B2
33,2024-01-15,2024-01-12,600941,SELL,HOLD_EXPIRY,600,600,106.17,63700.14,47.7751,0.0,0.0,47.7751,285467.54,63652.36,283395.65,600,0,170430.0,178849.0,455897.54,462244.65,0.911795,0.929567,True,False,False,True,0.4,0.3903,B2
34,2024-01-15,2024-01-12,000158,BUY,TARGET_REBALANCE,7100,7100,9.25,65675.0,49.2563,0.0,0.0,49.2563,285467.54,-65675.0,283395.65,0,7100,170430.0,178849.0,455897.54,462244.65,0.911795,0.929567,True,False,False,True,0.4,0.3903,B2
35,2024-01-17,2024-01-16,002241,SELL,HOLD_EXPIRY,2500,2500,19.49,48737.25,36.5529,0.0,0.0,36.5529,283395.65,48700.7,284583.68,2500,0,180979.0,177022.0,464374.65,461605.68,0.928749,0.923349,True,False,False,True,0.4,0.3836,B2
36,2024-01-17,2024-01-16,000338,BUY,TARGET_REBALANCE,2900,2900,16.37,47477.06,35.6078,0.0,0.0,35.6078,283395.65,-47477.06,284583.68,0,2900,180979.0,177022.0,464374.65,461605.68,0.928749,0.923349,True,False,False,True,0.4,0.3836,B2
37,2024-01-26,2024-01-25,002415,SELL,HOLD_EXPIRY,500,500,34.96,17481.35,13.111,0.0,0.0,13.111,284583.68,17468.24,288840.9,500,0,181910.0,183812.0,466493.68,472652.9,0.932987,0.945024,True,False,False,True,0.4,0.3887,B2
38,2024-01-26,2024-01-25,601398,SELL,HOLD_EXPIRY,6300,6300,5.72,36060.57,27.0454,0.0,0.0,27.0454,284583.68,36033.52,288840.9,6300,0,181910.0,183812.0,466493.68,472652.9,0.932987,0.945024,True,False,False,True,0.4,0.3887,B2
39,2024-01-26,2024-01-25,601857,SELL,HOLD_EXPIRY,3100,3100,8.94,27718.96,20.7892,0.0,0.0,20.7892,284583.68,27698.17,288840.9,3100,0,181910.0,183812.0,466493.68,472652.9,0.932987,0.945024,True,False,False,True,0.4,0.3887,B2
40,2024-01-26,2024-01-25,300059,BUY,TARGET_REBALANCE,1800,1800,13.4,24117.3,18.088,0.0,0.0,18.088,284583.68,-24117.3,288840.9,0,1800,181910.0,183812.0,466493.68,472652.9,0.932987,0.945024,True,False,False,True,0.4,0.3887,B2
41,2024-01-26,2024-01-25,600030,BUY,TARGET_REBALANCE,1500,1500,21.84,32757.75,24.5683,0.0,0.0,24.5683,284583.68,-32757.75,288840.9,0,1500,181910.0,183812.0,466493.68,472652.9,0.932987,0.945024,True,False,False,True,0.4,0.3887,B2
42,2024-01-26,2024-01-25,601099,BUY,TARGET_REBALANCE,5800,5800,3.45,20010.0,15.0075,0.0,0.0,15.0075,284583.68,-20010.0,288840.9,0,5800,181910.0,183812.0,466493.68,472652.9,0.932987,0.945024,True,False,False,True,0.4,0.3887,B2
43,2024-01-29,2024-01-26,000158,SELL,HOLD_EXPIRY,7100,7100,9.11,64678.87,48.5092,0.0,0.0,48.5092,288840.9,64630.36,287839.07,7100,0,183035.0,184079.0,471875.9,471918.07,0.943752,0.935954,True,False,False,True,0.4,0.3849,B2
44,2024-01-29,2024-01-26,000002,BUY,TARGET_REBALANCE,6300,6300,10.41,65583.0,49.1872,0.0,0.0,49.1872,288840.9,-65583.0,287839.07,0,6300,183035.0,184079.0,471875.9,471918.07,0.943752,0.935954,True,False,False,True,0.4,0.3849,B2
45,2024-01-31,2024-01-30,000338,SELL,HOLD_EXPIRY,2900,2900,16.36,47445.16,35.5839,0.0,0.0,35.5839,287839.07,47409.58,283333.02,2900,0,176875.0,180340.0,464714.07,463673.02,0.929428,0.925038,True,False,False,True,0.4,0.3874,B2
46,2024-01-31,2024-01-30,601857,BUY,TARGET_REBALANCE,5600,5600,9.26,51876.72,38.9075,0.0,0.0,38.9075,287839.07,-51876.72,283333.02,0,5600,176875.0,180340.0,464714.07,463673.02,0.929428,0.925038,True,False,False,True,0.4,0.3874,B2
47,2024-02-19,2024-02-08,300059,SELL,HOLD_EXPIRY,1800,1800,13.5,24299.28,18.2245,0.0,0.0,18.2245,283333.02,24281.06,289710.55,1800,0,184727.0,174917.0,468060.02,464627.55,0.93612,0.932659,True,False,False,True,0.4,0.3787,B2
48,2024-02-19,2024-02-08,600030,SELL,HOLD_EXPIRY,1500,1500,22.61,33913.8,25.4354,0.0,0.0,25.4354,283333.02,33888.36,289710.55,1500,0,184727.0,174917.0,468060.02,464627.55,0.93612,0.932659,True,False,False,True,0.4,0.3787,B2
49,2024-02-19,2024-02-08,601099,SELL,HOLD_EXPIRY,5800,5800,3.29,19082.0,14.3115,0.0,0.0,14.3115,283333.02,19067.69,289710.55,5800,0,184727.0,174917.0,468060.02,464627.55,0.93612,0.932659,True,False,False,True,0.4,0.3787,B2
50,2024-02-19,2024-02-08,000895,BUY,TARGET_REBALANCE,1300,1300,32.48,42223.48,31.6676,0.0,0.0,31.6676,283333.02,-42223.48,289710.55,0,1300,184727.0,174917.0,468060.02,464627.55,0.93612,0.932659,True,False,False,True,0.4,0.3787,B2
51,2024-02-19,2024-02-08,002340,BUY,TARGET_REBALANCE,2600,2600,5.3,13791.96,10.344,0.0,0.0,10.344,283333.02,-13791.96,289710.55,0,2600,184727.0,174917.0,468060.02,464627.55,0.93612,0.932659,True,False,False,True,0.4,0.3787,B2
52,2024-02-19,2024-02-08,600111,BUY,TARGET_REBALANCE,800,800,18.49,14791.04,11.0933,0.0,0.0,11.0933,283333.02,-14791.04,289710.55,0,800,184727.0,174917.0,468060.02,464627.55,0.93612,0.932659,True,False,False,True,0.4,0.3787,B2
53,2024-02-20,2024-02-19,000002,SELL,HOLD_EXPIRY,6300,6300,9.9,62370.0,46.7775,0.0,0.0,46.7775,289710.55,62323.22,286309.95,6300,0,176186.0,177152.0,465896.55,463461.95,0.931793,0.927304,True,False,False,True,0.4,0.3825,B2
54,2024-02-20,2024-02-19,002463,BUY,TARGET_REBALANCE,2400,2400,27.36,65674.56,49.2559,0.0,0.0,49.2559,289710.55,-65674.56,286309.95,0,2400,176186.0,177152.0,465896.55,463461.95,0.931793,0.927304,True,False,False,True,0.4,0.3825,B2
55,2024-02-22,2024-02-21,601857,SELL,HOLD_EXPIRY,5600,5600,9.59,53680.48,40.2604,0.0,0.0,40.2604,286309.95,53640.22,285447.85,5600,0,175224.0,180571.0,461533.95,466018.85,0.923068,0.933188,True,False,False,True,0.4,0.3882,B2
56,2024-02-22,2024-02-21,600839,BUY,TARGET_REBALANCE,11300,11300,4.82,54461.48,40.8461,0.0,0.0,40.8461,286309.95,-54461.48,285447.85,0,11300,175224.0,180571.0,461533.95,466018.85,0.923068,0.933188,True,False,False,True,0.4,0.3882,B2
57,2024-03-04,2024-03-01,000895,SELL,HOLD_EXPIRY,1300,1300,33.25,43221.75,32.4163,0.0,0.0,32.4163,285447.85,43189.33,296225.26,1300,0,193780.0,183141.0,479227.85,479366.26,0.958456,0.977855,True,False,False,True,0.4,0.3941,B2
58,2024-03-04,2024-03-01,002340,SELL,HOLD_EXPIRY,2600,2600,5.55,14431.04,10.8233,0.0,0.0,10.8233,285447.85,14420.22,296225.26,2600,0,193780.0,183141.0,479227.85,479366.26,0.958456,0.977855,True,False,False,True,0.4,0.3941,B2
59,2024-03-04,2024-03-01,600111,SELL,HOLD_EXPIRY,800,800,19.25,15403.92,11.5529,0.0,0.0,11.5529,285447.85,15392.37,296225.26,800,0,193780.0,183141.0,479227.85,479366.26,0.958456,0.977855,True,False,False,True,0.4,0.3941,B2
60,2024-03-04,2024-03-01,002281,BUY,TARGET_REBALANCE,600,600,34.87,20923.02,15.6923,0.0,0.0,15.6923,285447.85,-20923.02,296225.26,0,600,193780.0,183141.0,479227.85,479366.26,0.958456,0.977855,True,False,False,True,0.4,0.3941,B2
61,2024-03-04,2024-03-01,300045,BUY,TARGET_REBALANCE,800,800,22.97,18376.0,13.782,0.0,0.0,13.782,285447.85,-18376.0,296225.26,0,800,193780.0,183141.0,479227.85,479366.26,0.958456,0.977855,True,False,False,True,0.4,0.3941,B2
62,2024-03-04,2024-03-01,603220,BUY,TARGET_REBALANCE,500,500,45.76,22878.85,17.1591,0.0,0.0,17.1591,285447.85,-22878.85,296225.26,0,500,193780.0,183141.0,479227.85,479366.26,0.958456,0.977855,True,False,False,True,0.4,0.3941,B2
63,2024-03-05,2024-03-04,002463,SELL,HOLD_EXPIRY,2400,2400,28.77,69059.04,51.7943,0.0,0.0,51.7943,296225.26,69007.25,299748.97,2400,0,190125.0,188239.0,486350.26,487987.97,0.972701,0.970252,True,False,False,True,0.4,0.3821,B2
64,2024-03-05,2024-03-04,000938,BUY,TARGET_REBALANCE,2600,2600,25.17,65434.46,49.0758,0.0,0.0,49.0758,296225.26,-65434.46,299748.97,0,2600,190125.0,188239.0,486350.26,487987.97,0.972701,0.970252,True,False,False,True,0.4,0.3821,B2
65,2024-03-07,2024-03-06,600839,SELL,HOLD_EXPIRY,11300,11300,5.63,63633.69,47.7253,0.0,0.0,47.7253,299748.97,63585.96,295123.82,11300,0,184793.0,190238.0,484541.97,485361.82,0.969084,0.96076,True,False,False,True,0.4,0.3856,B2
66,2024-03-07,2024-03-06,002456,BUY,TARGET_REBALANCE,7100,7100,9.6,68160.0,51.12,0.0,0.0,51.12,299748.97,-68160.0,295123.82,0,7100,184793.0,190238.0,484541.97,485361.82,0.969084,0.96076,True,False,False,True,0.4,0.3856,B2
67,2024-03-18,2024-03-15,002281,SELL,HOLD_EXPIRY,600,600,40.29,24172.32,18.1292,0.0,0.0,18.1292,295123.82,24154.19,200296.8,600,0,192442.0,282030.0,487565.82,482326.8,0.975132,0.977956,True,False,False,False,0.6,0.5904,B2
68,2024-03-18,2024-03-15,300045,SELL,HOLD_EXPIRY,800,800,24.91,19928.0,14.946,0.0,0.0,14.946,295123.82,19913.05,200296.8,800,0,192442.0,282030.0,487565.82,482326.8,0.975132,0.977956,True,False,False,False,0.6,0.5904,B2
69,2024-03-18,2024-03-15,603220,SELL,HOLD_EXPIRY,500,500,47.94,23970.2,17.9776,0.0,0.0,17.9776,295123.82,23952.22,200296.8,500,0,192442.0,282030.0,487565.82,482326.8,0.975132,0.977956,True,False,False,False,0.6,0.5904,B2
70,2024-03-18,2024-03-15,601138,BUY,TARGET_REBALANCE,1100,1100,24.71,27182.87,20.3872,0.0,0.0,20.3872,295123.82,-27182.87,200296.8,0,1100,192442.0,282030.0,487565.82,482326.8,0.975132,0.977956,True,False,False,False,0.6,0.5904,B2
71,2024-03-18,2024-03-15,601225,BUY,TARGET_REBALANCE,2200,2200,27.6,60716.92,45.5377,0.0,0.0,45.5377,295123.82,-60716.92,200296.8,0,2200,192442.0,282030.0,487565.82,482326.8,0.975132,0.977956,True,False,False,False,0.6,0.5904,B2
72,2024-03-18,2024-03-15,601899,BUY,TARGET_REBALANCE,4500,4500,16.63,74824.65,56.1185,0.0,0.0,56.1185,295123.82,-74824.65,200296.8,0,4500,192442.0,282030.0,487565.82,482326.8,0.975132,0.977956,True,False,False,False,0.6,0.5904,B2
73,2024-03-19,2024-03-18,000938,SELL,HOLD_EXPIRY,2600,2600,23.86,62043.02,46.5323,0.0,0.0,46.5323,200296.8,61996.49,199571.36,2600,0,286806.0,284346.0,487102.8,483917.36,0.974206,0.968723,True,False,False,False,0.6,0.588,B2
74,2024-03-19,2024-03-18,603993,BUY,TARGET_REBALANCE,7600,7600,8.25,62674.92,47.0062,0.0,0.0,47.0062,200296.8,-62674.92,199571.36,0,7600,286806.0,284346.0,487102.8,483917.36,0.974206,0.968723,True,False,False,False,0.6,0.588,B2
75,2024-03-21,2024-03-20,002456,SELL,HOLD_EXPIRY,7100,7100,10.41,73911.0,55.4333,0.0,0.0,55.4333,199571.36,73855.57,202101.83,7100,0,287026.0,283515.0,486597.36,485616.83,0.973195,0.963832,True,False,False,False,0.6,0.5806,B2
76,2024-03-21,2024-03-20,300496,BUY,TARGET_REBALANCE,1100,1100,64.79,71271.64,53.4537,0.0,0.0,53.4537,199571.36,-71271.64,202101.83,0,1100,287026.0,283515.0,486597.36,485616.83,0.973195,0.963832,True,False,False,False,0.6,0.5806,B2
77,2024-04-01,2024-03-29,601138,SELL,HOLD_EXPIRY,1100,1100,24.13,26545.31,19.909,0.0,0.0,19.909,202101.83,26525.4,201454.61,1100,0,277755.0,271190.0,479856.83,472644.61,0.959714,0.947417,True,False,False,False,0.6,0.5747,B2
78,2024-04-01,2024-03-29,601225,SELL,HOLD_EXPIRY,2200,2200,27.79,61137.78,45.8533,0.0,0.0,45.8533,202101.83,61091.93,201454.61,2200,0,277755.0,271190.0,479856.83,472644.61,0.959714,0.947417,True,False,False,False,0.6,0.5747,B2
79,2024-04-01,2024-03-29,601899,SELL,HOLD_EXPIRY,4500,4500,17.95,80775.0,60.5813,0.0,0.0,60.5813,202101.83,80714.42,201454.61,4500,0,277755.0,271190.0,479856.83,472644.61,0.959714,0.947417,True,False,False,False,0.6,0.5747,B2
80,2024-04-01,2024-03-29,000977,BUY,TARGET_REBALANCE,800,800,42.68,34143.2,25.6074,0.0,0.0,25.6074,202101.83,-34143.2,201454.61,0,800,277755.0,271190.0,479856.83,472644.61,0.959714,0.947417,True,False,False,False,0.6,0.5747,B2
81,2024-04-01,2024-03-29,300975,BUY,TARGET_REBALANCE,1100,1100,14.16,15576.33,11.6822,0.0,0.0,11.6822,202101.83,-15576.33,201454.61,0,1100,277755.0,271190.0,479856.83,472644.61,0.959714,0.947417,True,False,False,False,0.6,0.5747,B2
82,2024-04-01,2024-03-29,601166,BUY,TARGET_REBALANCE,6400,6400,18.61,119132.8,89.3496,0.0,0.0,89.3496,202101.83,-119132.8,201454.61,0,6400,277755.0,271190.0,479856.83,472644.61,0.959714,0.947417,True,False,False,False,0.6,0.5747,B2
83,2024-04-02,2024-04-01,603993,SELL,HOLD_EXPIRY,7600,7600,8.75,66476.44,49.8573,0.0,0.0,49.8573,201454.61,66426.58,205292.79,7600,0,271208.0,267886.0,472662.61,473178.79,0.945325,0.937276,True,False,False,False,0.6,0.5619,B2
84,2024-04-02,2024-04-01,600309,BUY,TARGET_REBALANCE,700,700,89.34,62541.5,46.9061,0.0,0.0,46.9061,201454.61,-62541.5,205292.79,0,700,271208.0,267886.0,472662.61,473178.79,0.945325,0.937276,True,False,False,False,0.6,0.5619,B2
85,2024-04-08,2024-04-03,300496,SELL,HOLD_EXPIRY,1100,1100,51.34,56471.58,42.3537,0.0,0.0,42.3537,205292.79,56429.23,194693.18,1100,0,257599.0,262118.0,462891.79,456811.18,0.925784,0.92089,True,False,False,False,0.6,0.5772,B2
86,2024-04-08,2024-04-03,601857,BUY,TARGET_REBALANCE,6000,6000,11.16,66978.6,50.234,0.0,0.0,50.234,205292.79,-66978.6,194693.18,0,6000,257599.0,262118.0,462891.79,456811.18,0.925784,0.92089,True,False,False,False,0.6,0.5772,B2
87,2024-04-17,2024-04-16,000977,SELL,HOLD_EXPIRY,800,800,37.46,29970.0,22.4775,0.0,0.0,22.4775,194693.18,29947.52,216268.8,800,0,266574.0,251085.0,461267.18,467353.8,0.922534,0.943998,True,False,False,False,0.6,0.5418,B2
88,2024-04-17,2024-04-16,300975,SELL,HOLD_EXPIRY,1100,1100,8.78,9659.32,7.2445,0.0,0.0,7.2445,194693.18,9652.08,216268.8,1100,0,266574.0,251085.0,461267.18,467353.8,0.922534,0.943998,True,False,False,False,0.6,0.5418,B2
89,2024-04-17,2024-04-16,601166,SELL,HOLD_EXPIRY,6400,6400,18.74,119962.24,89.9717,0.0,0.0,89.9717,194693.18,119872.27,216268.8,6400,0,266574.0,251085.0,461267.18,467353.8,0.922534,0.943998,True,False,False,False,0.6,0.5418,B2
90,2024-04-17,2024-04-16,300760,BUY,TARGET_REBALANCE,100,100,282.08,28208.32,21.1562,0.0,0.0,21.1562,194693.18,-28208.32,216268.8,0,100,266574.0,251085.0,461267.18,467353.8,0.922534,0.943998,True,False,False,False,0.6,0.5418,B2
91,2024-04-17,2024-04-16,600019,BUY,TARGET_REBALANCE,7600,7600,7.55,57400.52,43.0504,0.0,0.0,43.0504,194693.18,-57400.52,216268.8,0,7600,266574.0,251085.0,461267.18,467353.8,0.922534,0.943998,True,False,False,False,0.6,0.5418,B2
92,2024-04-17,2024-04-16,601658,BUY,TARGET_REBALANCE,9700,9700,5.38,52184.06,39.138,0.0,0.0,39.138,194693.18,-52184.06,216268.8,0,9700,266574.0,251085.0,461267.18,467353.8,0.922534,0.943998,True,False,False,False,0.6,0.5418,B2
93,2024-04-18,2024-04-17,600309,SELL,HOLD_EXPIRY,700,700,91.85,64295.63,48.2217,0.0,0.0,48.2217,216268.8,64247.41,197567.19,700,0,254147.0,268632.0,470415.8,466199.19,0.940832,0.934792,True,False,False,False,0.6,0.5773,B2
94,2024-04-18,2024-04-17,601668,BUY,TARGET_REBALANCE,14100,14100,5.88,82886.85,62.1651,0.0,0.0,62.1651,216268.8,-82886.85,197567.19,0,14100,254147.0,268632.0,470415.8,466199.19,0.940832,0.934792,True,False,False,False,0.6,0.5773,B2
95,2024-04-22,2024-04-19,601857,SELL,HOLD_EXPIRY,100,100,12.0,1199.61,0.8997,0.0,0.0,0.8997,197567.19,1198.71,198765.91,6000,5900,271420.0,270340.0,468987.19,469105.91,0.937974,0.934376,True,False,False,False,0.6,0.5745,B2
96,2024-04-23,2024-04-22,601857,SELL,HOLD_EXPIRY,5900,5900,11.71,69073.07,51.8048,0.0,0.0,51.8048,198765.91,69021.27,199608.91,5900,0,267929.0,268253.0,466694.91,467861.91,0.93339,0.928148,True,False,False,False,0.6,0.5699,B2
97,2024-04-23,2024-04-22,002415,BUY,TARGET_REBALANCE,1900,1900,35.86,68127.16,51.0954,0.0,0.0,51.0954,198765.91,-68127.16,199608.91,0,1900,267929.0,268253.0,466694.91,467861.91,0.93339,0.928148,True,False,False,False,0.6,0.5699,B2
98,2024-05-06,2024-04-30,300760,SELL,HOLD_EXPIRY,100,100,324.79,32479.48,24.3596,0.0,0.0,24.3596,199608.91,32455.12,202885.03,100,0,270871.0,263326.0,470479.91,466211.03,0.94096,0.934036,True,False,False,False,0.6,0.5656,B2
99,2024-05-06,2024-04-30,600019,SELL,HOLD_EXPIRY,7600,7600,7.6,57729.6,43.2972,0.0,0.0,43.2972,199608.91,57686.3,202885.03,7600,0,270871.0,263326.0,470479.91,466211.03,0.94096,0.934036,True,False,False,False,0.6,0.5656,B2
