signal_date,execution_date,symbol,side,requested_shares,filled_shares,target_relative_weight,actual_relative_weight,entry_reason,exit_reason,fill_price,position_ratio,in_risk
2024-05-06,2024-05-07,601668,SELL,17400,17400,0.0,0.0,,HOLD_EXPIRY,5.96,0.6,False
2024-05-06,2024-05-07,601816,BUY,19500,19500,0.133705,0.390322,NEW_ENTRY,,5.51,0.6,False
2024-05-09,2024-05-10,002415,SELL,2500,2500,0.0,0.0,,HOLD_EXPIRY,36.04,0.6,False
2024-05-09,2024-05-10,300107,BUY,6400,6400,0.012864,0.317631,NEW_ENTRY,,13.97,0.6,False
2024-05-17,2024-05-20,600570,SELL,700,700,0.0,0.0,,HOLD_EXPIRY,21.68,0.6,False
2024-05-17,2024-05-20,600887,SELL,1400,1400,0.0,0.0,,HOLD_EXPIRY,32.16,0.6,False
2024-05-17,2024-05-20,601919,SELL,2800,2800,0.0,0.0,,HOLD_EXPIRY,16.52,0.6,False
2024-05-17,2024-05-20,000002,BUY,2600,2600,0.039746,0.082872,NEW_ENTRY,,9.0,0.6,False
2024-05-17,2024-05-20,600066,BUY,700,700,0.034493,0.071811,NEW_ENTRY,,28.97,0.6,False
2024-05-17,2024-05-20,601668,BUY,10000,10000,0.108103,0.228072,NEW_ENTRY,,6.44,0.6,False
2024-05-20,2024-05-21,601816,SELL,19500,19500,0.0,0.0,,HOLD_EXPIRY,5.51,0.6,False
2024-05-20,2024-05-21,603993,BUY,11300,11300,0.052218,0.382084,NEW_ENTRY,,9.49,0.6,False
2024-05-23,2024-05-24,300107,SELL,6400,6400,0.0,0.0,,HOLD_EXPIRY,11.26,0.6,False
2024-05-23,2024-05-24,300641,BUY,2600,2600,0.017687,0.299191,NEW_ENTRY,,30.55,0.6,False
2024-05-31,2024-06-03,000002,SELL,2600,2600,0.0,0.0,,HOLD_EXPIRY,8.18,0.6,True
2024-05-31,2024-06-03,600066,SELL,700,700,0.0,0.0,,HOLD_EXPIRY,27.6,0.6,True
2024-05-31,2024-06-03,601668,SELL,10000,10000,0.0,0.0,,HOLD_EXPIRY,6.2,0.6,True
2024-05-31,2024-06-03,002155,BUY,700,700,0.034972,0.069559,NEW_ENTRY,,25.44,0.6,True
2024-05-31,2024-06-03,601020,BUY,1000,1000,0.031625,0.063751,NEW_ENTRY,,16.32,0.6,True
2024-05-31,2024-06-03,601985,BUY,7100,7100,0.132685,0.279843,NEW_ENTRY,,10.09,0.6,True
2024-06-03,2024-06-04,603993,SELL,11300,11300,0.0,0.0,,HOLD_EXPIRY,8.78,0.6,True
2024-06-03,2024-06-04,600900,BUY,3500,3500,0.192041,0.401969,NEW_ENTRY,,29.31,0.6,True
2024-06-06,2024-06-07,300641,SELL,2600,2600,0.0,0.0,,HOLD_EXPIRY,28.85,0.6,True
2024-06-06,2024-06-07,300552,BUY,1700,1700,0.027646,0.259581,NEW_ENTRY,,41.02,0.6,True
2024-06-17,2024-06-18,002155,SELL,700,700,0.0,0.0,,HOLD_EXPIRY,22.9,0.6,True
2024-06-17,2024-06-18,601020,SELL,1000,1000,0.0,0.0,,HOLD_EXPIRY,14.35,0.6,True
2024-06-17,2024-06-18,601985,SELL,7100,7100,0.0,0.0,,HOLD_EXPIRY,10.42,0.6,True
2024-06-17,2024-06-18,000021,BUY,1100,1100,0.061266,0.070082,NEW_ENTRY,,16.57,0.6,True
2024-06-17,2024-06-18,000858,BUY,300,300,0.148063,0.172981,NEW_ENTRY,,149.94,0.6,True
2024-06-17,2024-06-18,600028,BUY,6300,6300,0.136339,0.163717,NEW_ENTRY,,6.76,0.6,True
2024-06-18,2024-06-19,600900,SELL,3500,3500,0.0,0.0,,HOLD_EXPIRY,29.69,0.6,True
2024-06-18,2024-06-19,002230,BUY,2300,2300,0.111296,0.370063,NEW_ENTRY,,43.72,0.6,True
2024-06-21,2024-06-24,300552,SELL,1700,1700,0.0,0.0,,HOLD_EXPIRY,41.89,0.6,True
2024-06-21,2024-06-24,600809,BUY,300,300,0.121122,0.265301,NEW_ENTRY,,225.42,0.6,True
2024-07-01,2024-07-02,000021,SELL,1100,1100,0.0,0.0,,HOLD_EXPIRY,15.19,0.6,True
2024-07-01,2024-07-02,000858,SELL,300,300,0.0,0.0,,HOLD_EXPIRY,141.83,0.6,True
2024-07-01,2024-07-02,600028,SELL,6300,6300,0.0,0.0,,HOLD_EXPIRY,7.22,0.6,True
2024-07-01,2024-07-02,003816,BUY,10100,10100,0.09438,0.184693,NEW_ENTRY,,4.96,0.6,True
2024-07-01,2024-07-02,300319,BUY,4000,4000,0.071088,0.13909,NEW_ENTRY,,9.42,0.6,True
2024-07-01,2024-07-02,600733,BUY,2800,2800,0.047201,0.091021,NEW_ENTRY,,8.81,0.6,True
2024-07-02,2024-07-03,002230,SELL,2300,2300,0.0,0.0,,HOLD_EXPIRY,43.0,0.6,True
2024-07-02,2024-07-03,600050,BUY,19900,19900,0.132916,0.376688,NEW_ENTRY,,5.03,0.6,True
2024-07-05,2024-07-08,600809,SELL,300,300,0.0,0.0,,HOLD_EXPIRY,199.69,0.6,True
2024-07-05,2024-07-08,601288,BUY,12800,12800,0.067365,0.235806,NEW_ENTRY,,4.82,0.6,True
2024-07-15,2024-07-16,003816,SELL,10100,10100,0.0,0.0,,HOLD_EXPIRY,5.03,0.6,True
2024-07-15,2024-07-16,300319,SELL,4000,4000,0.0,0.0,,HOLD_EXPIRY,9.8,0.6,True
2024-07-15,2024-07-16,600733,SELL,1000,1000,0.03745,0.06858,,PARTIAL_SELL,9.96,0.6,True
2024-07-15,2024-07-16,601398,BUY,9700,9700,0.128203,0.238415,NEW_ENTRY,,6.43,0.6,True
2024-07-15,2024-07-16,688036,BUY,400,400,0.066693,0.121821,NEW_ENTRY,,79.61,0.6,True
2024-07-16,2024-07-17,600050,SELL,19900,19900,0.0,0.0,,HOLD_EXPIRY,5.1,0.6,True
2024-07-16,2024-07-17,600418,BUY,3500,3500,0.054577,0.264065,NEW_ENTRY,,20.35,0.6,True
2024-07-16,2024-07-17,600733,BUY,3000,3000,0.037652,0.182771,EXISTING_ADD,,10.27,0.6,True
2024-07-17,2024-07-18,600733,SELL,4800,4800,0.0,0.0,,HOLD_EXPIRY,10.3,0.6,True
2024-07-17,2024-07-18,300274,BUY,600,600,0.045437,0.161514,NEW_ENTRY,,71.07,0.6,True
2024-07-19,2024-07-22,601288,SELL,12800,12800,0.0,0.0,,HOLD_EXPIRY,5.08,0.6,True
2024-07-19,2024-07-22,300576,BUY,1300,1300,0.063497,0.263953,NEW_ENTRY,,51.66,0.6,True
2024-07-29,2024-07-30,601398,SELL,9700,9700,0.0,0.0,,HOLD_EXPIRY,6.48,0.6,True
2024-07-29,2024-07-30,688036,SELL,400,400,0.0,0.0,,HOLD_EXPIRY,83.54,0.6,True
2024-07-29,2024-07-30,600926,BUY,2400,2400,0.065025,0.140126,NEW_ENTRY,,14.81,0.6,True
2024-07-29,2024-07-30,601668,BUY,11800,11800,0.126169,0.273628,NEW_ENTRY,,5.88,0.6,True
2024-07-30,2024-07-31,600418,SELL,3500,3500,0.0,0.0,,HOLD_EXPIRY,18.89,0.6,True
2024-07-30,2024-07-31,300760,BUY,200,200,0.087151,0.222313,NEW_ENTRY,,260.67,0.6,True
2024-07-31,2024-08-01,300274,SELL,600,600,0.0,0.0,,HOLD_EXPIRY,70.48,0.6,True
2024-07-31,2024-08-01,601985,BUY,4900,4900,0.070797,0.218899,NEW_ENTRY,,11.24,0.6,True
2024-08-02,2024-08-05,300576,SELL,1300,1300,0.0,0.0,,HOLD_EXPIRY,46.61,0.6,True
2024-08-02,2024-08-05,002085,BUY,4100,4100,0.043183,0.236972,NEW_ENTRY,,15.23,0.6,True
2024-08-12,2024-08-13,600926,SELL,2400,2400,0.0,0.0,,HOLD_EXPIRY,13.97,0.6,True
2024-08-12,2024-08-13,601668,SELL,11800,11800,0.0,0.0,,HOLD_EXPIRY,5.76,0.6,True
2024-08-12,2024-08-13,600101,BUY,7400,7400,0.042473,0.253299,NEW_ENTRY,,8.91,0.6,True
2024-08-12,2024-08-13,600611,BUY,4300,4300,0.025681,0.15066,NEW_ENTRY,,9.12,0.6,True
2024-08-13,2024-08-14,300760,SELL,200,200,0.0,0.0,,HOLD_EXPIRY,269.43,0.6,True
2024-08-13,2024-08-14,300139,BUY,4000,4000,0.038679,0.207798,NEW_ENTRY,,13.69,0.6,True
2024-08-14,2024-08-15,601985,SELL,4900,4900,0.0,0.0,,HOLD_EXPIRY,11.26,0.6,True
2024-08-14,2024-08-15,601138,BUY,2600,2600,0.048902,0.211065,NEW_ENTRY,,21.26,0.6,True
2024-08-16,2024-08-19,002085,SELL,4100,4100,0.0,0.0,,HOLD_EXPIRY,12.38,0.6,True
2024-08-16,2024-08-19,002142,BUY,2600,2600,0.154646,0.210374,NEW_ENTRY,,20.67,0.6,True
2024-08-26,2024-08-27,600101,SELL,7400,7400,0.0,0.0,,HOLD_EXPIRY,7.47,0.6,True
2024-08-26,2024-08-27,600611,SELL,4300,4300,0.0,0.0,,HOLD_EXPIRY,9.17,0.6,True
2024-08-26,2024-08-27,000333,BUY,700,700,0.091321,0.214676,NEW_ENTRY,,69.62,0.6,True
2024-08-26,2024-08-27,300760,BUY,100,100,0.084717,0.108317,NEW_ENTRY,,245.91,0.6,True
2024-08-27,2024-08-28,300139,SELL,4000,4000,0.0,0.0,,HOLD_EXPIRY,12.72,0.6,True
2024-08-27,2024-08-28,601398,BUY,10600,10600,0.135972,0.307903,NEW_ENTRY,,7.09,0.6,True
2024-08-28,2024-08-29,601138,SELL,2600,2600,0.0,0.0,,HOLD_EXPIRY,19.48,0.6,True
2024-08-28,2024-08-29,601988,BUY,9700,9700,0.165519,0.220751,NEW_ENTRY,,5.44,0.6,True
2024-08-30,2024-09-02,002142,SELL,2600,2600,0.0,0.0,,HOLD_EXPIRY,21.1,0.6,True
2024-08-30,2024-09-02,601939,BUY,7300,7300,0.085948,0.249225,NEW_ENTRY,,7.96,0.6,True
2024-09-09,2024-09-10,000333,SELL,100,100,0.108602,0.172762,,PARTIAL_SELL,63.8,0.6,True
2024-09-09,2024-09-10,300760,SELL,100,100,0.0,0.0,,HOLD_EXPIRY,249.02,0.6,True
2024-09-09,2024-09-10,601857,BUY,3600,3600,0.07855,0.138413,NEW_ENTRY,,8.52,0.6,True
2024-09-10,2024-09-11,601398,SELL,10600,10600,0.0,0.0,,HOLD_EXPIRY,6.14,0.6,True
2024-09-10,2024-09-11,000333,BUY,100,100,0.108226,0.201163,EXISTING_ADD,,63.84,0.6,True
2024-09-10,2024-09-11,000538,BUY,1000,1000,0.130799,0.257873,NEW_ENTRY,,57.29,0.6,True
2024-09-11,2024-09-12,601988,SELL,9700,9700,0.0,0.0,,HOLD_EXPIRY,4.92,0.6,True
2024-09-11,2024-09-12,600900,BUY,1800,1800,0.118088,0.23049,NEW_ENTRY,,28.83,0.6,True
2024-09-12,2024-09-13,000333,SELL,700,700,0.0,0.0,,HOLD_EXPIRY,65.46,0.6,True
2024-09-12,2024-09-13,002466,BUY,1700,1700,0.046948,0.205093,NEW_ENTRY,,27.43,0.6,True
2024-09-13,2024-09-18,601939,SELL,7300,7300,0.0,0.0,,HOLD_EXPIRY,7.62,0.6,True
2024-09-13,2024-09-18,300502,BUY,200,200,0.058704,0.202545,NEW_ENTRY,,195.87,0.6,True
2024-09-25,2024-09-26,601857,SELL,3600,3600,0.0,0.0,,HOLD_EXPIRY,8.76,0.6,True
2024-09-25,2024-09-26,000063,BUY,1700,1700,0.103006,0.203261,NEW_ENTRY,,25.94,0.6,True
2024-09-26,2024-09-27,000538,SELL,1000,1000,0.0,0.0,,HOLD_EXPIRY,60.65,0.6,True
2024-09-26,2024-09-27,000001,BUY,4600,4600,0.082176,0.260681,NEW_ENTRY,,12.62,0.6,True
2024-09-27,2024-09-30,600900,SELL,1800,1800,0.0,0.0,,HOLD_EXPIRY,30.0,0.6,True
2024-09-27,2024-09-30,002236,BUY,2700,2700,0.084971,0.206935,NEW_ENTRY,,17.66,0.6,True
2024-09-30,2024-10-08,002466,SELL,1700,1700,0.0,0.0,,HOLD_EXPIRY,38.72,0.6,True
2024-09-30,2024-10-08,002352,BUY,900,900,0.077558,0.194334,NEW_ENTRY,,52.6,0.6,True
2024-10-08,2024-10-09,300502,SELL,200,200,0.0,0.0,,HOLD_EXPIRY,293.6,0.6,True
2024-10-08,2024-10-09,300347,BUY,800,800,0.030336,0.225711,NEW_ENTRY,,74.08,0.6,True
2024-10-16,2024-10-17,000063,SELL,1700,1700,0.0,0.0,,HOLD_EXPIRY,30.28,0.6,True
2024-10-16,2024-10-17,300757,BUY,400,400,0.019336,0.255545,NEW_ENTRY,,159.03,0.6,True
2024-10-17,2024-10-18,000001,SELL,4600,4600,0.0,0.0,,HOLD_EXPIRY,12.96,0.6,True
2024-10-17,2024-10-18,300337,BUY,3800,3800,0.020245,0.25181,NEW_ENTRY,,17.02,0.6,True
2024-10-18,2024-10-21,002236,SELL,2700,2700,0.0,0.0,,HOLD_EXPIRY,17.77,0.6,True
2024-10-18,2024-10-21,300563,BUY,600,600,0.019708,0.136802,NEW_ENTRY,,61.53,0.6,True
2024-10-21,2024-10-22,002352,SELL,900,900,0.0,0.0,,HOLD_EXPIRY,45.04,0.6,True
2024-10-21,2024-10-22,300045,BUY,1200,1200,0.017992,0.133866,NEW_ENTRY,,31.0,0.6,True
2024-10-22,2024-10-23,300347,SELL,800,800,0.0,0.0,,HOLD_EXPIRY,68.17,0.6,True
2024-10-22,2024-10-23,300184,BUY,5000,5000,0.01962,0.223602,NEW_ENTRY,,12.2,0.6,True
2024-10-30,2024-10-31,300757,SELL,400,400,0.0,0.0,,HOLD_EXPIRY,212.69,0.6,True
2024-10-30,2024-10-31,000988,BUY,1900,1900,0.036741,0.265437,NEW_ENTRY,,39.98,0.6,True
2024-10-31,2024-11-01,300337,SELL,3800,3800,0.0,0.0,,HOLD_EXPIRY,18.01,0.6,True
2024-10-31,2024-11-01,002384,BUY,2300,2300,0.029742,0.259447,NEW_ENTRY,,31.18,0.6,True
2024-11-01,2024-11-04,300563,SELL,600,600,0.0,0.0,,HOLD_EXPIRY,50.68,0.6,True
2024-11-01,2024-11-04,002607,BUY,12300,12300,0.02895,0.151498,NEW_ENTRY,,3.3,0.6,True
2024-11-04,2024-11-05,300045,SELL,1200,1200,0.0,0.0,,HOLD_EXPIRY,26.05,0.6,True
2024-11-04,2024-11-05,600733,BUY,3200,3200,0.035104,0.101537,NEW_ENTRY,,8.65,0.6,True
2024-11-05,2024-11-06,300184,SELL,5000,5000,0.0,0.0,,HOLD_EXPIRY,12.04,0.6,True
2024-11-05,2024-11-06,002156,BUY,1700,1700,0.032707,0.193801,NEW_ENTRY,,32.09,0.6,True
2024-11-13,2024-11-14,000988,SELL,1900,1900,0.0,0.0,,HOLD_EXPIRY,41.1,0.6,True
2024-11-13,2024-11-14,300058,BUY,5700,5700,0.030362,0.312716,NEW_ENTRY,,14.04,0.6,True
2024-11-14,2024-11-15,002384,SELL,2300,2300,0.0,0.0,,HOLD_EXPIRY,30.63,0.6,True
2024-11-14,2024-11-15,002230,BUY,1300,1300,0.049104,0.273595,NEW_ENTRY,,53.09,0.6,True
2024-11-15,2024-11-18,002607,SELL,12300,12300,0.0,0.0,,HOLD_EXPIRY,3.47,0.6,True
2024-11-15,2024-11-18,002241,BUY,1700,1700,0.0538,0.183225,NEW_ENTRY,,27.12,0.6,True
2024-11-18,2024-11-19,600733,SELL,3200,3200,0.0,0.0,,HOLD_EXPIRY,8.46,0.6,True
2024-11-18,2024-11-19,601398,BUY,5400,5400,0.172203,0.152969,NEW_ENTRY,,6.71,0.6,True
2024-11-19,2024-11-20,002156,SELL,1700,1700,0.0,0.0,,HOLD_EXPIRY,30.92,0.6,True
