strategy,event_type,mark_price_basis,order_status,event_timestamp,symbol,side,planned_shares,planned_price,planned_notional,planned_fee,signal_date,execution_date,order_id,cost_rate,lot_size,filled_shares,filled_price,filled_notional,fee,reject_reason,remaining_shares,event_date,source_reason,cash_delta,share_delta,cancelled_shares,cancel_reason
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-03-08T15:00:00+08:00,001376,BUY,2200.0,18.986000000000004,41769.20000000001,31.32690000000001,2024-03-08,2024-03-11,2024-03-08:001376:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-03-11T09:30:00+08:00,001376,BUY,2200.0,,,,2024-03-08,2024-03-11,2024-03-08:001376:BUY,,,2200.0,17.13712,37701.664,28.276248,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-03-08T15:00:00+08:00,002883,BUY,4200.0,10.098,42411.600000000006,31.808700000000005,2024-03-08,2024-03-11,2024-03-08:002883:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-03-11T09:30:00+08:00,002883,BUY,4200.0,,,,2024-03-08,2024-03-11,2024-03-08:002883:BUY,,,4200.0,9.199189999999998,38636.59799999999,28.977448499999994,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-03-08T15:00:00+08:00,600088,BUY,1700.0,24.45,41565.0,31.173750000000002,2024-03-08,2024-03-11,2024-03-08:600088:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-03-11T09:30:00+08:00,600088,BUY,1700.0,,,,2024-03-08,2024-03-11,2024-03-08:600088:BUY,,,1700.0,22.222199999999997,37777.74,28.333305,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-03-08T15:00:00+08:00,600097,BUY,5000.0,8.61,43050.0,32.2875,2024-03-08,2024-03-11,2024-03-08:600097:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-03-11T09:30:00+08:00,600097,BUY,5000.0,,,,2024-03-08,2024-03-11,2024-03-08:600097:BUY,,,5000.0,7.797789999999999,38988.95,29.2417125,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-03-08T15:00:00+08:00,603126,BUY,6500.0,6.578000000000001,42757.00000000001,32.067750000000004,2024-03-08,2024-03-11,2024-03-08:603126:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-03-11T09:30:00+08:00,603126,BUY,6500.0,,,,2024-03-08,2024-03-11,2024-03-08:603126:BUY,,,6500.0,6.016009999999999,39104.064999999995,29.328048749999997,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-03-08T15:00:00+08:00,603959,BUY,7400.0,5.7860000000000005,42816.4,32.112300000000005,2024-03-08,2024-03-11,2024-03-08:603959:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-03-11T09:30:00+08:00,603959,BUY,7400.0,,,,2024-03-08,2024-03-11,2024-03-08:603959:BUY,,,7400.0,5.32532,39407.367999999995,29.555525999999997,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-03-08T15:00:00+08:00,920656,BUY,2400.0,17.919,43005.6,32.2542,2024-03-08,2024-03-11,2024-03-08:920656:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-03-11T09:30:00+08:00,920656,BUY,2400.0,,,,2024-03-08,2024-03-11,2024-03-08:920656:BUY,,,2400.0,16.036019999999997,38486.44799999999,28.864835999999993,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-03-08T15:00:00+08:00,920895,BUY,3600.0,11.913,42886.8,32.1651,2024-03-08,2024-03-11,2024-03-08:920895:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-03-11T09:30:00+08:00,920895,BUY,3600.0,,,,2024-03-08,2024-03-11,2024-03-08:920895:BUY,,,3600.0,10.82081,38954.916,29.216186999999998,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-03-18T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-03-18,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-03-18T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-03-18,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-03-27T15:00:00+08:00,003027,SELL,2300.0,16.56,38088.0,28.566,2024-03-27,2024-03-28,2024-03-27:003027:SELL,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-03-28T09:30:00+08:00,003027,SELL,2300.0,,,,2024-03-27,2024-03-28,2024-03-27:003027:SELL,,,2300.0,16.54344,38049.912000000004,28.537434000000005,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-03-27T15:00:00+08:00,600640,BUY,5300.0,14.43,76479.0,57.35925,2024-03-27,2024-03-28,2024-03-27:600640:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-03-28T09:30:00+08:00,600640,BUY,5300.0,,,,2024-03-27,2024-03-28,2024-03-27:600640:BUY,,,5300.0,13.193179999999998,69923.85399999999,52.4428905,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-03-29T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-03-29,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-03-29T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-03-29,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-01T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-01,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-01T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-01,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-09T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-09,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-09T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-09,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-10T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-10,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-10T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-10,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-04-10T15:00:00+08:00,000798,SELL,5600.0,7.95,44520.0,33.39,2024-04-10,2024-04-11,2024-04-10:000798:SELL,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-04-11T09:30:00+08:00,000798,SELL,5600.0,,,,2024-04-10,2024-04-11,2024-04-10:000798:SELL,,,5600.0,7.94205,44475.48,33.35661,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-04-10T15:00:00+08:00,001376,SELL,2200.0,24.5,53900.0,40.425000000000004,2024-04-10,2024-04-11,2024-04-10:001376:SELL,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-04-11T09:30:00+08:00,001376,SELL,2200.0,,,,2024-04-10,2024-04-11,2024-04-10:001376:SELL,,,2200.0,24.4755,53846.1,40.384575,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-04-10T15:00:00+08:00,002883,SELL,4200.0,9.76,40992.0,30.744,2024-04-10,2024-04-11,2024-04-10:002883:SELL,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-04-11T09:30:00+08:00,002883,SELL,4200.0,,,,2024-04-10,2024-04-11,2024-04-10:002883:SELL,,,4200.0,9.75024,40951.008,30.713256,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-04-10T15:00:00+08:00,600097,SELL,5000.0,9.6,48000.0,36.0,2024-04-10,2024-04-11,2024-04-10:600097:SELL,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-04-11T09:30:00+08:00,600097,SELL,5000.0,,,,2024-04-10,2024-04-11,2024-04-10:600097:SELL,,,5000.0,9.590399999999999,47951.99999999999,35.964,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-04-10T15:00:00+08:00,603126,SELL,6500.0,5.95,38675.0,29.00625,2024-04-10,2024-04-11,2024-04-10:603126:SELL,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-04-11T09:30:00+08:00,603126,SELL,6500.0,,,,2024-04-10,2024-04-11,2024-04-10:603126:SELL,,,6500.0,5.94405,38636.325,28.97724375,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-04-10T15:00:00+08:00,603959,SELL,7400.0,5.4,39960.0,29.97,2024-04-10,2024-04-11,2024-04-10:603959:SELL,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-04-11T09:30:00+08:00,603959,SELL,7400.0,,,,2024-04-10,2024-04-11,2024-04-10:603959:SELL,,,7400.0,5.3946000000000005,39920.04,29.94003,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-04-10T15:00:00+08:00,920656,SELL,2400.0,15.24,36576.0,27.432000000000002,2024-04-10,2024-04-11,2024-04-10:920656:SELL,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-04-11T09:30:00+08:00,920656,SELL,2400.0,,,,2024-04-10,2024-04-11,2024-04-10:920656:SELL,,,2400.0,15.22476,36539.424,27.404568,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-04-10T15:00:00+08:00,000628,BUY,600.0,64.515,38709.0,29.03175,2024-04-10,2024-04-11,2024-04-10:000628:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-04-11T09:30:00+08:00,000628,BUY,600.0,,,,2024-04-10,2024-04-11,2024-04-10:000628:BUY,,,600.0,57.957899999999995,34774.74,26.081055,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-04-10T15:00:00+08:00,002217,BUY,24400.0,1.8,43920.0,32.94,2024-04-10,2024-04-11,2024-04-10:002217:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-04-11T09:30:00+08:00,002217,BUY,24400.0,,,,2024-04-10,2024-04-11,2024-04-10:002217:BUY,,,24400.0,1.6316299999999997,39811.77199999999,29.858828999999993,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-04-10T15:00:00+08:00,002272,BUY,7000.0,6.248,43736.0,32.802,2024-04-10,2024-04-11,2024-04-10:002272:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-04-11T09:30:00+08:00,002272,BUY,7000.0,,,,2024-04-10,2024-04-11,2024-04-10:002272:BUY,,,7000.0,5.615609999999999,39309.27,29.4819525,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-04-10T15:00:00+08:00,002309,BUY,22000.0,2.0,44000.0,33.0,2024-04-10,2024-04-11,2024-04-10:002309:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-04-11T09:30:00+08:00,002309,BUY,22000.0,,,,2024-04-10,2024-04-11,2024-04-10:002309:BUY,,,22000.0,1.7917899999999998,39419.38,29.564535,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-04-10T15:00:00+08:00,002771,BUY,2100.0,20.119,42249.9,31.687425,2024-04-10,2024-04-11,2024-04-10:002771:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-04-11T09:30:00+08:00,002771,BUY,2100.0,,,,2024-04-10,2024-04-11,2024-04-10:002771:BUY,,,2100.0,18.1181,38048.009999999995,28.536007499999997,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-04-10T15:00:00+08:00,002875,BUY,3400.0,12.66,43044.0,32.283,2024-04-10,2024-04-11,2024-04-10:002875:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-04-11T09:30:00+08:00,002875,BUY,3400.0,,,,2024-04-10,2024-04-11,2024-04-10:002875:BUY,,,3400.0,11.031019999999998,37505.46799999999,28.129100999999995,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2024-04-10T15:00:00+08:00,600661,BUY,4100.0,10.58,43378.0,32.533500000000004,2024-04-10,2024-04-11,2024-04-10:600661:BUY,0.00075,100.0,,,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2024-04-11T09:30:00+08:00,600661,BUY,4100.0,,,,2024-04-10,2024-04-11,2024-04-10:600661:BUY,,,4100.0,9.519509999999999,39029.990999999995,29.272493249999997,,0.0,,,,,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-12T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-12,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-12T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-12,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-15T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-15,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-15T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-15,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-16T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-16,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-16T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-16,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-17T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-17,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-17T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-17,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-18T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-18,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-18T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-18,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-19T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-19,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-19T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-19,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-22T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-22,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-22T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-22,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-23T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-23,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-23T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-23,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-24T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-24,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-24T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-24,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-25T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-25,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-25T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-25,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-26T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-26,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-26T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-26,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-29T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-29,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-29T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-29,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-30T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-30,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-04-30T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-04-30,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-06T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-06,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-06T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-06,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-07T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-07,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-07T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-07,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-08T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-08,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-08T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-08,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-09T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-09,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-09T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-09,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-10T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-10,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-10T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-10,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-13T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-13,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-13T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-13,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-14T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-14,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-14T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-14,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-15T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-15,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-15T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-15,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-16T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-16,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-16T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-16,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-17T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-17,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-17T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-17,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-20T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-20,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-20T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-20,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-21T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-21,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-21T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-21,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-22T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-22,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-22T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-22,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-23T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-23,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-23T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-23,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-24T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-24,unknown_corporate_action_type,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-24T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-24,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,0.0,0.0,,
vls_mom_contrarian_v1_frozen,corporate_action,raw,CORPORATE_ACTION_FREEZE,2024-05-27T09:25:00+08:00,,,,,,,,,,,,,,,,,,2024-05-27,unknown_corporate_action_type,0.0,0.0,,
