strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count
baseline_full_liquidity_detail_vol_position,2025-09-22,2025-09-19,152914.05443249995,363999.14,516913.19443249993,1.033826388865,5,0.7041784653990528,5,356769.05999999994,5,0,509683.1144325,5,0.7,4,0.3000178936725422,0.30000000000000004,0.30000000000000004,1.789367254217966e-05,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-09-23,2025-09-22,152914.05443249995,367863.04,520777.09443249996,1.041554188865,5,0.7063733100643892,5,363622.05999999994,5,0,516536.1144325,5,0.7,3,0.29603748926733076,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-09-24,2025-09-23,152914.05443249995,375987.9,528901.9544325,1.057803908865,5,0.7108839300914036,5,365395.43999999994,5,0,518309.4944325,5,0.7,4,0.29502460609934694,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-09-25,2025-09-24,152914.05443249995,385040.82,537954.8744325,1.075909748865,5,0.7157492910649573,5,377152.24,5,0,530066.2944324999,5,0.7,4,0.2884809995251876,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-09-26,2025-09-25,152914.05443249995,374347.74,527261.7944324999,1.0545235888649998,5,0.7099845730391224,5,380875.16000000003,5,0,533789.2144325,5,0.7,4,0.2864689849439373,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-09-29,2025-09-26,152914.05443249995,387552.7,540466.7544325,1.080933508865,5,0.7170703781899359,5,378439.52,5,0,531353.5744324999,5,0.7,4,0.2877821130606232,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-09-30,2025-09-29,194876.399085,356192.70999999996,551069.109085,1.10213821817,5,0.646366679111129,1,71827.37999999999,5,7,540913.3944324999,5,0.7,1,0.3604917218188371,0.30000000000000004,0.30000000000000004,0.06049172181883705,76063.0,1300,0.27772263423586224,0,0
baseline_full_liquidity_detail_vol_position,2025-10-09,2025-09-30,176110.1853725,369565.94,545676.1253725,1.091352250745,5,0.6772624324506038,3,203826.97999999998,5,4,551564.339085,5,0.7,2,0.31943302675100727,0.30000000000000004,0.30000000000000004,0.01943302675100722,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-10,2025-10-09,176110.1853725,354228.66000000003,530338.8453725,1.060677690745,5,0.667928934662888,5,359671.08,5,0,535781.2653725,5,0.7,4,0.3286979160237341,0.30000000000000004,0.30000000000000004,0.02869791602373406,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-13,2025-10-10,176110.1853725,364134.62,540244.8053725,1.080489610745,5,0.6740178089244715,5,337751.87,5,0,513862.0553725,5,0.7,4,0.342718796866286,0.30000000000000004,0.30000000000000004,0.042718796866285935,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-14,2025-10-13,176110.1853725,342571.0,518681.1853725,1.037362370745,5,0.6604654451731783,5,371442.30000000005,5,0,547552.4853725,5,0.7,4,0.32163160624262754,0.30000000000000004,0.30000000000000004,0.0216316062426275,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-15,2025-10-14,176110.1853725,345326.65,521436.8353725,1.042873670745,5,0.6622597917412341,5,345680.55000000005,5,0,521790.7353725,5,0.7,4,0.33751113891812795,0.30000000000000004,0.30000000000000004,0.037511138918127906,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-16,2025-10-15,176110.1853725,346012.94,522123.12537250004,1.044246250745,5,0.6627037248218853,5,343814.03,5,0,519924.2153725,5,0.7,5,0.3387227987569799,0.30000000000000004,0.30000000000000004,0.03872279875697987,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-17,2025-10-16,176110.1853725,328204.41000000003,504314.5953725,1.008629190745,5,0.6507930030412458,5,345321.63,5,0,521431.8153725,5,0.7,5,0.337743459797693,0.30000000000000004,0.30000000000000004,0.037743459797692946,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-20,2025-10-17,176110.1853725,328771.79,504881.9753725,1.009763950745,5,0.6511854374627524,5,333688.41,5,0,509798.5953725,5,0.7,5,0.3454505111843623,0.30000000000000004,0.30000000000000004,0.045450511184362274,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-21,2025-10-20,176110.1853725,340055.71,516165.89537250006,1.032331790745,5,0.6588108843467717,5,332271.76,5,0,508381.9453725,5,0.7,5,0.3464131387346203,0.30000000000000004,0.30000000000000004,0.046413138734620274,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-22,2025-10-21,160493.78430499998,356628.49,517122.27430499997,1.03424454861,5,0.6896405506401754,2,156281.51,5,6,510957.2153725,5,0.7,2,0.3142759761545995,0.30000000000000004,0.30000000000000004,0.014275976154599468,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-23,2025-10-22,263740.90025249997,248055.65000000002,511796.5502525,1.023593100505,4,0.4846762837256704,3,197007.76,5,3,515761.054305,5,0.7,2,0.5115210940023395,0.30000000000000004,0.30000000000000004,0.21152109400233943,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-24,2025-10-23,153738.46025249996,367293.22000000003,521031.6802525,1.042063360505,5,0.704934524944825,4,247325.84999999998,5,1,511066.75025249994,5,0.7,3,0.30086728137803487,0.30000000000000004,0.30000000000000004,0.0008672813780348232,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-27,2025-10-24,153738.46025249996,381832.06,535570.5202525,1.071141040505,5,0.7129445060194529,5,370373.16,5,0,524111.62025249994,5,0.7,3,0.29333152388117967,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-28,2025-10-27,153738.46025249996,383861.13999999996,537599.6002524999,1.0751992005049997,5,0.7140279490901927,5,380505.88,5,0,534244.3402525,5,0.7,3,0.2877680654133622,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-29,2025-10-28,153738.46025249996,384124.42,537862.8802525,1.075725760505,5,0.7141679303462485,5,387772.58,5,0,541511.0402525,5,0.7,5,0.28390641893619306,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-30,2025-10-29,153738.46025249996,379041.19,532779.6502525,1.065559300505,5,0.71144081764452,5,381509.72000000003,5,0,535248.1802524999,5,0.7,5,0.28722836606371055,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-10-31,2025-10-30,153738.46025249996,371996.37,525734.8302525,1.051469660505,5,0.7075741392696724,5,377932.96,5,0,531671.4202525,5,0.7,5,0.2891606627632663,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-03,2025-10-31,153738.46025249996,375709.44,529447.9002525,1.058895800505,5,0.7096249504829837,5,371102.62000000005,5,0,524841.0802525,5,0.7,5,0.2929238316835578,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-04,2025-11-03,153738.46025249996,378193.78,531932.2402524999,1.063864480505,5,0.7109811201149931,5,377366.74,5,0,531105.2002524999,5,0.7,5,0.289468941707611,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-05,2025-11-04,175894.35415499998,354303.73,530198.0841549999,1.0603961683099998,5,0.6682478503570406,2,165766.48,5,6,526753.9702524999,5,0.7,2,0.3341077691644684,0.30000000000000004,0.30000000000000004,0.03410776916446834,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-06,2025-11-05,161702.5488725,365818.04,527520.5888725,1.055041177745,5,0.6934668479611077,4,301477.45,5,2,531238.4441549999,5,0.7,2,0.3044402545904214,0.30000000000000004,0.30000000000000004,0.004440254590421355,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-07,2025-11-06,160208.75887249998,377493.61,537702.3688725,1.075404737745,5,0.7020493712749688,4,251546.47,5,2,528449.0188724999,5,0.7,2,0.30326759635206485,0.30000000000000004,0.30000000000000004,0.0032675963520648055,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-10,2025-11-07,160208.75887249998,384705.63,544914.3888725,1.089828777745,5,0.7059927905299158,5,382434.93,5,0,542643.6888725,5,0.7,3,0.2952374866929352,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-11,2025-11-10,160208.75887249998,390299.78,550508.5388725,1.101017077745,5,0.7089804288946644,5,384747.72,5,0,544956.4788724999,5,0.7,3,0.29398450166877094,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-12,2025-11-11,160208.75887249998,386461.27,546670.0288724999,1.0933400577449999,5,0.706936999632249,5,384678.33999999997,5,0,544887.0988725,5,0.7,3,0.2940219344594682,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-13,2025-11-12,160208.75887249998,401945.8,562154.5588725,1.124309117745,5,0.7150094109459383,5,385196.2,5,0,545404.9588725,5,0.7,3,0.2937427617154324,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-14,2025-11-13,160208.75887249998,396672.05,556880.8088725,1.113761617745,5,0.7123105046538237,5,398794.08,5,0,559002.8388725,5,0.7,3,0.28659739760112585,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-17,2025-11-14,160208.75887249998,401249.38,561458.1388725,1.1229162777450001,5,0.7146559150532122,5,394756.64999999997,5,0,554965.4088725001,5,0.7,3,0.28868242292432134,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-18,2025-11-17,160208.75887249998,385231.99,545440.7488724999,1.0908814977449999,5,0.7062765127033996,5,400214.58,5,0,560423.3388725,5,0.7,3,0.28587096175334076,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-19,2025-11-18,170751.6208575,380422.37,551173.9908575,1.102347981715,5,0.6902037765028612,2,192835.16999999998,5,5,543962.0288724999,5,0.7,1,0.3140128539886343,0.30000000000000004,0.30000000000000004,0.014012853988634277,59339.999999999985,1000,0.32932650897473004,0,0
baseline_full_liquidity_detail_vol_position,2025-11-20,2025-11-19,167244.58964750002,372201.4,539445.9896475,1.078891979295,5,0.6899697229062994,3,212947.84,5,2,551380.8208575,5,0.7,2,0.3033334875975486,0.30000000000000004,0.30000000000000004,0.0033334875975485345,152548.08000000002,3200,0.89124406969073,0,0
baseline_full_liquidity_detail_vol_position,2025-11-21,2025-11-20,162702.97407000003,349383.54,512086.51407000003,1.02417302814,5,0.6822744407446761,2,95974.72,5,4,524081.5196475,5,0.7,1,0.3105488714657242,0.30000000000000004,0.30000000000000004,0.010548871465724141,155822.20999999996,3500,0.5874696853428505,0,0
baseline_full_liquidity_detail_vol_position,2025-11-24,2025-11-21,151818.32356500003,342270.11,494088.433565,0.9881768671300001,5,0.6927304643227851,3,171709.6,5,4,503414.65407000005,5,0.7,3,0.3017338029927964,0.30000000000000004,0.30000000000000004,0.0017338029927963516,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-25,2025-11-24,151818.32356500003,346847.33999999997,498665.663565,0.99733132713,5,0.6955508777571752,5,339049.58999999997,5,0,490867.91356500005,5,0.7,4,0.3092854908001569,0.30000000000000004,0.30000000000000004,0.009285490800156837,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-26,2025-11-25,151818.32356500003,343554.11,495372.433565,0.99074486713,5,0.6935269036421275,5,347775.28,5,0,499593.60356500006,5,0.7,5,0.3038836415871917,0.30000000000000004,0.30000000000000004,0.0038836415871916774,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-27,2025-11-26,151818.32356500003,340142.71,491961.03356500005,0.9839220671300001,5,0.6914017306109649,5,341315.37,5,0,493133.693565,5,0.7,5,0.30786443016591164,0.30000000000000004,0.30000000000000004,0.007864430165911596,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-11-28,2025-11-27,151818.32356500003,346632.49,498450.813565,0.9969016271300001,5,0.695419649374888,5,339189.85000000003,5,0,491008.173565,5,0.7,5,0.30919714118547603,0.30000000000000004,0.30000000000000004,0.009197141185475988,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-01,2025-11-28,151818.32356500003,343630.93,495449.253565,0.99089850713,5,0.6935744226626787,5,348989.91,5,0,500808.233565,5,0.7,5,0.3031466205822583,0.30000000000000004,0.30000000000000004,0.0031466205822582305,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-02,2025-12-01,151818.32356500003,340404.71,492223.03356500005,0.98444606713,5,0.6915659909991762,5,342372.09,5,0,494190.41356500005,5,0.7,5,0.3072061282407527,0.30000000000000004,0.30000000000000004,0.007206128240752674,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-03,2025-12-02,149374.09323500004,332793.04,482167.133235,0.96433426647,5,0.6902026643068646,3,247154.80999999997,5,4,491441.45356500003,5,0.7,3,0.30403782237504345,0.30000000000000004,0.30000000000000004,0.0040378223750434095,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-04,2025-12-03,149374.09323500004,330309.58,479683.67323500005,0.9593673464700001,5,0.6885987546175649,5,332717.42000000004,5,0,482091.513235,5,0.7,3,0.3098459299410779,0.30000000000000004,0.30000000000000004,0.009845929941077858,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-05,2025-12-04,146493.87173500005,334651.33,481145.20173500007,0.9622904034700002,5,0.6955308476386213,4,256355.72999999998,5,2,477825.823235,5,0.7,3,0.3066549871993999,0.30000000000000004,0.30000000000000004,0.006654987199399831,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-08,2025-12-05,164067.07225750005,329557.83999999997,493624.9122575,0.987249824515,5,0.6676280548581506,3,169710.6,5,4,479499.85173500003,5,0.7,3,0.34232826410139067,0.30000000000000004,0.30000000000000004,0.04232826410139062,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-09,2025-12-08,164067.07225750005,336486.86,500553.9322575,1.001107864515,5,0.6722289813655904,5,327544.01,5,0,491611.08225750003,5,0.7,3,0.333733469766582,0.30000000000000004,0.30000000000000004,0.03373346976658198,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-10,2025-12-09,164067.07225750005,335151.75,499218.8222575,0.9984376445150001,5,0.6713523910905882,5,337109.28,5,0,501176.35225750005,5,0.7,3,0.32736395386269906,0.30000000000000004,0.30000000000000004,0.02736395386269902,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-11,2025-12-10,164067.07225750005,324105.75,488172.8222575,0.976345644515,5,0.663916005199162,5,336401.32,5,0,500468.3922575001,5,0.7,4,0.32782704121918765,0.30000000000000004,0.30000000000000004,0.02782704121918761,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-12,2025-12-11,164067.07225750005,328144.19,492211.2622575001,0.9844225245150001,5,0.6666734696296558,5,325698.11,5,0,489765.1822575,5,0.7,4,0.3349912941978791,0.30000000000000004,0.30000000000000004,0.03499129419787905,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-15,2025-12-12,164067.07225750005,318647.39,482714.46225750004,0.9654289245150001,5,0.660115689324469,5,320924.65,5,0,484991.72225750005,5,0.7,5,0.33828839695204277,0.30000000000000004,0.30000000000000004,0.038288396952042725,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-16,2025-12-15,164067.07225750005,307102.92,471169.99225750007,0.9423399845150001,5,0.65178794287936,5,316316.54,5,0,480383.61225750006,5,0.7,5,0.34153344966637866,0.30000000000000004,0.30000000000000004,0.04153344966637862,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-17,2025-12-16,151526.10326000003,335761.78,487287.88326000003,0.9745757665200001,5,0.6890419227207607,3,216980.47,5,4,472382.8722575001,5,0.7,3,0.3208690555540138,0.30000000000000004,0.30000000000000004,0.02086905555401375,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-18,2025-12-17,151526.10326000003,338887.6,490413.70326,0.98082740652,5,0.6910239207168601,5,333978.45,5,0,485504.5532600001,5,0.7,4,0.3121002722684126,0.30000000000000004,0.30000000000000004,0.012100272268412537,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-19,2025-12-18,149978.26676000003,337666.11,487644.37676,0.97528875352,5,0.6924433585054676,4,265877.96,5,2,492578.0632600001,5,0.7,3,0.30454652055994147,0.30000000000000004,0.30000000000000004,0.004546520559941425,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-22,2025-12-19,149084.5403875,348903.0,497987.54038749996,0.995975080775,5,0.7006259629076411,3,189780.0,5,4,493798.09676,5,0.7,2,0.30205560585702074,0.30000000000000004,0.30000000000000004,0.0020556058570206925,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-23,2025-12-22,149084.5403875,344102.0,493186.54038749996,0.986373080775,5,0.6977116604391449,5,347755.0,5,0,496839.54038749996,5,0.7,2,0.3000657722837931,0.30000000000000004,0.30000000000000004,6.57722837930641e-05,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-24,2025-12-23,149084.5403875,354639.0,503723.54038749996,1.007447080775,5,0.7040349945273283,5,339339.0,5,0,488423.54038749996,5,0.7,3,0.30523618961776694,0.30000000000000004,0.30000000000000004,0.005236189617766895,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-25,2025-12-24,149084.5403875,367607.0,516691.54038749996,1.033383080775,5,0.7114631676073273,5,352979.0,5,0,502063.54038749996,5,0.7,3,0.29694357067321475,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-26,2025-12-25,149084.5403875,383996.0,533080.5403875,1.066161080775,5,0.720333928754688,5,367002.0,5,0,516086.54038749996,5,0.7,4,0.2888750795081013,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-29,2025-12-26,149084.5403875,386850.0,535934.5403875,1.071869080775,5,0.7218232281134437,5,383378.0,5,0,532462.5403875,5,0.7,4,0.27999066428035224,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-30,2025-12-29,149084.5403875,382656.0,531740.5403875,1.063481080775,5,0.7196291629770107,5,378834.0,5,0,527918.5403875,5,0.7,4,0.2824006527182579,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2025-12-31,2025-12-30,163807.60038749996,383912.2,547719.8003875,1.095439600775,5,0.7009281017929065,3,234281.0,5,3,532760.5403875,5,0.7,3,0.30755429502424025,0.30000000000000004,0.30000000000000004,0.00755429502424021,44000.0,500,0.3270767515331723,0,0
baseline_full_liquidity_detail_vol_position,2026-01-05,2025-12-31,170220.71338749997,396752.8,566973.5133875,1.1339470267749998,5,0.6997730769282655,4,347392.6,5,2,561700.2003875,5,0.7,3,0.30308374105476055,0.30000000000000004,0.30000000000000004,0.0030837410547605026,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2026-01-06,2026-01-05,172420.65338749997,420730.4,593151.0533875,1.186302106775,5,0.7093140905629326,4,321654.0,5,2,573074.7133875,5,0.7,2,0.3009324601311662,0.30000000000000004,0.30000000000000004,0.0009324601311661573,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2026-01-07,2026-01-06,179861.00088749995,412178.4,592039.4008875,1.1840788017750001,5,0.6962009612571759,3,244024.4,5,4,594731.0533875,5,0.7,1,0.3025572058359613,0.30000000000000004,0.30000000000000004,0.0025572058359612515,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2026-01-08,2026-01-07,179861.00088749995,422151.6,602012.6008875,1.204025201775,5,0.701233826962517,5,410692.8,5,0,590553.8008874999,5,0.7,2,0.3045632770751794,0.30000000000000004,0.30000000000000004,0.0045632770751793394,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2026-01-09,2026-01-08,179861.00088749995,457287.0,637148.0008874999,1.2742960017749998,5,0.7177092282531423,5,427577.6,5,0,607438.6008875,5,0.7,3,0.29609741729405,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2026-01-12,2026-01-09,179861.00088749995,518530.6,698391.6008875,1.396783201775,5,0.7424639691271533,5,478482.6,5,0,658343.6008875,5,0.7,3,0.27320232268534683,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2026-01-13,2026-01-12,179861.00088749995,525934.0,705795.0008874999,1.4115900017749998,5,0.7451653799455448,5,555773.0,5,0,735634.0008874999,5,0.7,4,0.2444979441821722,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2026-01-14,2026-01-13,179861.00088749995,545064.8,724925.8008874999,1.4498516017749998,5,0.7518904684213161,5,534440.8,5,0,714301.8008874999,5,0.7,4,0.2517997303997102,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2026-01-15,2026-01-14,179861.00088749995,514074.6,693935.6008875,1.387871201775,5,0.7408102413862769,5,517545.6,5,0,697406.6008875,5,0.7,4,0.25789976845446244,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0
baseline_full_liquidity_detail_vol_position,2026-01-16,2026-01-15,198710.89208749996,448500.0,647210.8920875,1.2944217841749999,5,0.6929735044375069,4,350846.0,5,2,660561.4008875,5,0.7,4,0.3009034550641888,0.30000000000000004,0.30000000000000004,0.0009034550641887629,0.0,0,0.0,0,0
