trade_date,listed_symbols,market_coverage,industry_coverage,adjustment_coverage,financial_coverage,universe_status_coverage
2020-05-08,3619,1.0,1.0,1.0,0.9961315280464217,1.0
2020-05-11,3620,1.0,1.0,1.0,0.9961325966850829,1.0
2020-05-12,3622,1.0,1.0,1.0,0.996134732192159,1.0
2020-05-13,3623,1.0,1.0,1.0,0.9961357990615513,1.0
2020-05-14,3624,1.0,1.0,1.0,0.9961368653421634,1.0
2020-05-15,3625,1.0,1.0,1.0,0.9961379310344828,1.0
2020-05-18,3624,1.0,1.0,1.0,0.9961368653421634,1.0
2020-05-19,3623,1.0,1.0,1.0,0.9961357990615513,1.0
2020-05-20,3625,1.0,1.0,1.0,0.9964137931034482,1.0
2020-05-21,3626,1.0,1.0,1.0,0.9961389961389961,1.0
2020-05-22,3629,1.0,1.0,1.0,0.9961421879305594,1.0
2020-05-25,3630,1.0,1.0,1.0,0.9961432506887052,1.0
2020-05-26,3630,1.0,1.0,1.0,0.9961432506887052,1.0
2020-05-27,3625,1.0,1.0,1.0,0.9961379310344828,1.0
2020-05-28,3630,1.0,1.0,1.0,0.9961432506887052,1.0
2020-05-29,3630,1.0,1.0,1.0,0.9961432506887052,1.0
2020-06-01,3628,1.0,1.0,1.0,0.996141124586549,1.0
2020-06-02,3633,1.0,1.0,1.0,0.9961464354527938,1.0
2020-06-03,3635,1.0,1.0,1.0,0.9961485557083907,1.0
2020-06-04,3635,1.0,1.0,1.0,0.9961485557083907,1.0
2020-06-05,3635,1.0,1.0,1.0,0.9961485557083907,1.0
2020-06-08,3638,1.0,1.0,1.0,0.9961517317207257,1.0
2020-06-09,3643,1.0,1.0,1.0,0.9961570134504529,1.0
2020-06-10,3643,1.0,1.0,1.0,0.9961570134504529,1.0
2020-06-11,3642,1.0,1.0,1.0,0.9961559582646897,1.0
2020-06-12,3643,1.0,1.0,1.0,0.9961570134504529,1.0
2020-06-15,3647,1.0,1.0,1.0,0.9964354263778448,1.0
2020-06-16,3651,1.0,1.0,1.0,0.9964393316899479,1.0
2020-06-17,3650,1.0,1.0,1.0,0.9964383561643836,1.0
2020-06-18,3651,1.0,1.0,1.0,0.9964393316899479,1.0
2020-06-19,3654,1.0,1.0,1.0,0.9964422550629447,1.0
2020-06-22,3654,1.0,1.0,1.0,0.9961685823754789,1.0
2020-06-23,3655,1.0,1.0,1.0,0.9961696306429548,1.0
2020-06-24,3658,1.0,1.0,1.0,0.996172772006561,1.0
2020-06-29,3657,1.0,1.0,1.0,0.9961717254580257,1.0
2020-06-30,3655,1.0,1.0,1.0,0.9961696306429548,1.0
2020-07-01,3662,1.0,1.0,1.0,0.9961769524849808,1.0
2020-07-02,3664,1.0,1.0,1.0,0.99617903930131,1.0
2020-07-03,3666,1.0,1.0,1.0,0.9961811238406983,1.0
2020-07-06,3666,1.0,1.0,1.0,0.9961811238406983,1.0
2020-07-07,3664,1.0,1.0,1.0,0.99617903930131,1.0
2020-07-08,3669,1.0,1.0,1.0,0.9961842463886618,1.0
2020-07-09,3671,1.0,1.0,1.0,0.9961863252519749,1.0
2020-07-10,3672,1.0,1.0,1.0,0.9961873638344226,1.0
2020-07-13,3674,1.0,1.0,1.0,0.9961894393032118,1.0
2020-07-14,3676,1.0,1.0,1.0,0.9961915125136017,1.0
2020-07-15,3676,1.0,1.0,1.0,0.9961915125136017,1.0
2020-07-16,3678,1.0,1.0,1.0,0.9964654703643284,1.0
2020-07-17,3682,1.0,1.0,1.0,0.9961977186311787,1.0
2020-07-20,3683,1.0,1.0,1.0,0.9961987510181917,1.0
2020-07-21,3687,1.0,1.0,1.0,0.996202874966097,1.0
2020-07-22,3694,1.0,1.0,1.0,0.9962100703844071,1.0
2020-07-23,3696,1.0,1.0,1.0,0.9962121212121212,1.0
2020-07-24,3698,1.0,1.0,1.0,0.9962141698215251,1.0
2020-07-27,3728,1.0,1.0,1.0,0.9884656652360515,1.0
2020-07-28,3727,1.0,1.0,1.0,0.9887308827475181,1.0
2020-07-29,3730,1.0,1.0,1.0,0.9887399463806971,1.0
2020-07-30,3733,1.0,1.0,1.0,0.988748995446022,1.0
2020-07-31,3738,1.0,1.0,1.0,0.9890315676832531,1.0
2020-08-03,3740,1.0,1.0,1.0,0.9890374331550802,1.0
2020-08-04,3740,1.0,1.0,1.0,0.9890374331550802,1.0
2020-08-05,3742,1.0,1.0,1.0,0.9890432923570284,1.0
2020-08-06,3745,1.0,1.0,1.0,0.9890520694259012,1.0
2020-08-07,3745,1.0,1.0,1.0,0.9890520694259012,1.0
2020-08-10,3751,1.0,1.0,1.0,0.989069581444948,1.0
2020-08-11,3751,1.0,1.0,1.0,0.9893361770194615,1.0
2020-08-12,3755,1.0,1.0,1.0,0.9893475366178429,1.0
2020-08-13,3756,1.0,1.0,1.0,0.9896166134185304,1.0
2020-08-14,3757,1.0,1.0,1.0,0.9898855469789726,1.0
2020-08-17,3761,1.0,1.0,1.0,0.9904280776389258,1.0
2020-08-18,3765,1.0,1.0,1.0,0.9907038512616202,1.0
2020-08-19,3766,1.0,1.0,1.0,0.9909718534253851,1.0
2020-08-20,3769,1.0,1.0,1.0,0.9909790395330327,1.0
2020-08-21,3771,1.0,1.0,1.0,0.9915141872182445,1.0
2020-08-24,3788,1.0,1.0,1.0,0.9923442449841605,1.0
2020-08-25,3792,1.0,1.0,1.0,0.9931434599156118,1.0
2020-08-26,3793,1.0,1.0,1.0,0.9936725547060374,1.0
2020-08-27,3793,1.0,1.0,1.0,0.9944634853677827,1.0
2020-08-28,3797,1.0,1.0,1.0,0.9952594153278904,1.0
2020-08-31,3799,1.0,1.0,1.0,0.9965780468544354,1.0
2020-09-01,3802,1.0,1.0,1.0,0.9968437664387164,1.0
2020-09-02,3806,1.0,1.0,1.0,0.9968470835522859,1.0
2020-09-03,3810,1.0,1.0,1.0,0.9968503937007874,1.0
2020-09-04,3807,1.0,1.0,1.0,0.9968479117415288,1.0
2020-09-07,3808,1.0,1.0,1.0,0.9968487394957983,1.0
2020-09-08,3812,1.0,1.0,1.0,0.9968520461699895,1.0
2020-09-09,3808,1.0,1.0,1.0,0.9968487394957983,1.0
2020-09-10,3814,1.0,1.0,1.0,0.9968536969061353,1.0
2020-09-11,3817,1.0,1.0,1.0,0.9968561697668326,1.0
2020-09-14,3814,1.0,1.0,1.0,0.9968536969061353,1.0
2020-09-15,3819,1.0,1.0,1.0,0.9968578161822467,1.0
2020-09-16,3824,1.0,1.0,1.0,0.9968619246861925,1.0
2020-09-17,3829,1.0,1.0,1.0,0.9968660224601724,1.0
2020-09-18,3836,1.0,1.0,1.0,0.9968717413972888,1.0
2020-09-21,3837,1.0,1.0,1.0,0.99687255668491,1.0
2020-09-22,3844,1.0,1.0,1.0,0.9968782518210197,1.0
2020-09-23,3844,1.0,1.0,1.0,0.9968782518210197,1.0
2020-09-24,3848,1.0,1.0,1.0,0.9968814968814969,1.0
2020-09-25,3854,1.0,1.0,1.0,0.997145822522055,1.0
2020-09-28,3857,1.0,1.0,1.0,0.9968887736582837,1.0
2020-09-29,3863,1.0,1.0,1.0,0.9968936060056951,1.0
2020-09-30,3866,1.0,1.0,1.0,0.9968960165545784,1.0
2020-10-09,3869,1.0,1.0,1.0,0.9968984233652106,1.0
2020-10-12,3868,1.0,1.0,1.0,0.9968976215098242,1.0
2020-10-13,3873,1.0,1.0,1.0,0.9969016266460109,1.0
2020-10-14,3872,1.0,1.0,1.0,0.996900826446281,1.0
2020-10-15,3873,1.0,1.0,1.0,0.9969016266460109,1.0
2020-10-16,3875,1.0,1.0,1.0,0.9969032258064516,1.0
2020-10-19,3878,1.0,1.0,1.0,0.9969056214543579,1.0
2020-10-20,3879,1.0,1.0,1.0,0.9969064191802011,1.0
2020-10-21,3879,1.0,1.0,1.0,0.9969064191802011,1.0
2020-10-22,3883,1.0,1.0,1.0,0.9969096059747617,1.0
2020-10-23,3885,1.0,1.0,1.0,0.9969111969111969,1.0
2020-10-26,3886,1.0,1.0,1.0,0.9971693257848687,1.0
2020-10-27,3887,1.0,1.0,1.0,0.9971700540262414,1.0
2020-10-28,3887,1.0,1.0,1.0,0.9971700540262414,1.0
2020-10-29,3892,1.0,1.0,1.0,0.9971736896197327,1.0
2020-10-30,3894,1.0,1.0,1.0,0.9971751412429378,1.0
2020-11-02,3893,1.0,1.0,1.0,0.9979450295402004,1.0
2020-11-03,3894,1.0,1.0,1.0,0.9979455572675912,1.0
2020-11-04,3894,1.0,1.0,1.0,0.9979455572675912,1.0
2020-11-05,3897,1.0,1.0,1.0,0.997947138824737,1.0
2020-11-06,3898,1.0,1.0,1.0,0.9979476654694716,1.0
2020-11-09,3905,1.0,1.0,1.0,0.9976952624839949,1.0
2020-11-10,3907,1.0,1.0,1.0,0.9976964422830816,1.0
2020-11-11,3909,1.0,1.0,1.0,0.9976976208749041,1.0
2020-11-12,3912,1.0,1.0,1.0,0.9976993865030674,1.0
2020-11-13,3909,1.0,1.0,1.0,0.9976976208749041,1.0
2020-11-16,3910,1.0,1.0,1.0,0.9976982097186701,1.0
2020-11-17,3912,1.0,1.0,1.0,0.9976993865030674,1.0
2020-11-18,3917,1.0,1.0,1.0,0.9974470257850395,1.0
2020-11-19,3916,1.0,1.0,1.0,0.9974463738508682,1.0
2020-11-20,3916,1.0,1.0,1.0,0.9974463738508682,1.0
2020-11-23,3917,1.0,1.0,1.0,0.9974470257850395,1.0
2020-11-24,3917,1.0,1.0,1.0,0.9974470257850395,1.0
2020-11-25,3917,1.0,1.0,1.0,0.9974470257850395,1.0
2020-11-26,3922,1.0,1.0,1.0,0.9974502804691484,1.0
2020-11-27,3923,1.0,1.0,1.0,0.9971960234514402,1.0
2020-11-30,3922,1.0,1.0,1.0,0.9971953085160632,1.0
2020-12-01,3924,1.0,1.0,1.0,0.9971967380224261,1.0
2020-12-02,3924,1.0,1.0,1.0,0.9971967380224261,1.0
2020-12-03,3927,1.0,1.0,1.0,0.9971988795518207,1.0
2020-12-04,3928,1.0,1.0,1.0,0.9974541751527495,1.0
2020-12-07,3929,1.0,1.0,1.0,0.9972003054212267,1.0
2020-12-08,3934,1.0,1.0,1.0,0.9972038637519065,1.0
2020-12-09,3934,1.0,1.0,1.0,0.9972038637519065,1.0
2020-12-10,3935,1.0,1.0,1.0,0.9972045743329098,1.0
2020-12-11,3938,1.0,1.0,1.0,0.9972067039106145,1.0
2020-12-14,3941,1.0,1.0,1.0,0.9972088302461304,1.0
2020-12-15,3944,1.0,1.0,1.0,0.9972109533468559,1.0
2020-12-16,3948,1.0,1.0,1.0,0.9972137791286727,1.0
2020-12-17,3948,1.0,1.0,1.0,0.9972137791286727,1.0
2020-12-18,3952,1.0,1.0,1.0,0.9972165991902834,1.0
2020-12-21,3954,1.0,1.0,1.0,0.9972180070814365,1.0
2020-12-22,3954,1.0,1.0,1.0,0.9972180070814365,1.0
2020-12-23,3959,1.0,1.0,1.0,0.9969689315483709,1.0
2020-12-24,3961,1.0,1.0,1.0,0.9969704620045443,1.0
2020-12-25,3965,1.0,1.0,1.0,0.9967213114754099,1.0
2020-12-28,3970,1.0,1.0,1.0,0.9967254408060453,1.0
2020-12-29,3976,1.0,1.0,1.0,0.9967303822937625,1.0
2020-12-30,3978,1.0,1.0,1.0,0.9967320261437909,1.0
2020-12-31,3980,1.0,1.0,1.0,0.9967336683417085,1.0
2021-01-04,3983,1.0,1.0,1.0,0.9967361285463219,1.0
2021-01-05,3984,1.0,1.0,1.0,0.9967369477911646,1.0
2021-01-06,3986,1.0,1.0,1.0,0.9967385850476669,1.0
2021-01-07,3990,1.0,1.0,1.0,0.9967418546365915,1.0
2021-01-08,3992,1.0,1.0,1.0,0.9967434869739479,1.0
2021-01-11,3990,1.0,1.0,1.0,0.9964912280701754,1.0
2021-01-12,3991,1.0,1.0,1.0,0.9962415434728138,1.0
2021-01-13,3993,1.0,1.0,1.0,0.9962434259954921,1.0
2021-01-14,3992,1.0,1.0,1.0,0.9962424849699398,1.0
2021-01-15,3990,1.0,1.0,1.0,0.9962406015037594,1.0
2021-01-18,3993,1.0,1.0,1.0,0.9962434259954921,1.0
2021-01-19,3997,1.0,1.0,1.0,0.9962471853890418,1.0
2021-01-20,3997,1.0,1.0,1.0,0.9962471853890418,1.0
2021-01-21,3999,1.0,1.0,1.0,0.9962490622655664,1.0
2021-01-22,4004,1.0,1.0,1.0,0.9962537462537463,1.0
2021-01-25,4005,1.0,1.0,1.0,0.9960049937578027,1.0
2021-01-26,4006,1.0,1.0,1.0,0.9960059910134798,1.0
2021-01-27,4010,1.0,1.0,1.0,0.9960099750623441,1.0
2021-01-28,4015,1.0,1.0,1.0,0.9960149439601494,1.0
2021-01-29,4018,1.0,1.0,1.0,0.9960179193628671,1.0
2021-02-01,4021,1.0,1.0,1.0,0.9960208903257896,1.0
2021-02-02,4021,1.0,1.0,1.0,0.9960208903257896,1.0
2021-02-03,4022,1.0,1.0,1.0,0.9960218796618597,1.0
2021-02-04,4023,1.0,1.0,1.0,0.99602286850609,1.0
2021-02-05,4024,1.0,1.0,1.0,0.9957753479125249,1.0
2021-02-08,4026,1.0,1.0,1.0,0.9957774465971188,1.0
2021-02-09,4034,1.0,1.0,1.0,0.995785820525533,1.0
2021-02-10,4042,1.0,1.0,1.0,0.9957941613062841,1.0
2021-02-18,4037,1.0,1.0,1.0,0.995788952192222,1.0
2021-02-19,4042,1.0,1.0,1.0,0.9957941613062841,1.0
2021-02-22,4043,1.0,1.0,1.0,0.995795201582983,1.0
2021-02-23,4046,1.0,1.0,1.0,0.9957983193277311,1.0
2021-02-24,4048,1.0,1.0,1.0,0.995800395256917,1.0
2021-02-25,4052,1.0,1.0,1.0,0.9958045409674235,1.0
2021-02-26,4053,1.0,1.0,1.0,0.9958055761164569,1.0
2021-03-01,4054,1.0,1.0,1.0,0.99580661075481,1.0
2021-03-02,4055,1.0,1.0,1.0,0.9958076448828607,1.0
2021-03-03,4056,1.0,1.0,1.0,0.9958086785009862,1.0
2021-03-04,4056,1.0,1.0,1.0,0.9958086785009862,1.0
2021-03-05,4057,1.0,1.0,1.0,0.9958097116095637,1.0
2021-03-08,4059,1.0,1.0,1.0,0.9958117762995812,1.0
2021-03-09,4060,1.0,1.0,1.0,0.9958128078817734,1.0
2021-03-10,4061,1.0,1.0,1.0,0.9958138389559222,1.0
2021-03-11,4062,1.0,1.0,1.0,0.9958148695224027,1.0
2021-03-12,4062,1.0,1.0,1.0,0.9958148695224027,1.0
2021-03-15,4062,1.0,1.0,1.0,0.9958148695224027,1.0
2021-03-16,4064,1.0,1.0,1.0,0.9958169291338582,1.0
2021-03-17,4065,1.0,1.0,1.0,0.9958179581795817,1.0
2021-03-18,4067,1.0,1.0,1.0,0.9958200147528891,1.0
2021-03-19,4066,1.0,1.0,1.0,0.9958189867191343,1.0
2021-03-22,4074,1.0,1.0,1.0,0.9958271968581247,1.0
2021-03-23,4076,1.0,1.0,1.0,0.995829244357213,1.0
2021-03-24,4077,1.0,1.0,1.0,0.9958302673534462,1.0
2021-03-25,4080,1.0,1.0,1.0,0.9958333333333333,1.0
2021-03-26,4083,1.0,1.0,1.0,0.9958363948077394,1.0
2021-03-29,4087,1.0,1.0,1.0,0.9960851480303401,1.0
2021-03-30,4090,1.0,1.0,1.0,0.9960880195599022,1.0
2021-03-31,4089,1.0,1.0,1.0,0.9960870628515529,1.0
2021-04-01,4094,1.0,1.0,1.0,0.9960918417195896,1.0
2021-04-02,4095,1.0,1.0,1.0,0.9960927960927961,1.0
2021-04-06,4101,1.0,1.0,1.0,0.9960985125579127,1.0
2021-04-07,4100,1.0,1.0,1.0,0.9960975609756098,1.0
2021-04-08,4101,1.0,1.0,1.0,0.9960985125579127,1.0
2021-04-09,4105,1.0,1.0,1.0,0.9961023142509136,1.0
2021-04-12,4110,1.0,1.0,1.0,0.9961070559610705,1.0
2021-04-13,4113,1.0,1.0,1.0,0.9961098954534403,1.0
2021-04-14,4114,1.0,1.0,1.0,0.9961108410306271,1.0
2021-04-15,4114,1.0,1.0,1.0,0.9961108410306271,1.0
2021-04-16,4117,1.0,1.0,1.0,0.9961136750060724,1.0
2021-04-19,4121,1.0,1.0,1.0,0.9961174472215482,1.0
2021-04-20,4125,1.0,1.0,1.0,0.9963636363636363,1.0
2021-04-21,4132,1.0,1.0,1.0,0.9963697967086157,1.0
2021-04-22,4133,1.0,1.0,1.0,0.9963706750544399,1.0
2021-04-23,4126,1.0,1.0,1.0,0.9963645176926805,1.0
2021-04-26,4132,1.0,1.0,1.0,0.9966118102613747,1.0
2021-04-27,4123,1.0,1.0,1.0,0.9966044142614601,1.0
2021-04-28,4136,1.0,1.0,1.0,0.9970986460348162,1.0
2021-04-29,4127,1.0,1.0,1.0,0.9973346256360552,1.0
2021-04-30,4129,1.0,1.0,1.0,0.9975781060789537,1.0
2021-05-06,4144,1.0,1.0,1.0,0.9975868725868726,1.0
2021-05-07,4143,1.0,1.0,1.0,0.9975862901279267,1.0
2021-05-10,4144,1.0,1.0,1.0,0.9975868725868726,1.0
2021-05-11,4148,1.0,1.0,1.0,0.997589199614272,1.0
2021-05-12,4154,1.0,1.0,1.0,0.9973519499277804,1.0
2021-05-13,4163,1.0,1.0,1.0,0.9973576747537833,1.0
2021-05-14,4159,1.0,1.0,1.0,0.9973551334455398,1.0
2021-05-17,4161,1.0,1.0,1.0,0.9975967315549147,1.0
2021-05-18,4160,1.0,1.0,1.0,0.9975961538461539,1.0
2021-05-19,4161,1.0,1.0,1.0,0.9975967315549147,1.0
2021-05-20,4172,1.0,1.0,1.0,0.9976030680728667,1.0
2021-05-21,4173,1.0,1.0,1.0,0.9976036424634556,1.0
2021-05-24,4173,1.0,1.0,1.0,0.9973640067098011,1.0
2021-05-25,4177,1.0,1.0,1.0,0.9973665310031122,1.0
2021-05-26,4181,1.0,1.0,1.0,0.9973690504663956,1.0
2021-05-27,4184,1.0,1.0,1.0,0.9973709369024857,1.0
2021-05-28,4188,1.0,1.0,1.0,0.9973734479465138,1.0
2021-05-31,4190,1.0,1.0,1.0,0.9973747016706443,1.0
2021-06-01,4192,1.0,1.0,1.0,0.9973759541984732,1.0
2021-06-02,4192,1.0,1.0,1.0,0.9973759541984732,1.0
2021-06-03,4196,1.0,1.0,1.0,0.9973784556720686,1.0
2021-06-04,4197,1.0,1.0,1.0,0.9973790802954491,1.0
2021-06-07,4197,1.0,1.0,1.0,0.9973790802954491,1.0
2021-06-08,4201,1.0,1.0,1.0,0.9973815758152821,1.0
2021-06-09,4202,1.0,1.0,1.0,0.9973821989528796,1.0
2021-06-10,4202,1.0,1.0,1.0,0.9973821989528796,1.0
2021-06-11,4207,1.0,1.0,1.0,0.9973853101972903,1.0
2021-06-15,4205,1.0,1.0,1.0,0.997384066587396,1.0
2021-06-16,4206,1.0,1.0,1.0,0.9973846885401807,1.0
2021-06-17,4212,1.0,1.0,1.0,0.9973884140550807,1.0
2021-06-18,4213,1.0,1.0,1.0,0.9973890339425587,1.0
2021-06-21,4210,1.0,1.0,1.0,0.9973871733966746,1.0
2021-06-22,4217,1.0,1.0,1.0,0.9973915105525255,1.0
2021-06-23,4218,1.0,1.0,1.0,0.9973921289710763,1.0
2021-06-24,4221,1.0,1.0,1.0,0.9973939824686093,1.0
2021-06-25,4226,1.0,1.0,1.0,0.9973970657832466,1.0
2021-06-28,4231,1.0,1.0,1.0,0.9971637910659419,1.0
2021-06-29,4235,1.0,1.0,1.0,0.9971664698937426,1.0
2021-06-30,4238,1.0,1.0,1.0,0.997168475696083,1.0
2021-07-01,4240,1.0,1.0,1.0,0.9971698113207547,1.0
2021-07-02,4240,1.0,1.0,1.0,0.9971698113207547,1.0
2021-07-05,4243,1.0,1.0,1.0,0.997171812396889,1.0
2021-07-06,4248,1.0,1.0,1.0,0.9971751412429378,1.0
2021-07-07,4252,1.0,1.0,1.0,0.9971777986829727,1.0
2021-07-08,4257,1.0,1.0,1.0,0.9971811134601832,1.0
2021-07-09,4259,1.0,1.0,1.0,0.9971824371918291,1.0
2021-07-12,4259,1.0,1.0,1.0,0.9971824371918291,1.0
2021-07-13,4261,1.0,1.0,1.0,0.9971837596808261,1.0
2021-07-14,4258,1.0,1.0,1.0,0.9971817754814467,1.0
2021-07-15,4261,1.0,1.0,1.0,0.9971837596808261,1.0
2021-07-16,4265,1.0,1.0,1.0,0.9971864009378664,1.0
2021-07-19,4263,1.0,1.0,1.0,0.9971850809289233,1.0
2021-07-20,4268,1.0,1.0,1.0,0.9971883786316776,1.0
2021-07-21,4268,1.0,1.0,1.0,0.9971883786316776,1.0
2021-07-22,4273,1.0,1.0,1.0,0.9971916686168968,1.0
2021-07-23,4276,1.0,1.0,1.0,0.9971936389148737,1.0
2021-07-26,4280,1.0,1.0,1.0,0.997196261682243,1.0
2021-07-27,4281,1.0,1.0,1.0,0.9971969166082691,1.0
2021-07-28,4285,1.0,1.0,1.0,0.9971995332555426,1.0
2021-07-29,4287,1.0,1.0,1.0,0.9974341031024027,1.0
2021-07-30,4290,1.0,1.0,1.0,0.9974358974358974,1.0
2021-08-02,4291,1.0,1.0,1.0,0.9974364949895129,1.0
2021-08-03,4292,1.0,1.0,1.0,0.9974370922646785,1.0
2021-08-04,4298,1.0,1.0,1.0,0.9974406700791065,1.0
2021-08-05,4302,1.0,1.0,1.0,0.99721059972106,1.0
2021-08-06,4305,1.0,1.0,1.0,0.997212543554007,1.0
2021-08-09,4306,1.0,1.0,1.0,0.9969809568044589,1.0
2021-08-10,4309,1.0,1.0,1.0,0.9969830587143189,1.0
2021-08-11,4310,1.0,1.0,1.0,0.9969837587006961,1.0
2021-08-12,4314,1.0,1.0,1.0,0.9969865554010199,1.0
2021-08-13,4319,1.0,1.0,1.0,0.9969900439916647,1.0
2021-08-16,4323,1.0,1.0,1.0,0.9972241498959056,1.0
2021-08-17,4325,1.0,1.0,1.0,0.9972254335260116,1.0
2021-08-18,4326,1.0,1.0,1.0,0.9972260748959778,1.0
2021-08-19,4329,1.0,1.0,1.0,0.9976899976899977,1.0
