trade_date,signal_date,symbol,side,shares,price,notional,cost,in_risk,label
2024-01-31,2024-01-30,601857,BUY,8100,9.26,75035.97,56.277,True,S60
2024-02-19,2024-02-08,300059,SELL,2600,13.5,35098.96,26.3242,True,S60
2024-02-19,2024-02-08,600030,SELL,2200,22.61,49740.24,37.3052,True,S60
2024-02-19,2024-02-08,601099,SELL,8500,3.29,27965.0,20.9737,True,S60
2024-02-19,2024-02-08,000895,BUY,2000,32.48,64959.2,48.7194,True,S60
2024-02-19,2024-02-08,002340,BUY,3900,5.3,20687.94,15.516,True,S60
2024-02-19,2024-02-08,600111,BUY,1300,18.49,24035.44,18.0266,True,S60
2024-02-20,2024-02-19,000002,SELL,9500,9.9,94050.0,70.5375,True,S60
2024-02-20,2024-02-19,002463,BUY,3400,27.36,93038.96,69.7792,True,S60
2024-02-22,2024-02-21,601857,SELL,8100,9.59,77644.98,58.2337,True,S60
2024-02-22,2024-02-21,600839,BUY,16500,4.82,79523.4,59.6426,True,S60
2024-03-04,2024-03-01,000895,SELL,2000,33.25,66495.0,49.8713,True,S60
2024-03-04,2024-03-01,002340,SELL,3900,5.55,21646.56,16.2349,True,S60
2024-03-04,2024-03-01,600111,SELL,1300,19.25,25031.37,18.7735,True,S60
2024-03-04,2024-03-01,002281,BUY,1000,34.87,34871.7,26.1538,True,S60
2024-03-04,2024-03-01,300045,BUY,1300,22.97,29861.0,22.3957,True,S60
2024-03-04,2024-03-01,603220,BUY,800,45.76,36606.16,27.4546,True,S60
2024-03-05,2024-03-04,002463,SELL,3400,28.77,97833.64,73.3752,True,S60
2024-03-05,2024-03-04,000938,BUY,3800,25.17,95634.98,71.7262,True,S60
2024-03-07,2024-03-06,600839,SELL,16500,5.63,92916.45,69.6873,True,S60
2024-03-07,2024-03-06,002456,BUY,10000,9.6,96000.0,72.0,True,S60
2024-03-18,2024-03-15,002281,SELL,1000,40.29,40287.2,30.2154,False,S60
2024-03-18,2024-03-15,300045,SELL,1300,24.91,32383.0,24.2873,False,S60
2024-03-18,2024-03-15,603220,SELL,800,47.94,38352.32,28.7642,False,S60
2024-03-18,2024-03-15,601138,BUY,700,24.71,17298.19,12.9736,False,S60
2024-03-18,2024-03-15,601225,BUY,1400,27.6,38638.04,28.9785,False,S60
2024-03-18,2024-03-15,601899,BUY,3000,16.63,49883.1,37.4123,False,S60
2024-03-19,2024-03-18,000938,SELL,3800,23.86,90678.26,68.0087,False,S60
2024-03-19,2024-03-18,603993,BUY,11100,8.25,91538.37,68.6538,False,S60
2024-03-21,2024-03-20,002456,SELL,10000,10.41,104100.0,78.075,False,S60
2024-03-21,2024-03-20,300496,BUY,1600,64.79,103667.84,77.7509,False,S60
2024-04-01,2024-03-29,601138,SELL,700,24.13,16892.47,12.6694,False,S60
2024-04-01,2024-03-29,601225,SELL,1400,27.79,38905.86,29.1794,False,S60
2024-04-01,2024-03-29,601899,SELL,3000,17.95,53850.0,40.3875,False,S60
2024-04-01,2024-03-29,000977,BUY,500,42.68,21339.5,16.0046,False,S60
2024-04-01,2024-03-29,300975,BUY,700,14.16,9912.21,7.4342,False,S60
2024-04-01,2024-03-29,601166,BUY,4200,18.61,78180.9,58.6357,False,S60
2024-04-02,2024-04-01,603993,SELL,11100,8.75,97090.59,72.8179,False,S60
2024-04-02,2024-04-01,600309,BUY,1100,89.34,98279.5,73.7096,False,S60
2024-04-08,2024-04-03,300496,SELL,1600,51.34,82140.48,61.6054,False,S60
2024-04-08,2024-04-03,601857,BUY,7900,11.16,88188.49,66.1414,False,S60
2024-04-17,2024-04-16,000977,SELL,500,37.46,18731.25,14.0484,False,S60
2024-04-17,2024-04-16,300975,SELL,700,8.78,6146.84,4.6101,False,S60
2024-04-17,2024-04-16,601166,SELL,4200,18.74,78725.22,59.0439,False,S60
2024-04-17,2024-04-16,300760,BUY,100,282.08,28208.32,21.1562,False,S60
2024-04-17,2024-04-16,600019,BUY,4800,7.55,36252.96,27.1897,False,S60
2024-04-17,2024-04-16,601658,BUY,6200,5.38,33354.76,25.0161,False,S60
2024-04-18,2024-04-17,600309,SELL,1100,91.85,101035.99,75.777,False,S60
2024-04-18,2024-04-17,601668,BUY,17400,5.88,102285.9,76.7144,False,S60
2024-04-22,2024-04-19,601857,SELL,100,12.0,1199.61,0.8997,False,S60
2024-04-23,2024-04-22,601857,SELL,7800,11.71,91316.94,68.4877,False,S60
2024-04-23,2024-04-22,002415,BUY,2500,35.86,89641.0,67.2308,False,S60
2024-05-06,2024-04-30,300760,SELL,100,324.79,32479.48,24.3596,False,S60
2024-05-06,2024-04-30,600019,SELL,4800,7.6,36460.8,27.3456,False,S60
2024-05-06,2024-04-30,601658,SELL,6200,5.48,33985.3,25.489,False,S60
2024-05-06,2024-04-30,600570,BUY,700,21.45,15016.68,11.2625,False,S60
2024-05-06,2024-04-30,600887,BUY,1400,32.99,46191.46,34.6436,False,S60
2024-05-06,2024-04-30,601919,BUY,2800,14.0,39197.2,29.3979,False,S60
2024-05-07,2024-05-06,601668,SELL,17400,5.96,103625.7,77.7193,False,S60
2024-05-07,2024-05-06,601816,BUY,19500,5.51,107394.3,80.5457,False,S60
2024-05-10,2024-05-09,002415,SELL,2500,36.04,90104.25,67.5782,False,S60
2024-05-10,2024-05-09,300107,BUY,6400,13.97,89400.96,67.0507,False,S60
2024-05-20,2024-05-17,600570,SELL,700,21.68,15173.69,11.3803,False,S60
2024-05-20,2024-05-17,600887,SELL,1400,32.16,45021.48,33.7661,False,S60
2024-05-20,2024-05-17,601919,SELL,2800,16.52,46252.64,34.6895,False,S60
2024-05-20,2024-05-17,000002,BUY,2600,9.0,23400.0,17.55,False,S60
2024-05-20,2024-05-17,600066,BUY,700,28.97,20276.69,15.2075,False,S60
2024-05-20,2024-05-17,601668,BUY,10000,6.44,64399.0,48.2993,False,S60
2024-05-21,2024-05-20,601816,SELL,19500,5.51,107394.3,80.5457,False,S60
2024-05-21,2024-05-20,603993,BUY,11300,9.49,107256.21,80.4422,False,S60
2024-05-24,2024-05-23,300107,SELL,6400,11.26,72035.2,54.0264,False,S60
2024-05-24,2024-05-23,300641,BUY,2600,30.55,79420.38,59.5653,False,S60
2024-06-03,2024-05-31,000002,SELL,2600,8.18,21268.0,15.951,True,S60
2024-06-03,2024-05-31,600066,SELL,700,27.6,19322.59,14.4919,True,S60
2024-06-03,2024-05-31,601668,SELL,10000,6.2,61977.0,46.4828,True,S60
2024-06-03,2024-05-31,002155,BUY,700,25.44,17808.35,13.3563,True,S60
2024-06-03,2024-05-31,601020,BUY,1000,16.32,16321.3,12.241,True,S60
2024-06-03,2024-05-31,601985,BUY,7100,10.09,71644.68,53.7335,True,S60
2024-06-04,2024-06-03,603993,SELL,11300,8.78,99200.44,74.4003,True,S60
2024-06-04,2024-06-03,600900,BUY,3500,29.31,102591.3,76.9435,True,S60
2024-06-07,2024-06-06,300641,SELL,2600,28.85,74997.26,56.2479,True,S60
2024-06-07,2024-06-06,300552,BUY,1700,41.02,69734.0,52.3005,True,S60
2024-06-18,2024-06-17,002155,SELL,700,22.9,16026.78,12.0201,True,S60
2024-06-18,2024-06-17,601020,SELL,1000,14.35,14351.4,10.7636,True,S60
2024-06-18,2024-06-17,601985,SELL,7100,10.42,74006.14,55.5046,True,S60
2024-06-18,2024-06-17,000021,BUY,1100,16.57,18224.25,13.6682,True,S60
2024-06-18,2024-06-17,000858,BUY,300,149.94,44982.39,33.7368,True,S60
2024-06-18,2024-06-17,600028,BUY,6300,6.76,42573.51,31.9301,True,S60
2024-06-19,2024-06-18,600900,SELL,3500,29.69,103900.3,77.9252,True,S60
2024-06-19,2024-06-18,002230,BUY,2300,43.72,100553.24,75.4149,True,S60
2024-06-24,2024-06-21,300552,SELL,1700,41.89,71213.0,53.4098,True,S60
2024-06-24,2024-06-21,600809,BUY,300,225.42,67626.63,50.72,True,S60
2024-07-02,2024-07-01,000021,SELL,1100,15.19,16709.88,12.5324,True,S60
2024-07-02,2024-07-01,000858,SELL,300,141.83,42549.99,31.9125,True,S60
2024-07-02,2024-07-01,600028,SELL,6300,7.22,45477.81,34.1084,True,S60
2024-07-02,2024-07-01,003816,BUY,10100,4.96,50054.59,37.5409,True,S60
2024-07-02,2024-07-01,300319,BUY,4000,9.42,37695.6,28.2717,True,S60
2024-07-02,2024-07-01,600733,BUY,2800,8.81,24668.0,18.501,True,S60
2024-07-03,2024-07-02,002230,SELL,2300,43.0,98889.65,74.1672,True,S60
2024-07-03,2024-07-02,600050,BUY,19900,5.03,100104.96,75.0787,True,S60
2024-07-08,2024-07-05,600809,SELL,300,199.69,59906.37,44.9298,True,S60
2024-07-08,2024-07-05,601288,BUY,12800,4.82,61639.68,46.2298,True,S60
2024-07-16,2024-07-15,003816,SELL,10100,5.03,50818.15,38.1136,True,S60
2024-07-16,2024-07-15,300319,SELL,4000,9.8,39198.4,29.3988,True,S60
2024-07-16,2024-07-15,600733,SELL,1000,9.96,9960.0,7.47,True,S60
2024-07-16,2024-07-15,601398,BUY,9700,6.43,62325.41,46.7441,True,S60
2024-07-16,2024-07-15,688036,BUY,400,79.61,31845.84,23.8844,True,S60
2024-07-17,2024-07-16,600050,SELL,19900,5.1,101583.53,76.1876,True,S60
2024-07-17,2024-07-16,600418,BUY,3500,20.35,71222.2,53.4166,True,S60
2024-07-17,2024-07-16,600733,BUY,3000,10.27,30810.0,23.1075,True,S60
2024-07-18,2024-07-17,600733,SELL,4800,10.3,49440.0,37.08,True,S60
2024-07-18,2024-07-17,300274,BUY,600,71.07,42642.0,31.9815,True,S60
2024-07-22,2024-07-19,601288,SELL,12800,5.08,64963.84,48.7229,True,S60
2024-07-22,2024-07-19,300576,BUY,1300,51.66,67158.91,50.3692,True,S60
2024-07-30,2024-07-29,601398,SELL,9700,6.48,62852.12,47.1391,True,S60
2024-07-30,2024-07-29,688036,SELL,400,83.54,33416.92,25.0627,True,S60
2024-07-30,2024-07-29,600926,BUY,2400,14.81,35536.56,26.6524,True,S60
2024-07-30,2024-07-29,601668,BUY,11800,5.88,69393.44,52.0451,True,S60
2024-07-31,2024-07-30,600418,SELL,3500,18.89,66115.0,49.5862,True,S60
2024-07-31,2024-07-30,300760,BUY,200,260.67,52134.14,39.1006,True,S60
2024-08-01,2024-07-31,300274,SELL,600,70.48,42290.22,31.7177,True,S60
2024-08-01,2024-07-31,601985,BUY,4900,11.24,55078.45,41.3088,True,S60
2024-08-05,2024-08-02,300576,SELL,1300,46.61,60597.94,45.4485,True,S60
2024-08-05,2024-08-02,002085,BUY,4100,15.23,62463.09,46.8473,True,S60
2024-08-13,2024-08-12,600926,SELL,2400,13.97,33526.08,25.1446,True,S60
2024-08-13,2024-08-12,601668,SELL,11800,5.76,67911.36,50.9335,True,S60
2024-08-13,2024-08-12,600101,BUY,7400,8.91,65965.08,49.4738,True,S60
2024-08-13,2024-08-12,600611,BUY,4300,9.12,39235.35,29.4265,True,S60
2024-08-14,2024-08-13,300760,SELL,200,269.43,53886.02,40.4145,True,S60
2024-08-14,2024-08-13,300139,BUY,4000,13.69,54760.0,41.07,True,S60
2024-08-15,2024-08-14,601985,SELL,4900,11.26,55178.41,41.3838,True,S60
2024-08-15,2024-08-14,601138,BUY,2600,21.26,55284.32,41.4632,True,S60
2024-08-19,2024-08-16,002085,SELL,4100,12.38,50753.9,38.0654,True,S60
2024-08-19,2024-08-16,002142,BUY,2600,20.67,53739.92,40.3049,True,S60
2024-08-27,2024-08-26,600101,SELL,7400,7.47,55309.08,41.4818,True,S60
2024-08-27,2024-08-26,600611,SELL,4300,9.17,39452.07,29.5891,True,S60
2024-08-27,2024-08-26,000333,BUY,700,69.62,48736.8,36.5526,True,S60
2024-08-27,2024-08-26,300760,BUY,100,245.91,24590.64,18.443,True,S60
2024-08-28,2024-08-27,300139,SELL,4000,12.72,50880.0,38.16,True,S60
2024-08-28,2024-08-27,601398,BUY,10600,7.09,75126.44,56.3448,True,S60
2024-08-29,2024-08-28,601138,SELL,2600,19.48,50646.18,37.9846,True,S60
2024-08-29,2024-08-28,601988,BUY,9700,5.44,52788.37,39.5913,True,S60
2024-09-02,2024-08-30,002142,SELL,2600,21.1,54853.24,41.1399,True,S60
2024-09-02,2024-08-30,601939,BUY,7300,7.96,58143.04,43.6073,True,S60
2024-09-10,2024-09-09,000333,SELL,100,63.8,6380.09,4.7851,True,S60
2024-09-10,2024-09-09,300760,SELL,100,249.02,24902.12,18.6766,True,S60
2024-09-10,2024-09-09,601857,BUY,3600,8.52,30669.48,23.0021,True,S60
2024-09-11,2024-09-10,601398,SELL,10600,6.14,65116.86,48.8376,True,S60
2024-09-11,2024-09-10,000333,BUY,100,63.84,6384.31,4.7882,True,S60
2024-09-11,2024-09-10,000538,BUY,1000,57.29,57288.8,42.9666,True,S60
2024-09-12,2024-09-11,601988,SELL,9700,4.92,47726.91,35.7952,True,S60
2024-09-12,2024-09-11,600900,BUY,1800,28.83,51886.8,38.9151,True,S60
2024-09-13,2024-09-12,000333,SELL,700,65.46,45819.97,34.365,True,S60
2024-09-13,2024-09-12,002466,BUY,1700,27.43,46631.0,34.9733,True,S60
2024-09-18,2024-09-13,601939,SELL,7300,7.62,55645.71,41.7343,True,S60
2024-09-18,2024-09-13,300502,BUY,200,195.87,39173.48,29.3801,True,S60
2024-09-26,2024-09-25,601857,SELL,3600,8.76,31542.12,23.6566,True,S60
2024-09-26,2024-09-25,000063,BUY,1700,25.94,44098.51,33.0739,True,S60
2024-09-27,2024-09-26,000538,SELL,1000,60.65,60654.9,45.4912,True,S60
2024-09-27,2024-09-26,000001,BUY,4600,12.62,58038.2,43.5287,True,S60
2024-09-30,2024-09-27,600900,SELL,1800,30.0,54003.42,40.5026,True,S60
2024-09-30,2024-09-27,002236,BUY,2700,17.66,47688.75,35.7666,True,S60
2024-10-08,2024-09-30,002466,SELL,1700,38.72,65824.0,49.368,True,S60
2024-10-08,2024-09-30,002352,BUY,900,52.6,47343.15,35.5074,True,S60
2024-10-09,2024-10-08,300502,SELL,200,293.6,58720.8,44.0406,True,S60
2024-10-09,2024-10-08,300347,BUY,800,74.08,59263.36,44.4475,True,S60
2024-10-17,2024-10-16,000063,SELL,1700,30.28,51482.97,38.6122,True,S60
2024-10-17,2024-10-16,300757,BUY,400,159.03,63610.32,47.7077,True,S60
2024-10-18,2024-10-17,000001,SELL,4600,12.96,59598.06,44.6985,True,S60
2024-10-18,2024-10-17,300337,BUY,3800,17.02,64660.42,48.4953,True,S60
2024-10-21,2024-10-18,002236,SELL,2700,17.77,47974.95,35.9812,True,S60
2024-10-21,2024-10-18,300563,BUY,600,61.53,36915.72,27.6868,True,S60
2024-10-22,2024-10-21,002352,SELL,900,45.04,40536.0,30.402,True,S60
2024-10-22,2024-10-21,300045,BUY,1200,31.0,37200.0,27.9,True,S60
2024-10-23,2024-10-22,300347,SELL,800,68.17,54540.0,40.905,True,S60
2024-10-23,2024-10-22,300184,BUY,5000,12.2,61000.0,45.75,True,S60
2024-10-31,2024-10-30,300757,SELL,400,212.69,85077.84,63.8084,True,S60
2024-10-31,2024-10-30,000988,BUY,1900,39.98,75958.39,56.9688,True,S60
2024-11-01,2024-10-31,300337,SELL,3800,18.01,68426.22,51.3197,True,S60
2024-11-01,2024-10-31,002384,BUY,2300,31.18,71706.87,53.7802,True,S60
2024-11-04,2024-11-01,300563,SELL,600,50.68,30406.56,22.8049,True,S60
2024-11-04,2024-11-01,002607,BUY,12300,3.3,40590.0,30.4425,True,S60
2024-11-05,2024-11-04,300045,SELL,1200,26.05,31260.0,23.445,True,S60
2024-11-05,2024-11-04,600733,BUY,3200,8.65,27680.0,20.76,True,S60
2024-11-06,2024-11-05,300184,SELL,5000,12.04,60200.0,45.15,True,S60
2024-11-06,2024-11-05,002156,BUY,1700,32.09,54554.7,40.916,True,S60
2024-11-14,2024-11-13,000988,SELL,1900,41.1,78080.69,58.5605,True,S60
2024-11-14,2024-11-13,300058,BUY,5700,14.04,80014.89,60.0112,True,S60
2024-11-15,2024-11-14,002384,SELL,2300,30.63,70438.65,52.829,True,S60
2024-11-15,2024-11-14,002230,BUY,1300,53.09,69020.38,51.7653,True,S60
2024-11-18,2024-11-15,002607,SELL,12300,3.47,42681.0,32.0108,True,S60
2024-11-18,2024-11-15,002241,BUY,1700,27.12,46109.95,34.5825,True,S60
2024-11-19,2024-11-18,600733,SELL,3200,8.46,27072.0,20.304,True,S60
2024-11-19,2024-11-18,601398,BUY,5400,6.71,36220.5,27.1654,True,S60
2024-11-20,2024-11-19,002156,SELL,1700,30.92,52560.09,39.4201,True,S60
2024-11-20,2024-11-19,600418,BUY,1200,39.68,47616.0,35.712,True,S60
2024-11-28,2024-11-27,300058,SELL,5700,14.71,83847.57,62.8857,True,S60
2024-11-28,2024-11-27,300364,BUY,2700,30.75,83025.0,62.2688,True,S60
2024-11-29,2024-11-28,002230,SELL,1300,47.6,61881.17,46.4109,True,S60
2024-11-29,2024-11-28,002131,BUY,17600,3.72,65489.6,49.1172,True,S60
2024-12-02,2024-11-29,002241,SELL,1700,26.0,44192.52,33.1444,True,S60
2024-12-02,2024-11-29,300377,BUY,1100,34.84,38324.0,28.743,True,S60
2024-12-03,2024-12-02,601398,SELL,5400,6.65,35927.28,26.9455,True,S60
2024-12-03,2024-12-02,600601,BUY,6900,4.74,32706.0,24.5295,True,S60
2024-12-04,2024-12-03,600418,SELL,1200,34.6,41520.0,31.14,True,S60
2024-12-04,2024-12-03,600843,BUY,2600,16.1,41860.0,31.395,True,S60
2024-12-12,2024-12-11,300364,SELL,2700,31.9,86130.0,64.5975,True,S60
2024-12-12,2024-12-11,688165,BUY,2400,36.82,88368.0,66.276,True,S60
2024-12-13,2024-12-12,002131,SELL,17600,4.22,74233.28,55.675,True,S60
2024-12-13,2024-12-12,600887,BUY,2300,32.91,75681.5,56.7611,True,S60
2024-12-16,2024-12-13,300377,SELL,1100,33.1,36410.0,27.3075,True,S60
2024-12-16,2024-12-13,300502,BUY,100,262.27,26227.31,19.6705,True,S60
2024-12-17,2024-12-16,600601,SELL,6900,4.27,29463.0,22.0972,True,S60
2024-12-17,2024-12-16,002281,BUY,1000,47.26,47264.6,35.4485,True,S60
2024-12-18,2024-12-17,600843,SELL,2600,13.28,34528.0,25.896,True,S60
2024-12-18,2024-12-17,601919,BUY,2100,16.55,34754.37,26.0658,True,S60
2024-12-26,2024-12-25,688165,SELL,2400,28.01,67224.0,50.418,True,S60
2024-12-26,2024-12-25,601398,BUY,9000,7.53,67791.6,50.8437,True,S60
2024-12-27,2024-12-26,600887,SELL,2300,32.86,75580.76,56.6856,True,S60
2024-12-27,2024-12-26,603083,BUY,1500,48.77,73156.05,54.867,True,S60
2024-12-30,2024-12-27,300502,SELL,100,254.19,25419.4,19.0645,True,S60
2024-12-30,2024-12-27,000938,BUY,900,29.7,26727.12,20.0453,True,S60
2024-12-31,2024-12-30,002281,SELL,1000,55.87,55874.6,41.9059,True,S60
2024-12-31,2024-12-30,600584,BUY,1300,43.17,56123.99,42.093,True,S60
2025-01-02,2024-12-31,601919,SELL,2100,17.25,36221.85,27.1664,True,S60
2025-01-02,2024-12-31,601988,BUY,7300,5.87,42837.13,32.1278,True,S60
2025-01-10,2025-01-09,601398,SELL,9000,7.14,64279.8,48.2098,True,S60
2025-01-10,2025-01-09,000333,BUY,800,83.05,66442.4,49.8318,True,S60
2025-01-13,2025-01-10,603083,SELL,1500,37.28,55912.65,41.9345,True,S60
2025-01-14,2025-01-13,000938,SELL,900,24.49,22040.37,16.5303,True,S60
2025-01-14,2025-01-13,601899,BUY,3500,16.66,58292.5,43.7194,True,S60
2025-01-15,2025-01-14,600584,SELL,1300,40.22,52284.83,39.2136,True,S60
2025-01-15,2025-01-14,000831,BUY,1800,29.51,53118.0,39.8385,True,S60
2025-01-15,2025-01-14,002681,BUY,3000,7.31,21930.0,16.4475,True,S60
2025-01-16,2025-01-15,601988,SELL,7300,5.83,42526.15,31.8946,True,S60
2025-01-16,2025-01-15,300493,BUY,1200,34.7,41640.0,31.23,True,S60
2025-01-24,2025-01-23,000333,SELL,800,77.02,61615.12,46.2113,True,S60
2025-01-24,2025-01-23,603236,BUY,500,118.07,59034.9,44.2762,True,S60
2025-02-05,2025-01-27,601899,SELL,3500,16.96,59365.95,44.5245,True,S60
2025-02-05,2025-01-27,300418,BUY,1600,39.0,62400.0,46.8,True,S60
2025-02-06,2025-02-05,000831,SELL,1800,28.5,51300.0,38.475,True,S60
2025-02-06,2025-02-05,002681,SELL,3000,7.2,21600.0,16.2,True,S60
2025-02-06,2025-02-05,300442,BUY,700,60.71,42494.9,31.8712,True,S60
2025-02-06,2025-02-05,603893,BUY,100,164.06,16406.19,12.3046,True,S60
2025-02-07,2025-02-06,300493,SELL,1200,28.8,34563.6,25.9227,True,S60
2025-02-07,2025-02-06,600580,BUY,1600,28.86,46180.96,34.6357,True,S60
2025-02-17,2025-02-14,603236,SELL,500,119.51,59753.3,44.815,True,S60
2025-02-17,2025-02-14,000938,BUY,2000,31.17,62349.4,46.7621,True,S60
2025-02-19,2025-02-18,300418,SELL,1600,41.88,67008.0,50.256,True,S60
2025-02-19,2025-02-18,603501,BUY,400,145.91,58364.4,43.7733,True,S60
2025-02-20,2025-02-19,300442,SELL,700,56.56,39589.34,29.692,True,S60
2025-02-20,2025-02-19,603893,SELL,100,176.22,17622.02,13.2165,True,S60
2025-02-20,2025-02-19,300251,BUY,1000,29.16,29158.1,21.8686,True,S60
2025-02-20,2025-02-19,300718,BUY,300,104.89,31468.44,23.6013,True,S60
2025-02-21,2025-02-20,600580,SELL,1600,33.11,52972.16,39.7291,True,S60
2025-02-21,2025-02-20,600498,BUY,2000,27.83,55655.6,41.7417,True,S60
2025-03-03,2025-02-28,000938,SELL,2000,29.95,59896.4,44.9223,True,S60
2025-03-03,2025-02-28,688525,BUY,900,76.05,68441.04,51.3308,True,S60
2025-03-05,2025-03-04,603501,SELL,400,143.13,57253.44,42.9401,True,S60
2025-03-05,2025-03-04,300035,BUY,3200,18.38,58830.08,44.1226,True,S60
2025-03-06,2025-03-05,300251,SELL,1000,23.94,23940.4,17.9553,True,S60
2025-03-06,2025-03-05,300718,SELL,300,108.22,32466.96,24.3502,True,S60
2025-03-06,2025-03-05,300458,BUY,200,99.3,19859.06,14.8943,True,S60
2025-03-06,2025-03-05,300476,BUY,500,59.02,29507.75,22.1308,True,S60
2025-03-07,2025-03-06,600498,SELL,2000,26.13,52265.4,39.199,True,S60
2025-03-07,2025-03-06,688521,BUY,600,94.86,56916.0,42.687,True,S60
2025-03-17,2025-03-14,688525,SELL,900,77.55,69791.85,52.3439,True,S60
2025-03-17,2025-03-14,002155,BUY,2100,31.65,66473.4,49.855,True,S60
2025-03-19,2025-03-18,300035,SELL,3200,18.45,59028.48,44.2714,True,S60
2025-03-19,2025-03-18,601899,BUY,2900,18.18,52717.36,39.538,True,S60
2025-03-20,2025-03-19,300458,SELL,200,92.14,18428.86,13.8216,True,S60
2025-03-20,2025-03-19,300476,SELL,400,86.58,34633.2,25.9749,True,S60
2025-03-20,2025-03-19,000333,BUY,600,80.6,48357.06,36.2678,True,S60
2025-03-21,2025-03-20,688521,SELL,600,96.79,58074.0,43.5555,True,S60
2025-03-21,2025-03-20,300100,BUY,300,93.14,27941.31,20.956,True,S60
2025-03-21,2025-03-20,300476,BUY,300,84.89,25465.59,19.0992,True,S60
2025-03-24,2025-03-21,300476,SELL,400,86.86,34742.32,26.0567,True,S60
2025-03-24,2025-03-21,002553,BUY,1800,26.15,47066.4,35.2998,True,S60
2025-03-31,2025-03-28,002155,SELL,2100,31.04,65189.04,48.8918,True,S60
2025-03-31,2025-03-28,000737,BUY,6400,10.86,69521.28,52.141,True,S60
2025-04-02,2025-04-01,601899,SELL,2900,18.16,52657.91,39.4934,True,S60
2025-04-02,2025-04-01,600276,BUY,1000,51.72,51715.5,38.7866,True,S60
