trade_date,signal_date,symbol,side,shares,price,notional,cost,in_risk,label
2024-05-24,2024-05-23,300641,BUY,1900,30.55,58037.97,43.5285,False,B2
2024-06-03,2024-05-31,000002,SELL,3600,8.18,29448.0,22.086,True,B2
2024-06-03,2024-05-31,600066,SELL,900,27.6,24843.33,18.6325,True,B2
2024-06-03,2024-05-31,601668,SELL,13700,6.2,84908.49,63.6814,True,B2
2024-06-03,2024-05-31,002155,BUY,300,25.44,7632.15,5.7241,True,B2
2024-06-03,2024-05-31,601020,BUY,500,16.32,8160.65,6.1205,True,B2
2024-06-03,2024-05-31,601985,BUY,3500,10.09,35317.8,26.4883,True,B2
2024-06-04,2024-06-03,603993,SELL,9500,8.78,83398.6,62.549,True,B2
2024-06-04,2024-06-03,600900,BUY,2900,29.31,85004.22,63.7532,True,B2
2024-06-07,2024-06-06,300641,SELL,1900,28.85,54805.69,41.1043,True,B2
2024-06-07,2024-06-06,300552,BUY,1200,41.02,49224.0,36.918,True,B2
2024-06-18,2024-06-17,002155,SELL,300,22.9,6868.62,5.1515,True,B2
2024-06-18,2024-06-17,601020,SELL,500,14.35,7175.7,5.3818,True,B2
2024-06-18,2024-06-17,601985,SELL,3500,10.42,36481.9,27.3614,True,B2
2024-06-18,2024-06-17,000021,BUY,500,16.57,8283.75,6.2128,True,B2
2024-06-18,2024-06-17,000858,BUY,100,149.94,14994.13,11.2456,True,B2
2024-06-18,2024-06-17,600028,BUY,3200,6.76,21624.64,16.2185,True,B2
2024-06-19,2024-06-18,600900,SELL,2900,29.69,86088.82,64.5666,True,B2
2024-06-19,2024-06-18,002230,BUY,2100,43.72,91809.48,68.8571,True,B2
2024-06-24,2024-06-21,300552,SELL,1200,41.89,50268.0,37.701,True,B2
2024-06-24,2024-06-21,600809,BUY,200,225.42,45084.42,33.8133,True,B2
2024-07-02,2024-07-01,000021,SELL,500,15.19,7595.4,5.6966,True,B2
2024-07-02,2024-07-01,000858,SELL,100,141.83,14183.33,10.6375,True,B2
2024-07-02,2024-07-01,600028,SELL,3200,7.22,23099.84,17.3249,True,B2
2024-07-02,2024-07-01,003816,BUY,4800,4.96,23788.32,17.8412,True,B2
2024-07-02,2024-07-01,300319,BUY,1900,9.42,17905.41,13.4291,True,B2
2024-07-02,2024-07-01,600733,BUY,1300,8.81,11453.0,8.5898,True,B2
2024-07-03,2024-07-02,002230,SELL,2100,43.0,90290.55,67.7179,True,B2
2024-07-03,2024-07-02,600050,BUY,18100,5.03,91050.24,68.2877,True,B2
2024-07-08,2024-07-05,600809,SELL,200,199.69,39937.58,29.9532,True,B2
2024-07-08,2024-07-05,601288,BUY,8800,4.82,42377.28,31.783,True,B2
2024-07-16,2024-07-15,003816,SELL,4800,5.03,24151.2,18.1134,True,B2
2024-07-16,2024-07-15,300319,SELL,1900,9.8,18619.24,13.9644,True,B2
2024-07-16,2024-07-15,600733,SELL,500,9.96,4980.0,3.735,True,B2
2024-07-16,2024-07-15,601398,BUY,4400,6.43,28271.32,21.2035,True,B2
2024-07-16,2024-07-15,688036,BUY,100,79.61,7961.46,5.9711,True,B2
2024-07-17,2024-07-16,600050,SELL,18100,5.1,92395.07,69.2963,True,B2
2024-07-17,2024-07-16,600418,BUY,3100,20.35,63082.52,47.3119,True,B2
2024-07-17,2024-07-16,600733,BUY,3400,10.27,34918.0,26.1885,True,B2
2024-07-18,2024-07-17,600733,SELL,4200,10.3,43260.0,32.445,True,B2
2024-07-18,2024-07-17,300274,BUY,600,71.07,42642.0,31.9815,True,B2
2024-07-22,2024-07-19,601288,SELL,8800,5.08,44662.64,33.497,True,B2
2024-07-22,2024-07-19,300576,BUY,800,51.66,41328.56,30.9964,True,B2
2024-07-30,2024-07-29,601398,SELL,4400,6.48,28510.24,21.3827,True,B2
2024-07-30,2024-07-29,688036,SELL,100,83.54,8354.23,6.2657,True,B2
2024-07-30,2024-07-29,600926,BUY,1000,14.81,14806.9,11.1052,True,B2
2024-07-30,2024-07-29,601668,BUY,5200,5.88,30580.16,22.9351,True,B2
2024-07-31,2024-07-30,600418,SELL,3100,18.89,58559.0,43.9192,True,B2
2024-07-31,2024-07-30,300760,BUY,200,260.67,52134.14,39.1006,True,B2
2024-08-01,2024-07-31,300274,SELL,600,70.48,42290.22,31.7177,True,B2
2024-08-01,2024-07-31,601985,BUY,4300,11.24,48334.15,36.2506,True,B2
2024-08-05,2024-08-02,300576,SELL,800,46.61,37291.04,27.9683,True,B2
2024-08-05,2024-08-02,002085,BUY,2500,15.23,38087.25,28.5654,True,B2
2024-08-13,2024-08-12,600926,SELL,1000,13.97,13969.2,10.4769,True,B2
2024-08-13,2024-08-12,601668,SELL,5200,5.76,29927.04,22.4453,True,B2
2024-08-13,2024-08-12,600101,BUY,3400,8.91,30308.28,22.7312,True,B2
2024-08-13,2024-08-12,600611,BUY,2000,9.12,18249.0,13.6867,True,B2
2024-08-14,2024-08-13,300760,SELL,200,269.43,53886.02,40.4145,True,B2
2024-08-14,2024-08-13,300139,BUY,4000,13.69,54760.0,41.07,True,B2
2024-08-15,2024-08-14,601985,SELL,4300,11.26,48421.87,36.3164,True,B2
2024-08-15,2024-08-14,601138,BUY,2300,21.26,48905.36,36.679,True,B2
2024-08-19,2024-08-16,002085,SELL,2500,12.38,30947.5,23.2106,True,B2
2024-08-19,2024-08-16,002142,BUY,1600,20.67,33070.72,24.803,True,B2
2024-08-27,2024-08-26,600101,SELL,3400,7.47,25412.28,19.0592,True,B2
2024-08-27,2024-08-26,600611,SELL,2000,9.17,18349.8,13.7623,True,B2
2024-08-27,2024-08-26,000333,BUY,300,69.62,20887.2,15.6654,True,B2
2024-08-28,2024-08-27,300139,SELL,4000,12.72,50880.0,38.16,True,B2
2024-08-28,2024-08-27,600028,BUY,4800,7.79,37411.68,28.0588,True,B2
2024-08-28,2024-08-27,601398,BUY,5500,7.09,38980.7,29.2355,True,B2
2024-08-29,2024-08-28,601138,SELL,2300,19.48,44802.39,33.6018,True,B2
2024-08-29,2024-08-28,601988,BUY,8600,5.44,46802.06,35.1015,True,B2
2024-09-02,2024-08-30,002142,SELL,1600,21.1,33755.84,25.3169,True,B2
2024-09-02,2024-08-30,601939,BUY,4900,7.96,39027.52,29.2706,True,B2
2024-09-11,2024-09-10,600028,SELL,4800,7.05,33853.44,25.3901,True,B2
2024-09-11,2024-09-10,601398,SELL,5500,6.14,33787.05,25.3403,True,B2
2024-09-11,2024-09-10,000333,BUY,100,63.84,6384.31,4.7882,True,B2
2024-09-11,2024-09-10,000538,BUY,600,57.29,34373.28,25.78,True,B2
2024-09-11,2024-09-10,603259,BUY,500,39.1,19550.8,14.6631,True,B2
2024-09-12,2024-09-11,601988,SELL,8600,4.92,42314.58,31.7359,True,B2
2024-09-12,2024-09-11,000333,BUY,100,65.19,6519.34,4.8895,True,B2
2024-09-12,2024-09-11,600900,BUY,1400,28.83,40356.4,30.2673,True,B2
2024-09-13,2024-09-12,000333,SELL,500,65.46,32728.55,24.5464,True,B2
2024-09-13,2024-09-12,002466,BUY,1400,27.43,38402.0,28.8015,True,B2
2024-09-18,2024-09-13,601939,SELL,4900,7.62,37351.23,28.0134,True,B2
2024-09-18,2024-09-13,300502,BUY,200,195.87,39173.48,29.3801,True,B2
2024-09-27,2024-09-26,000538,SELL,600,60.65,36392.94,27.2947,True,B2
2024-09-27,2024-09-26,603259,SELL,500,45.82,22909.05,17.1818,True,B2
2024-09-27,2024-09-26,000001,BUY,1900,12.62,23972.3,17.9792,True,B2
2024-09-27,2024-09-26,601166,BUY,1200,20.82,24978.96,18.7342,True,B2
2024-09-30,2024-09-27,600900,SELL,1400,30.0,42002.66,31.502,True,B2
2024-09-30,2024-09-27,000063,BUY,1200,30.16,36194.04,27.1455,True,B2
2024-10-08,2024-09-30,002466,SELL,1400,38.72,54208.0,40.656,True,B2
2024-10-08,2024-09-30,002352,BUY,700,52.6,36822.45,27.6168,True,B2
2024-10-09,2024-10-08,300502,SELL,200,293.6,58720.8,44.0406,True,B2
2024-10-09,2024-10-08,300347,BUY,800,74.08,59263.36,44.4475,True,B2
2024-10-18,2024-10-17,000001,SELL,1900,12.96,24616.59,18.4624,True,B2
2024-10-18,2024-10-17,601166,SELL,1200,21.72,26068.56,19.5514,True,B2
2024-10-18,2024-10-17,300290,BUY,1400,21.7,30380.0,22.785,True,B2
2024-10-18,2024-10-17,300337,BUY,2000,17.02,34031.8,25.5238,True,B2
2024-10-21,2024-10-18,000063,SELL,1200,31.75,38102.88,28.5772,True,B2
2024-10-21,2024-10-18,300563,BUY,500,61.53,30763.1,23.0723,True,B2
2024-10-22,2024-10-21,002352,SELL,700,45.04,31528.0,23.646,True,B2
2024-10-22,2024-10-21,300757,BUY,100,210.14,21014.41,15.7608,True,B2
2024-10-23,2024-10-22,300347,SELL,800,68.17,54540.0,40.905,True,B2
2024-10-23,2024-10-22,300184,BUY,5900,12.2,71980.0,53.985,True,B2
2024-11-01,2024-10-31,300290,SELL,1400,25.7,35980.0,26.985,True,B2
2024-11-01,2024-10-31,300337,SELL,2000,18.01,36013.8,27.0104,True,B2
2024-11-01,2024-10-31,000099,BUY,1100,26.13,28747.18,21.5604,True,B2
2024-11-01,2024-10-31,002384,BUY,1100,31.18,34294.59,25.7209,True,B2
2024-11-04,2024-11-01,300563,SELL,500,50.68,25338.8,19.0041,True,B2
2024-11-04,2024-11-01,002607,BUY,11200,3.3,36960.0,27.72,True,B2
2024-11-05,2024-11-04,300757,SELL,100,203.83,20383.31,15.2875,True,B2
2024-11-05,2024-11-04,600733,BUY,2000,8.65,17300.0,12.975,True,B2
2024-11-06,2024-11-05,300184,SELL,5900,12.04,71036.0,53.277,True,B2
2024-11-06,2024-11-05,002156,BUY,1900,32.09,60972.9,45.7297,True,B2
2024-11-15,2024-11-14,000099,SELL,1100,28.3,31134.4,23.3508,True,B2
2024-11-15,2024-11-14,002384,SELL,1100,30.63,33688.05,25.266,True,B2
2024-11-15,2024-11-14,002230,BUY,600,53.09,31855.56,23.8917,True,B2
2024-11-15,2024-11-14,002241,BUY,1300,25.87,33637.24,25.2279,True,B2
2024-11-18,2024-11-15,002607,SELL,11200,3.47,38864.0,29.148,True,B2
2024-11-19,2024-11-18,600733,SELL,2000,8.46,16920.0,12.69,True,B2
2024-11-19,2024-11-18,601288,BUY,6200,5.19,32205.28,24.154,True,B2
2024-11-19,2024-11-18,601398,BUY,4900,6.71,32866.75,24.6501,True,B2
2024-11-20,2024-11-19,002156,SELL,1900,30.92,58743.63,44.0577,True,B2
2024-11-20,2024-11-19,600418,BUY,1400,39.68,55552.0,41.664,True,B2
2024-11-29,2024-11-28,002230,SELL,600,47.6,28560.54,21.4204,True,B2
2024-11-29,2024-11-28,002241,SELL,1300,25.35,32959.29,24.7195,True,B2
2024-11-29,2024-11-28,002131,BUY,8300,3.72,30884.3,23.1632,True,B2
2024-11-29,2024-11-28,300364,BUY,1200,29.4,35280.0,26.46,True,B2
2024-12-03,2024-12-02,601288,SELL,6200,5.21,32272.24,24.2042,True,B2
2024-12-03,2024-12-02,601398,SELL,4900,6.65,32600.68,24.4505,True,B2
2024-12-03,2024-12-02,300377,BUY,400,36.0,14400.0,10.8,True,B2
2024-12-03,2024-12-02,600601,BUY,9100,4.74,43134.0,32.3505,True,B2
2024-12-04,2024-12-03,600418,SELL,1400,34.6,48440.0,36.33,True,B2
2024-12-04,2024-12-03,600843,BUY,3300,16.1,53130.0,39.8475,True,B2
2024-12-13,2024-12-12,002131,SELL,8300,4.22,35007.74,26.2558,True,B2
2024-12-13,2024-12-12,300364,SELL,1200,30.33,36396.0,27.297,True,B2
2024-12-13,2024-12-12,300063,BUY,1000,12.71,12710.0,9.5325,True,B2
2024-12-13,2024-12-12,600887,BUY,1900,32.91,62519.5,46.8896,True,B2
2024-12-17,2024-12-16,300377,SELL,400,31.6,12640.0,9.48,True,B2
2024-12-17,2024-12-16,600601,SELL,9100,4.27,38857.0,29.1427,True,B2
2024-12-17,2024-12-16,002281,BUY,700,47.26,33085.22,24.8139,True,B2
2024-12-17,2024-12-16,300296,BUY,2400,8.18,19633.68,14.7253,True,B2
2024-12-18,2024-12-17,600843,SELL,3300,13.28,43824.0,32.868,True,B2
2024-12-18,2024-12-17,601919,BUY,3000,16.55,49649.1,37.2368,True,B2
2024-12-27,2024-12-26,300063,SELL,1000,10.19,10190.0,7.6425,True,B2
2024-12-27,2024-12-26,600887,SELL,1900,32.86,62436.28,46.8272,True,B2
2024-12-27,2024-12-26,601398,BUY,6500,7.48,48607.65,36.4557,True,B2
2024-12-27,2024-12-26,603083,BUY,400,48.77,19508.28,14.6312,True,B2
2024-12-31,2024-12-30,002281,SELL,700,55.87,39112.22,29.3342,True,B2
2024-12-31,2024-12-30,300296,SELL,2400,7.25,17405.52,13.0541,True,B2
2024-12-31,2024-12-30,300394,BUY,100,188.89,18888.8,14.1666,True,B2
2024-12-31,2024-12-30,600584,BUY,800,43.17,34537.84,25.9034,True,B2
2025-01-02,2024-12-31,601919,SELL,3000,17.25,51745.5,38.8091,True,B2
2025-01-02,2024-12-31,601988,BUY,10200,5.87,59854.62,44.891,True,B2
2025-01-13,2025-01-10,601398,SELL,6500,7.08,46009.6,34.5072,True,B2
2025-01-13,2025-01-10,603083,SELL,400,37.28,14910.04,11.1825,True,B2
2025-01-13,2025-01-10,002131,BUY,7200,3.61,25988.4,19.4913,True,B2
2025-01-15,2025-01-14,300394,SELL,100,176.22,17621.76,13.2163,True,B2
2025-01-15,2025-01-14,600584,SELL,800,40.22,32175.28,24.1315,True,B2
2025-01-15,2025-01-14,000831,BUY,1700,29.51,50167.0,37.6253,True,B2
2025-01-15,2025-01-14,002681,BUY,2800,7.31,20468.0,15.351,True,B2
2025-01-15,2025-01-14,603893,BUY,100,124.92,12491.98,9.369,True,B2
2025-01-16,2025-01-15,601988,SELL,10200,5.83,59420.1,44.5651,True,B2
2025-01-16,2025-01-15,300493,BUY,1700,34.7,58990.0,44.2425,True,B2
2025-01-27,2025-01-24,002131,SELL,7200,3.82,27521.28,20.641,True,B2
2025-01-27,2025-01-24,300718,BUY,500,56.28,28140.05,21.105,True,B2
2025-02-06,2025-02-05,000831,SELL,1700,28.5,48450.0,36.3375,True,B2
2025-02-06,2025-02-05,002681,SELL,2800,7.2,20160.0,15.12,True,B2
2025-02-06,2025-02-05,300418,BUY,700,42.3,29610.0,22.2075,True,B2
2025-02-06,2025-02-05,300442,BUY,600,60.71,36424.2,27.3181,True,B2
2025-02-07,2025-02-06,300493,SELL,1700,28.8,48965.1,36.7238,True,B2
2025-02-07,2025-02-06,603893,SELL,100,195.09,19508.62,14.6315,True,B2
2025-02-07,2025-02-06,300017,BUY,2300,13.53,31128.43,23.3463,True,B2
2025-02-07,2025-02-06,600580,BUY,1500,28.86,43294.65,32.471,True,B2
2025-02-18,2025-02-17,300718,SELL,500,78.27,39133.85,29.3504,True,B2
2025-02-18,2025-02-17,000938,BUY,1000,30.68,30682.1,23.0116,True,B2
2025-02-20,2025-02-19,300418,SELL,700,42.55,29785.0,22.3387,True,B2
2025-02-20,2025-02-19,300442,SELL,600,56.56,33933.72,25.4503,True,B2
2025-02-20,2025-02-19,300718,BUY,100,104.89,10489.48,7.8671,True,B2
2025-02-20,2025-02-19,603501,BUY,200,162.01,32402.3,24.3017,True,B2
2025-02-21,2025-02-20,300017,SELL,2300,14.22,32708.76,24.5316,True,B2
2025-02-21,2025-02-20,600580,SELL,1500,33.11,49661.4,37.246,True,B2
2025-02-21,2025-02-20,002747,BUY,2200,23.41,51502.0,38.6265,True,B2
2025-02-21,2025-02-20,600498,BUY,1900,27.83,52872.82,39.6546,True,B2
2025-03-04,2025-03-03,000938,SELL,1000,28.82,28822.2,21.6166,True,B2
2025-03-04,2025-03-03,688525,BUY,500,69.27,34635.75,25.9768,True,B2
2025-03-06,2025-03-05,300718,SELL,100,108.22,10822.32,8.1167,True,B2
2025-03-06,2025-03-05,603501,SELL,200,147.53,29506.22,22.1297,True,B2
2025-03-06,2025-03-05,300458,BUY,100,99.3,9929.53,7.4471,True,B2
2025-03-06,2025-03-05,300476,BUY,300,59.02,17704.65,13.2785,True,B2
2025-03-07,2025-03-06,002747,SELL,2200,24.73,54406.0,40.8045,True,B2
2025-03-07,2025-03-06,600498,SELL,1900,26.13,49652.13,37.2391,True,B2
2025-03-07,2025-03-06,002155,BUY,3000,27.67,82996.8,62.2476,True,B2
2025-03-07,2025-03-06,688521,BUY,300,94.86,28458.0,21.3435,True,B2
2025-03-18,2025-03-17,688525,SELL,500,79.46,39728.8,29.7966,True,B2
2025-03-18,2025-03-17,601899,BUY,1500,17.79,26684.7,20.0135,True,B2
2025-03-20,2025-03-19,300458,SELL,100,92.14,9214.43,6.9108,True,B2
2025-03-20,2025-03-19,300476,SELL,300,86.58,25974.9,19.4812,True,B2
2025-03-20,2025-03-19,000333,BUY,300,80.6,24178.53,18.1339,True,B2
2025-03-21,2025-03-20,002155,SELL,3000,32.31,96916.2,72.6872,True,B2
2025-03-21,2025-03-20,688521,SELL,300,96.79,29037.0,21.7778,True,B2
2025-03-21,2025-03-20,300100,BUY,400,93.14,37255.08,27.9413,True,B2
2025-03-21,2025-03-20,300476,BUY,500,84.89,42442.65,31.832,True,B2
2025-03-21,2025-03-20,600797,BUY,3200,13.5,43200.0,32.4,True,B2
2025-04-01,2025-03-31,601899,SELL,1500,18.61,27911.7,20.9338,True,B2
2025-04-01,2025-03-31,600418,BUY,1200,35.6,42720.0,32.04,True,B2
2025-04-03,2025-04-02,000333,SELL,300,78.7,23608.86,17.7066,True,B2
2025-04-03,2025-04-02,300760,BUY,100,235.15,23514.85,17.6361,True,B2
2025-04-07,2025-04-03,300100,SELL,400,79.58,31832.6,23.8745,True,B2
2025-04-07,2025-04-03,300476,SELL,500,64.94,32468.6,24.3515,True,B2
2025-04-07,2025-04-03,600797,SELL,3200,9.45,30240.0,22.68,True,B2
