trade_date,risk_decision,gross_exposure,position_ratio,target_position_ratio,risk_governor_reasons,next_5d_return,max_dd_5d,next_10d_return,max_dd_10d,next_20d_return,max_dd_20d,false_positive_reason
2024-09-18,reduce_position,0.441802519726321,0.45,0.45,negative_recent_champion,0.025407865375479455,-0.004804894148059402,0.07740255663219875,-0.034548715744170955,0.06766100166330857,-0.04818131643152357,reduced_before_positive_forward_return
2024-09-19,reduce_position,0.4432677980635863,0.45,0.45,negative_recent_champion,0.03330036239806544,0.0,0.07812659929771715,-0.034548715744170955,0.07567092940044629,-0.04818131643152335,reduced_before_positive_forward_return
2024-09-20,reduce_position,0.4405798434269619,0.45,0.45,negative_recent_champion,0.058153187012938146,0.0,0.06857104568173078,-0.044555364581945534,0.07988224063159399,-0.04818131643152335,reduced_before_positive_forward_return
2024-09-23,reduce_position,0.4414960129477271,0.45,0.45,negative_recent_champion,0.0903513441908308,0.0,0.0768432231666627,-0.044555364581945534,0.09430994157329864,-0.04818131643152346,reduced_before_positive_forward_return
2024-09-24,reduce_position,0.4524778616983755,0.45,0.45,negative_recent_champion,0.0946151367086705,0.0,0.046044393738146505,-0.044555364581945534,0.08512043840965622,-0.04818131643152335,reduced_before_positive_forward_return
2024-09-25,reduce_position,0.4556337052580725,0.45,0.45,negative_recent_champion,0.05070635111393473,-0.034548715744171066,0.03810025218682678,-0.0461319467636937,0.09707583180574808,-0.04818131643152346,reduced_before_positive_forward_return
2024-09-26,reduce_position,0.4612097099778815,0.45,0.45,negative_recent_champion,0.043381613450342416,-0.034548715744171066,0.025259379915005375,-0.04818131643152357,0.07117246336493577,-0.04818131643152357,reduced_before_positive_forward_return
2024-10-11,reduce_position,0.4052792804894403,0.45,0.45,high_volatility|negative_recent_champion,0.009490169225575551,-0.013066730126289228,0.010585346660452188,-0.032801761745362534,0.051839401513539274,-0.04781262635076855,reduced_before_positive_forward_return
2024-10-14,reduce_position,0.4108143517644226,0.45,0.45,high_volatility|negative_recent_champion,0.025660923219065657,-0.003985734570090549,0.016220298397079613,-0.032801761745362534,0.05230474346387615,-0.04781262635076855,reduced_before_positive_forward_return
2024-10-15,reduce_position,0.4053931217616201,0.45,0.45,high_volatility|negative_recent_champion,0.022903799404725422,-0.011780969696458587,0.0373560098456891,-0.032801761745362534,0.04682323041769987,-0.04781262635076855,reduced_before_positive_forward_return
2024-10-16,reduce_position,0.4042963079637167,0.45,0.45,high_volatility|negative_recent_champion,0.0029919298632066216,-0.03280176174536242,0.05681106376256584,-0.03280176174536242,0.04625790889961001,-0.04781262635076888,reduced_before_positive_forward_return
2024-10-17,reduce_position,0.4030136927991389,0.45,0.45,high_volatility|negative_recent_champion,0.015357775091547232,-0.032801761745362534,0.04478191992131486,-0.032801761745362534,0.030716810293026198,-0.04781262635076866,reduced_before_positive_forward_return
2024-10-23,reduce_position,0.4250377496450849,0.45,0.45,high_volatility|negative_recent_champion,0.0536585911580556,-0.0009086502207520386,0.03996875733871752,-0.04781262635076877,0.0032143697814239758,-0.06304800949899192,reduced_before_positive_forward_return
2024-10-24,reduce_position,0.430817223532346,0.45,0.45,high_volatility|negative_recent_champion,0.02897909047588132,-0.01350652063641189,0.03932051901074374,-0.04781262635076866,-0.0072554539232514426,-0.06304800949899214,reduced_before_positive_forward_return
2024-10-25,reduce_position,0.4302995651064176,0.45,0.45,high_volatility|negative_recent_champion,-0.000909299324293511,-0.04303118675457618,0.04082194046194543,-0.04781262635076855,-0.021409275177671883,-0.06895289481805189,reduced_before_positive_forward_return
2024-10-28,reduce_position,0.438731366186714,0.45,0.45,high_volatility|negative_recent_champion,-0.0206142702106048,-0.04781262635076855,0.03550848681502772,-0.04781262635076855,-0.04694127993562469,-0.0796224925246608,reduced_before_positive_forward_return
2024-11-22,reduce_position,0.6996832948789335,0.5,0.5,low_liquidity,0.0024047912072415745,-0.010270088618167472,0.03796287745293503,-0.010270088618167472,-0.014970628254220242,-0.07591443761781957,reduced_before_positive_forward_return
2024-11-26,reduce_position,0.6930494242310729,0.5,0.5,low_liquidity,0.04559268764750368,-0.0061218284667855505,0.03263341129733899,-0.027522268544256767,-0.012131364483459528,-0.0759144376178198,reduced_before_positive_forward_return
2025-01-16,reduce_position,0.4361474777942108,0.45,0.45,negative_recent_champion,0.0013501728118063827,-0.016665711872581812,0.02938116557321524,-0.02205439438378498,0.050546767336160814,-0.029037448223181772,reduced_before_positive_forward_return
2025-02-05,reduce_position,0.4183139742173878,0.45,0.45,negative_recent_champion,0.03777320083121638,-0.010358368974720422,0.04822307186199648,-0.02903744822318166,-0.0020734879625985414,-0.05813970990336248,reduced_before_positive_forward_return
2025-03-03,reduce_position,0.4217396752624195,0.45,0.45,negative_recent_champion,0.011636892586835534,-0.0048580291936628495,0.043432263066915056,-0.021671942059259264,0.008383102710094459,-0.043125790219693205,reduced_before_positive_forward_return
2025-03-04,reduce_position,0.4232112766451008,0.45,0.45,negative_recent_champion,0.016051465167186807,-0.0048580291936627384,0.04772163380772354,-0.021671942059259153,0.009484871416269414,-0.043125790219693316,reduced_before_positive_forward_return
2025-03-05,reduce_position,0.4150015490139346,0.45,0.45,negative_recent_champion,0.009158286035940266,-0.004976985191937344,0.034035983493002187,-0.021671942059259153,0.0075068058699960805,-0.04312579021969343,reduced_before_positive_forward_return
2025-03-06,reduce_position,0.4483841808298337,0.45,0.45,negative_recent_champion,-0.01276081964152398,-0.02167194205925904,0.04035172453650926,-0.02167194205925904,-0.010963466869488014,-0.05261590129745386,reduced_before_positive_forward_return
2025-03-07,reduce_position,0.4399893635167371,0.45,0.45,negative_recent_champion,0.014264107756357447,-0.021671942059259153,0.03769215916219504,-0.021671942059259153,-0.05192235750788987,-0.09626166298377703,reduced_before_positive_forward_return
2025-03-12,reduce_position,0.4449778450672858,0.45,0.45,negative_recent_champion,0.024651928048655014,-0.011266423651778656,0.03971723467879684,-0.01136398657895965,-0.059205996928716975,-0.10019678911098373,reduced_before_positive_forward_return
2025-03-13,reduce_position,0.4355065119476842,0.45,0.45,negative_recent_champion,0.053799064334893565,-0.011266423651778656,0.039748510266803594,-0.016748886880498026,-0.043600627645736356,-0.10019678911098362,reduced_before_positive_forward_return
2025-04-08,reduce_position,0.5772219292394254,0.45,0.45,negative_recent_champion,0.008684535281251904,-0.0027610292175402895,0.008787286978168662,-0.016922284660062403,0.0581127290482939,-0.038315812487091594,reduced_before_positive_forward_return
2025-04-09,reduce_position,0.5766121532176597,0.45,0.45,negative_recent_champion,0.01072998037321482,-0.0027610292175401785,0.003304226869366378,-0.023673768308206777,0.07417068673310445,-0.038315812487091705,reduced_before_positive_forward_return
2025-04-10,reduce_position,0.5789762173743314,0.45,0.45,negative_recent_champion,0.013606698801227557,-0.0027610292175402895,-0.017260527098536094,-0.038315812487091705,0.057513977816914696,-0.038315812487091705,reduced_before_positive_forward_return
2025-04-11,reduce_position,0.5787785257783635,0.45,0.45,negative_recent_champion,0.004733859594673762,-0.009218950797739267,0.014414804802101555,-0.038315812487091594,0.07220249003081225,-0.038315812487091594,reduced_before_positive_forward_return
2025-04-16,reduce_position,0.5811068682992829,0.45,0.45,negative_recent_champion,-0.007346921183743471,-0.023673768308206777,0.040487358024669184,-0.038315812487091705,0.0349723813052798,-0.038315812487091705,reduced_before_positive_forward_return
2025-04-17,reduce_position,0.4399521379187569,0.45,0.45,negative_recent_champion,-0.030452862965753558,-0.038315812487091594,0.05818307499448827,-0.038315812487091594,0.01946156113648545,-0.038315812487091594,reduced_before_positive_forward_return
2025-04-18,reduce_position,0.434741043409972,0.45,0.45,low_liquidity|negative_recent_champion,0.009635332894357918,-0.038315812487091594,0.05460706185936326,-0.038315812487091594,0.03051579072245203,-0.038315812487091594,reduced_before_positive_forward_return
2025-04-22,reduce_position,0.4474408956633462,0.45,0.45,negative_recent_champion,0.02576210647286259,-0.014997081614321561,0.04889578081210799,-0.02366024812114942,0.02907569503116947,-0.04597129374998443,reduced_before_positive_forward_return
2025-04-23,reduce_position,0.4436198431949538,0.45,0.45,negative_recent_champion,0.048188314960404766,0.0,0.07063307216881265,-0.023660248121149308,0.031186311055916516,-0.0459712937499841,reduced_before_positive_forward_return
2025-04-24,reduce_position,0.4351487224861244,0.45,0.45,negative_recent_champion,0.09141993676694349,0.0,0.07608782080838217,-0.02366024812114953,0.04373444296013096,-0.04597129374998432,reduced_before_positive_forward_return
2025-04-25,reduce_position,0.452529387464409,0.45,0.45,negative_recent_champion,0.044542546699592345,-0.012567186211539294,0.05696652390634638,-0.02366024812114942,-0.0017169821052545053,-0.05629750321645799,reduced_before_positive_forward_return
2025-05-20,reduce_position,0.407268895357602,0.45,0.45,negative_recent_champion,-0.007368419199721532,-0.011242225171905651,-0.04768820123919337,-0.04913759144168606,0.05794378218487739,-0.04913759144168606,reduced_before_positive_forward_return
2025-05-28,reduce_position,0.4436795677053953,0.45,0.45,negative_recent_champion,-0.02311529257303757,-0.03228934626293278,0.03429172397247804,-0.03228934626293278,0.033620661295644005,-0.05990116847223359,reduced_before_positive_forward_return
2025-05-29,reduce_position,0.4462465719636279,0.45,0.45,negative_recent_champion,-0.026653228983810617,-0.018133001431643092,0.03470989268458813,-0.018133001431643092,0.012349234690965938,-0.05990116847223359,reduced_before_positive_forward_return
2025-05-30,reduce_position,0.4381458814850031,0.45,0.45,negative_recent_champion,0.031260604135064485,-0.0014766711358709106,0.05567614022427292,-0.003847196353979232,0.028665969007232395,-0.05990116847223359,reduced_before_positive_forward_return
2025-06-03,reduce_position,0.4286146233923378,0.45,0.45,negative_recent_champion,0.045175739899277145,-0.003412718027567485,0.07436860699902015,-0.003847196353979121,0.04634249737644369,-0.05990116847223348,reduced_before_positive_forward_return
2025-06-04,reduce_position,0.4425636268241055,0.45,0.45,negative_recent_champion,0.04626506807613673,-0.00384719635397901,0.1109216367596455,-0.00384719635397901,0.044866696636467474,-0.05990116847223359,reduced_before_positive_forward_return
2025-06-05,reduce_position,0.4510510714154078,0.45,0.45,negative_recent_champion,0.058765395864084136,-0.003847196353979232,0.03936414910836472,-0.05990116847223359,0.03775351187282161,-0.0613579804898966,reduced_before_positive_forward_return
2025-06-06,reduce_position,0.4393393019187094,0.45,0.45,negative_recent_champion,0.06304343271651769,-0.00384719635397901,0.03989491079023555,-0.05990116847223359,0.03988573073625079,-0.06135798048989649,reduced_before_positive_forward_return
2025-06-27,reduce_position,0.4464866341836289,0.45,0.45,negative_recent_champion,-0.0001776229455845435,-0.00489761142584455,0.016599527662674696,-0.011548800191641506,0.05074095302392623,-0.011977674388335635,reduced_before_positive_forward_return
2025-06-30,reduce_position,0.4472977409125123,0.45,0.45,negative_recent_champion,1.8029122817564414e-05,-0.004897611425844439,0.014669383333531849,-0.011977674388335524,0.051210092739162105,-0.011977674388335524,reduced_before_positive_forward_return
2025-07-01,reduce_position,0.4474172795226225,0.45,0.45,negative_recent_champion,0.02674798335900075,-0.00201840866180647,0.027772212898647952,-0.011977674388335413,0.06162321654082081,-0.011977674388335413,reduced_before_positive_forward_return
2025-07-02,reduce_position,0.4280596333622588,0.45,0.45,negative_recent_champion,0.02919905241458709,-0.0005046972590930787,0.02259427450463236,-0.011977674388335524,0.05098681507924496,-0.012875119399539114,reduced_before_positive_forward_return
2025-07-03,reduce_position,0.4430655031745266,0.45,0.45,negative_recent_champion,0.026356724471464865,-0.0052768112488275065,0.04891552976498437,-0.011977674388335524,0.051666051998625395,-0.01423086456592726,reduced_before_positive_forward_return
2025-07-04,reduce_position,0.4421737966157921,0.45,0.45,negative_recent_champion,0.016780131144580768,-0.011548800191641284,0.045707924854785364,-0.011977674388335413,0.04350739896489886,-0.018891212467258556,reduced_before_positive_forward_return
2025-07-07,reduce_position,0.443586632516537,0.45,0.45,negative_recent_champion,0.014651090064411898,-0.011977674388335635,0.04304242387767321,-0.011977674388335635,0.04050773791956219,-0.02008411669008514,reduced_before_positive_forward_return
2025-07-10,reduce_position,0.4553150887272318,0.45,0.45,negative_recent_champion,0.021979497727884656,-0.00790851249437563,0.03177539145027786,-0.00790851249437563,0.015858616256823943,-0.02269760789727948,reduced_before_positive_forward_return
2025-07-11,reduce_position,0.4518589163421079,0.45,0.45,negative_recent_champion,0.028450392394706592,-0.007908512494375741,0.03358394769250794,-0.007908512494375741,0.019956739063354156,-0.024942031842499768,reduced_before_positive_forward_return
2025-07-14,reduce_position,0.4516209828857123,0.45,0.45,negative_recent_champion,0.02798137615114471,-0.00790851249437563,0.03601242927581172,-0.00790851249437563,0.025416835882541955,-0.024942031842499768,reduced_before_positive_forward_return
2025-07-15,reduce_position,0.4587292313147321,0.45,0.45,negative_recent_champion,0.012972326043797722,-0.002561405820392215,0.03293628998462794,-0.004563454364527653,0.018149235789808982,-0.024942031842499546,reduced_before_positive_forward_return
2025-07-28,reduce_position,0.4286370717959157,0.45,0.45,negative_recent_champion,-0.010163140034131102,-0.02008411669008514,-0.010227284049744378,-0.024942031842499435,0.05435054024968489,-0.024942031842499435,reduced_before_positive_forward_return
2025-07-29,reduce_position,0.4343637511125313,0.45,0.45,negative_recent_champion,-0.02064288521220381,-0.0078690811723231,-0.01431555299024223,-0.01222430178805789,0.05721111212931573,-0.01222430178805789,reduced_before_positive_forward_return
2025-07-31,reduce_position,0.4450695185839911,0.45,0.45,negative_recent_champion,-0.008588971826171021,-0.003879687429559242,-0.004948531771671316,-0.006167327672660261,0.08677024036285563,-0.02577635716110316,reduced_before_positive_forward_return
2025-08-01,reduce_position,0.4439970326391256,0.45,0.45,negative_recent_champion,-0.006167327672660372,-0.005724941243879456,0.010771862491313566,-0.005724941243879456,0.06036379624575883,-0.028910846577766436,reduced_before_positive_forward_return
2025-08-04,reduce_position,0.4342730198942255,0.45,0.45,negative_recent_champion,-6.480261365049422e-05,-0.0057249412438793446,0.03922778369576818,-0.0057249412438793446,0.07826461551653274,-0.028910846577766436,reduced_before_positive_forward_return
2025-08-05,reduce_position,0.4339502464913236,0.45,0.45,negative_recent_champion,0.006460699704348816,-0.005724941243879456,0.0318303026822917,-0.007684409855180152,0.0557076540306245,-0.03490114719398041,reduced_before_positive_forward_return
2025-08-08,reduce_position,0.4314544657584354,0.45,0.45,negative_recent_champion,0.01704430799634138,-0.004863038547940124,0.05260966278032919,-0.01194281239396755,0.029335195614983656,-0.08846327722608327,reduced_before_positive_forward_return
2025-08-11,reduce_position,0.4342363569314463,0.45,0.45,negative_recent_champion,0.039295132736723914,-0.004863038547940124,0.06524510451617194,-0.011942812393967328,0.04831652107934303,-0.08846327722608338,reduced_before_positive_forward_return
2025-08-12,reduce_position,0.4375838483559713,0.45,0.45,negative_recent_champion,0.025206749737366696,-0.007684409855180152,0.07256548009512165,-0.01194281239396755,0.018160334620330287,-0.08846327722608327,reduced_before_positive_forward_return
2025-08-13,reduce_position,0.4367075120150664,0.45,0.45,negative_recent_champion,0.02380305514197123,-0.010584741248482743,0.04654680334131056,-0.02577635716110316,0.028830742126827014,-0.08846327722608338,reduced_before_positive_forward_return
2025-08-14,reduce_position,0.4449245591021643,0.45,0.45,negative_recent_champion,0.02579568270591337,-0.011942812393967328,0.09217490256843752,-0.02577635716110316,0.05243864626089678,-0.08846327722608338,reduced_before_positive_forward_return
2025-08-15,reduce_position,0.4375806835970965,0.45,0.45,negative_recent_champion,0.034969326807457124,-0.011942812393967328,0.04906342924130591,-0.028910846577766436,0.03823571916002133,-0.08846327722608338,reduced_before_positive_forward_return
2025-08-18,reduce_position,0.441537733557255,0.45,0.45,negative_recent_champion,0.024968818733053455,-0.0042913792558331165,0.03756330655627749,-0.028910846577766547,0.0022930164747603232,-0.08846327722608349,reduced_before_positive_forward_return
2025-09-11,reduce_position,0.4432386760827049,0.5,0.5,low_liquidity,-0.00029871130812009206,-0.008647798914765858,0.10656283773659747,-0.008647798914765858,0.037629726814124576,-0.0882402283287389,reduced_before_positive_forward_return
2025-12-02,reduce_position,0.5920043939653099,0.45,0.45,negative_recent_champion,0.002555175264161269,-0.008267979892062738,-0.017731560954489134,-0.028804737498637545,0.07252090219334573,-0.028804737498637545,reduced_before_positive_forward_return
2025-12-03,reduce_position,0.438353217814577,0.45,0.45,negative_recent_champion,0.02545053518299345,-0.0029108903218999505,0.014561935436124607,-0.028804737498637767,0.12022635989925368,-0.028804737498637767,reduced_before_positive_forward_return
2025-12-04,reduce_position,0.4336708195382308,0.45,0.45,negative_recent_champion,0.01769141641306482,-0.015771965962522394,0.01936326316594239,-0.028804737498637434,0.1404473447165262,-0.028804737498637434,reduced_before_positive_forward_return
2025-12-05,reduce_position,0.4486243311322704,0.45,0.45,negative_recent_champion,0.018206680890575422,-0.015771965962522505,0.007907512436396091,-0.028804737498637767,0.15126884257709206,-0.028804737498637767,reduced_before_positive_forward_return
2025-12-08,reduce_position,0.4581072142689669,0.45,0.45,negative_recent_champion,-0.0125976015132504,-0.018376711392739886,0.018015882765530566,-0.028804737498637656,0.13499727924668137,-0.028804737498637656,reduced_before_positive_forward_return
2025-12-09,reduce_position,0.4565252187881407,0.45,0.45,negative_recent_champion,-0.020235032164993116,-0.028804737498637767,0.02981812442225995,-0.028804737498637767,0.16067789144369948,-0.028804737498637767,reduced_before_positive_forward_return
2025-12-10,reduce_position,0.4612788269331064,0.45,0.45,negative_recent_champion,-0.01061835688147128,-0.023765467762795423,0.025241239130971982,-0.023765467762795423,0.17856639738033486,-0.023765467762795423,reduced_before_positive_forward_return
2025-12-11,reduce_position,0.4526459779275297,0.45,0.45,negative_recent_champion,0.0016427835844092797,-0.02376546776279531,0.0425106395928434,-0.02376546776279531,0.2450067242389622,-0.02376546776279531,reduced_before_positive_forward_return
2025-12-12,reduce_position,0.4584835483642002,0.45,0.45,negative_recent_champion,-0.010115007736122061,-0.010623246439775524,0.041493234619008224,-0.010623246439775524,0.22722269641356418,-0.010623246439775524,reduced_before_positive_forward_return
2025-12-15,reduce_position,0.3641851160751929,0.45,0.45,negative_recent_champion,0.03100406108562992,-0.004655820690860457,0.06859706031520174,-0.004655820690860457,0.2966612782270248,-0.004655820690860457,reduced_before_positive_forward_return
2025-12-16,reduce_position,0.434303139782521,0.45,0.45,negative_recent_champion,0.051086901686080655,-0.004655820690860124,0.09188166855440727,-0.004655820690860124,0.2715276544692995,-0.029800670410223495,reduced_before_positive_forward_return
2025-12-17,reduce_position,0.4556286366119124,0.45,0.45,negative_recent_champion,0.036244452544534456,-0.001085006468482308,0.10414783047986864,-0.001085006468482308,0.21177575570339324,-0.0580784951433595,reduced_before_positive_forward_return
2025-12-18,reduce_position,0.4536756950595836,0.45,0.45,negative_recent_champion,0.0408008290761972,0.0,0.11878403502056778,0.0,0.21382000376480326,-0.05986224749962299,reduced_before_positive_forward_return
2025-12-19,reduce_position,0.4453238502143244,0.45,0.45,negative_recent_champion,0.05213559429474901,0.0,0.1422365925164608,0.0,0.21362816792279737,-0.0610307240879584,reduced_before_positive_forward_return
2025-12-22,reduce_position,0.4602764200288347,0.45,0.45,negative_recent_champion,0.03646251324169092,0.0,0.11491117030842446,0.0,0.16923548065154548,-0.07031500889310094,reduced_before_positive_forward_return
2025-12-23,reduce_position,0.4649043230768051,0.45,0.45,negative_recent_champion,0.038811982913008025,0.0,0.1270707554257242,0.0,0.16288324316463276,-0.07031500889310105,reduced_before_positive_forward_return
2025-12-24,reduce_position,0.4672167597760437,0.45,0.45,negative_recent_champion,0.06552833915645562,0.0,0.14955032278971325,0.0,0.15832747638923328,-0.07031500889310105,reduced_before_positive_forward_return
2025-12-25,reduce_position,0.4676461556366792,0.45,0.45,negative_recent_champion,0.0749261566342021,0.0,0.1942388662097534,0.0,0.16626527498973442,-0.07031500889310105,reduced_before_positive_forward_return
2025-12-26,reduce_position,0.4728092531101208,0.45,0.45,negative_recent_champion,0.08563629888608304,0.0,0.17832997433007614,-0.003658225088792433,0.1525787323658261,-0.07031500889310094,reduced_before_positive_forward_return
2025-12-29,reduce_position,0.4490209160800694,0.45,0.45,negative_recent_champion,0.07568885132311598,0.0,0.21342396154875365,-0.003658225088792544,0.16141201579684816,-0.07031500889310094,reduced_before_positive_forward_return
2025-12-30,reduce_position,0.4557970171159074,0.45,0.45,negative_recent_champion,0.08496125763318974,0.0,0.1645288048042186,-0.029800670410223606,0.15982054152416203,-0.07031500889310094,reduced_before_positive_forward_return
2025-12-31,reduce_position,0.4590366308546999,0.45,0.45,negative_recent_champion,0.0788547620420641,0.0,0.09747601023383745,-0.05807849514335939,0.07104973495296152,-0.08075915216748408,reduced_before_positive_forward_return
2026-01-05,reduce_position,0.4641983186645035,0.45,0.45,negative_recent_champion,0.11099619154225637,0.0,0.08494576769902551,-0.05986224749962299,-0.00993715765777159,-0.1420811222594036,reduced_before_positive_forward_return
2026-01-06,reduce_position,0.4561000871286133,0.45,0.45,negative_recent_champion,0.0853818866770586,-0.003658225088792655,0.06250156567743415,-0.06103072408795862,-0.00427335660359196,-0.14208112225940395,reduced_before_positive_forward_return
2026-01-07,reduce_position,0.4577910379309491,0.45,0.45,negative_recent_champion,0.1280436346032785,-0.003658225088792544,0.04872523640434312,-0.07031500889310094,-0.013902312652083193,-0.1420811222594036,reduced_before_positive_forward_return
2026-01-08,reduce_position,0.4682398023624241,0.45,0.45,negative_recent_champion,0.07333676351227769,-0.029800670410223717,0.03177483540097792,-0.07031500889310116,-0.06511199128629686,-0.15494581930885254,reduced_before_positive_forward_return
2026-02-06,reduce_position,0.6619065616864623,0.5,0.5,low_liquidity,0.05360175882346008,-0.0046101680818880775,0.14706596510202563,-0.006862146609787456,0.07449027346362613,-0.09311876499662841,reduced_before_positive_forward_return
2026-02-10,reduce_position,0.671407655329706,0.5,0.5,low_liquidity,0.04228052719176656,0.0,0.02832889181475351,-0.08392194392567609,0.08073546156234723,-0.0931187649966283,reduced_before_positive_forward_return
2026-02-11,reduce_position,0.4793699640368736,0.5,0.5,low_liquidity,0.0785300742325683,0.0,0.0343402056047184,-0.08392194392567609,0.05004288557580705,-0.09311876499662852,reduced_before_positive_forward_return
2026-02-24,reduce_position,0.6779388624212603,0.5,0.5,low_liquidity,0.009602449163702342,-0.07895046559147245,0.04074832494124303,-0.0839219439256762,-0.028386431994257166,-0.11765199050012864,reduced_before_positive_forward_return
2026-04-24,reduce_position,0.6934376099271301,0.45,0.45,negative_recent_champion,0.02324051895203505,-0.006882994821020949,0.0490804004230494,-0.00806581156429853,0.125824014205425,-0.0342515419238999,reduced_before_positive_forward_return
2026-04-27,reduce_position,0.6946126925836335,0.45,0.45,negative_recent_champion,0.02875396985769685,0.0,0.028723976928052064,-0.01563088426302539,0.1251460207208106,-0.0342515419238999,reduced_before_positive_forward_return
