signal_date,trade_date,risk_state,opp_structure,total_position,budgets,health_scores
2025-09-16,2025-09-17,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 49.92857142857142, ""attack"": 49.92857142857142, ""balanced"": 49.92857142857142, ""defensive"": 49.92857142857142}"
2025-09-17,2025-09-18,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 49.92857142857142, ""attack"": 49.92857142857142, ""balanced"": 49.92857142857142, ""defensive"": 49.92857142857142}"
2025-09-18,2025-09-19,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 49.86363636363636, ""attack"": 49.86363636363636, ""balanced"": 49.86363636363636, ""defensive"": 49.86363636363636}"
2025-09-19,2025-09-22,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 49.86363636363636, ""attack"": 49.86363636363636, ""balanced"": 49.86363636363636, ""defensive"": 49.86363636363636}"
2025-09-22,2025-09-23,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 49.86363636363636, ""attack"": 49.86363636363636, ""balanced"": 49.86363636363636, ""defensive"": 49.86363636363636}"
2025-09-23,2025-09-24,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 49.86363636363636, ""attack"": 49.86363636363636, ""balanced"": 49.86363636363636, ""defensive"": 49.86363636363636}"
2025-09-24,2025-09-25,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 49.86363636363636, ""attack"": 49.86363636363636, ""balanced"": 49.86363636363636, ""defensive"": 49.86363636363636}"
2025-09-25,2025-09-26,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 49.86363636363636, ""attack"": 49.86363636363636, ""balanced"": 49.86363636363636, ""defensive"": 49.86363636363636}"
2025-09-26,2025-09-29,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 49.86363636363636, ""attack"": 49.86363636363636, ""balanced"": 49.86363636363636, ""defensive"": 49.86363636363636}"
2025-09-29,2025-09-30,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 49.86363636363636, ""attack"": 49.86363636363636, ""balanced"": 49.86363636363636, ""defensive"": 49.86363636363636}"
2025-09-30,2025-10-09,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 49.86363636363636, ""attack"": 49.86363636363636, ""balanced"": 49.86363636363636, ""defensive"": 49.86363636363636}"
2025-10-09,2025-10-10,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 49.86363636363636, ""attack"": 49.86363636363636, ""balanced"": 49.86363636363636, ""defensive"": 49.86363636363636}"
2025-10-10,2025-10-13,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.71739130434783, ""attack"": 50.71739130434783, ""balanced"": 50.71739130434783, ""defensive"": 50.71739130434783}"
2025-10-13,2025-10-14,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.71739130434783, ""attack"": 50.71739130434783, ""balanced"": 50.71739130434783, ""defensive"": 50.71739130434783}"
2025-10-14,2025-10-15,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.71739130434783, ""attack"": 50.71739130434783, ""balanced"": 50.71739130434783, ""defensive"": 50.71739130434783}"
2025-10-15,2025-10-16,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.71739130434783, ""attack"": 50.71739130434783, ""balanced"": 50.71739130434783, ""defensive"": 50.71739130434783}"
2025-10-16,2025-10-17,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.71739130434783, ""attack"": 50.71739130434783, ""balanced"": 50.71739130434783, ""defensive"": 50.71739130434783}"
2025-10-17,2025-10-20,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.71739130434783, ""attack"": 50.71739130434783, ""balanced"": 50.71739130434783, ""defensive"": 50.71739130434783}"
2025-10-20,2025-10-21,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.71739130434783, ""attack"": 50.71739130434783, ""balanced"": 50.71739130434783, ""defensive"": 50.71739130434783}"
2025-10-21,2025-10-22,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.71739130434783, ""attack"": 50.71739130434783, ""balanced"": 50.71739130434783, ""defensive"": 50.71739130434783}"
2025-10-22,2025-10-23,RISK_OFF,NO_EDGE,0.35,"{""core"": 0.06999999999999999, ""attack"": 0.0, ""balanced"": 0.0525, ""defensive"": 0.22749999999999998}","{""core"": 50.71739130434783, ""attack"": 50.71739130434783, ""balanced"": 50.71739130434783, ""defensive"": 50.71739130434783}"
2025-10-23,2025-10-24,RISK_OFF,NO_EDGE,0.35,"{""core"": 0.06999999999999999, ""attack"": 0.0, ""balanced"": 0.0525, ""defensive"": 0.22749999999999998}","{""core"": 50.71739130434783, ""attack"": 50.71739130434783, ""balanced"": 50.71739130434783, ""defensive"": 50.71739130434783}"
2025-10-24,2025-10-27,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.91666666666667, ""attack"": 50.91666666666667, ""balanced"": 50.91666666666667, ""defensive"": 50.91666666666667}"
2025-10-27,2025-10-28,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.91666666666667, ""attack"": 50.91666666666667, ""balanced"": 50.91666666666667, ""defensive"": 50.91666666666667}"
2025-10-28,2025-10-29,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.91666666666667, ""attack"": 50.91666666666667, ""balanced"": 50.91666666666667, ""defensive"": 50.91666666666667}"
2025-10-29,2025-10-30,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.91666666666667, ""attack"": 50.91666666666667, ""balanced"": 50.91666666666667, ""defensive"": 50.91666666666667}"
2025-10-30,2025-10-31,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.91666666666667, ""attack"": 50.91666666666667, ""balanced"": 50.91666666666667, ""defensive"": 50.91666666666667}"
2025-10-31,2025-11-03,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.91666666666667, ""attack"": 50.91666666666667, ""balanced"": 50.91666666666667, ""defensive"": 50.91666666666667}"
2025-11-03,2025-11-04,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.91666666666667, ""attack"": 50.91666666666667, ""balanced"": 50.91666666666667, ""defensive"": 50.91666666666667}"
2025-11-04,2025-11-05,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.91666666666667, ""attack"": 50.91666666666667, ""balanced"": 50.91666666666667, ""defensive"": 50.91666666666667}"
2025-11-05,2025-11-06,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.91666666666667, ""attack"": 50.91666666666667, ""balanced"": 50.91666666666667, ""defensive"": 50.91666666666667}"
2025-11-06,2025-11-07,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 50.91666666666667, ""attack"": 50.91666666666667, ""balanced"": 50.91666666666667, ""defensive"": 50.91666666666667}"
2025-11-07,2025-11-10,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.1, ""attack"": 51.1, ""balanced"": 51.1, ""defensive"": 51.1}"
2025-11-10,2025-11-11,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.1, ""attack"": 51.1, ""balanced"": 51.1, ""defensive"": 51.1}"
2025-11-11,2025-11-12,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.1, ""attack"": 51.1, ""balanced"": 51.1, ""defensive"": 51.1}"
2025-11-12,2025-11-13,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.1, ""attack"": 51.1, ""balanced"": 51.1, ""defensive"": 51.1}"
2025-11-13,2025-11-14,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.1, ""attack"": 51.1, ""balanced"": 51.1, ""defensive"": 51.1}"
2025-11-14,2025-11-17,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.1, ""attack"": 51.1, ""balanced"": 51.1, ""defensive"": 51.1}"
2025-11-17,2025-11-18,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.1, ""attack"": 51.1, ""balanced"": 51.1, ""defensive"": 51.1}"
2025-11-18,2025-11-19,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.1, ""attack"": 51.1, ""balanced"": 51.1, ""defensive"": 51.1}"
2025-11-19,2025-11-20,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.1, ""attack"": 51.1, ""balanced"": 51.1, ""defensive"": 51.1}"
2025-11-20,2025-11-21,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.1, ""attack"": 51.1, ""balanced"": 51.1, ""defensive"": 51.1}"
2025-11-21,2025-11-24,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.5, ""attack"": 51.5, ""balanced"": 51.5, ""defensive"": 51.5}"
2025-11-24,2025-11-25,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.5, ""attack"": 51.5, ""balanced"": 51.5, ""defensive"": 51.5}"
2025-11-25,2025-11-26,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.5, ""attack"": 51.5, ""balanced"": 51.5, ""defensive"": 51.5}"
2025-11-26,2025-11-27,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.5, ""attack"": 51.5, ""balanced"": 51.5, ""defensive"": 51.5}"
2025-11-27,2025-11-28,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.5, ""attack"": 51.5, ""balanced"": 51.5, ""defensive"": 51.5}"
2025-11-28,2025-12-01,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.5, ""attack"": 51.5, ""balanced"": 51.5, ""defensive"": 51.5}"
2025-12-01,2025-12-02,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.5, ""attack"": 51.5, ""balanced"": 51.5, ""defensive"": 51.5}"
2025-12-02,2025-12-03,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.5, ""attack"": 51.5, ""balanced"": 51.5, ""defensive"": 51.5}"
2025-12-03,2025-12-04,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.5, ""attack"": 51.5, ""balanced"": 51.5, ""defensive"": 51.5}"
2025-12-04,2025-12-05,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.5, ""attack"": 51.5, ""balanced"": 51.5, ""defensive"": 51.5}"
2025-12-05,2025-12-08,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.68518518518518, ""attack"": 51.68518518518518, ""balanced"": 51.68518518518518, ""defensive"": 51.68518518518518}"
2025-12-08,2025-12-09,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.68518518518518, ""attack"": 51.68518518518518, ""balanced"": 51.68518518518518, ""defensive"": 51.68518518518518}"
2025-12-09,2025-12-10,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.68518518518518, ""attack"": 51.68518518518518, ""balanced"": 51.68518518518518, ""defensive"": 51.68518518518518}"
2025-12-10,2025-12-11,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.68518518518518, ""attack"": 51.68518518518518, ""balanced"": 51.68518518518518, ""defensive"": 51.68518518518518}"
2025-12-11,2025-12-12,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.68518518518518, ""attack"": 51.68518518518518, ""balanced"": 51.68518518518518, ""defensive"": 51.68518518518518}"
2025-12-12,2025-12-15,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.68518518518518, ""attack"": 51.68518518518518, ""balanced"": 51.68518518518518, ""defensive"": 51.68518518518518}"
2025-12-15,2025-12-16,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.68518518518518, ""attack"": 51.68518518518518, ""balanced"": 51.68518518518518, ""defensive"": 51.68518518518518}"
2025-12-16,2025-12-17,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.68518518518518, ""attack"": 51.68518518518518, ""balanced"": 51.68518518518518, ""defensive"": 51.68518518518518}"
2025-12-17,2025-12-18,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.68518518518518, ""attack"": 51.68518518518518, ""balanced"": 51.68518518518518, ""defensive"": 51.68518518518518}"
2025-12-18,2025-12-19,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.68518518518518, ""attack"": 51.68518518518518, ""balanced"": 51.68518518518518, ""defensive"": 51.68518518518518}"
2025-12-19,2025-12-22,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.85714285714286, ""attack"": 51.85714285714286, ""balanced"": 51.85714285714286, ""defensive"": 51.85714285714286}"
2025-12-22,2025-12-23,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.85714285714286, ""attack"": 51.85714285714286, ""balanced"": 51.85714285714286, ""defensive"": 51.85714285714286}"
2025-12-23,2025-12-24,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.85714285714286, ""attack"": 51.85714285714286, ""balanced"": 51.85714285714286, ""defensive"": 51.85714285714286}"
2025-12-24,2025-12-25,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.85714285714286, ""attack"": 51.85714285714286, ""balanced"": 51.85714285714286, ""defensive"": 51.85714285714286}"
2025-12-25,2025-12-26,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.85714285714286, ""attack"": 51.85714285714286, ""balanced"": 51.85714285714286, ""defensive"": 51.85714285714286}"
2025-12-26,2025-12-29,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.85714285714286, ""attack"": 51.85714285714286, ""balanced"": 51.85714285714286, ""defensive"": 51.85714285714286}"
2025-12-29,2025-12-30,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.85714285714286, ""attack"": 51.85714285714286, ""balanced"": 51.85714285714286, ""defensive"": 51.85714285714286}"
2025-12-30,2025-12-31,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.85714285714286, ""attack"": 51.85714285714286, ""balanced"": 51.85714285714286, ""defensive"": 51.85714285714286}"
2025-12-31,2026-01-05,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.85714285714286, ""attack"": 51.85714285714286, ""balanced"": 51.85714285714286, ""defensive"": 51.85714285714286}"
2026-01-05,2026-01-06,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 51.85714285714286, ""attack"": 51.85714285714286, ""balanced"": 51.85714285714286, ""defensive"": 51.85714285714286}"
2026-01-06,2026-01-07,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 52.01724137931035, ""attack"": 52.01724137931035, ""balanced"": 52.01724137931035, ""defensive"": 52.01724137931035}"
2026-01-07,2026-01-08,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 52.01724137931035, ""attack"": 52.01724137931035, ""balanced"": 52.01724137931035, ""defensive"": 52.01724137931035}"
2026-01-08,2026-01-09,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 52.01724137931035, ""attack"": 52.01724137931035, ""balanced"": 52.01724137931035, ""defensive"": 52.01724137931035}"
2026-01-09,2026-01-12,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 52.01724137931035, ""attack"": 52.01724137931035, ""balanced"": 52.01724137931035, ""defensive"": 52.01724137931035}"
2026-01-12,2026-01-13,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 52.01724137931035, ""attack"": 52.01724137931035, ""balanced"": 52.01724137931035, ""defensive"": 52.01724137931035}"
2026-01-13,2026-01-14,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 52.01724137931035, ""attack"": 52.01724137931035, ""balanced"": 52.01724137931035, ""defensive"": 52.01724137931035}"
2026-01-14,2026-01-15,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 52.01724137931035, ""attack"": 52.01724137931035, ""balanced"": 52.01724137931035, ""defensive"": 52.01724137931035}"
2026-01-15,2026-01-16,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 52.01724137931035, ""attack"": 52.01724137931035, ""balanced"": 52.01724137931035, ""defensive"": 52.01724137931035}"
2026-01-16,2026-01-19,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 52.01724137931035, ""attack"": 52.01724137931035, ""balanced"": 52.01724137931035, ""defensive"": 52.01724137931035}"
2026-01-19,2026-01-20,NEUTRAL,NO_EDGE,0.55,"{""core"": 0.11000000000000001, ""attack"": 0.0, ""balanced"": 0.0825, ""defensive"": 0.35750000000000004}","{""core"": 52.01724137931035, ""attack"": 52.01724137931035, ""balanced"": 52.01724137931035, ""defensive"": 52.01724137931035}"
