signal_date,execution_date,strategy,rank,symbol,name,industry,rank_score,raw_effective_weight,adjusted_target_weight,locked,skipped_by_position_cap,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_target_position_ratio,adaptive_position_reason,market_style_state,selected_strategy,target_position_ratio,style_reason,switch_reason,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state
2023-01-13,2023-01-16,adaptive_market_style,4,601012,隆基绿能,电气设备,29.98,0.2,0.0,0,1,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal
2023-01-13,2023-01-16,adaptive_market_style,5,300059,东方财富,证券,29.97,0.2,0.0,1,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal
2023-01-16,2023-01-17,adaptive_market_style,1,300750,宁德时代,电气设备,30.0,0.2,0.1022928693720686,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-16,2023-01-17,adaptive_market_style,2,000858,五粮液,白酒,29.99,0.2,0.0,1,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-16,2023-01-17,adaptive_market_style,3,600519,贵州茅台,白酒,29.99,0.2,0.1022928693720686,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-16,2023-01-17,adaptive_market_style,4,300059,东方财富,证券,29.98,0.2,0.0,1,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-16,2023-01-17,adaptive_market_style,5,601318,中国平安,保险,29.97,0.2,0.0,0,1,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-17,2023-01-18,adaptive_market_style,1,300750,宁德时代,电气设备,30.0,0.2,0.10310238744369765,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-17,2023-01-18,adaptive_market_style,2,000858,五粮液,白酒,29.99,0.2,0.0,1,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-17,2023-01-18,adaptive_market_style,3,600519,贵州茅台,白酒,29.99,0.2,0.10310238744369765,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-17,2023-01-18,adaptive_market_style,4,601012,隆基绿能,电气设备,29.98,0.2,0.0,0,1,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-17,2023-01-18,adaptive_market_style,5,300059,东方财富,证券,29.97,0.2,0.0,1,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-18,2023-01-19,adaptive_market_style,1,300750,宁德时代,电气设备,30.0,0.2,0.1,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-18,2023-01-19,adaptive_market_style,2,000858,五粮液,白酒,29.99,0.2,0.1,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-18,2023-01-19,adaptive_market_style,3,600519,贵州茅台,白酒,29.99,0.2,0.1,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-18,2023-01-19,adaptive_market_style,4,601012,隆基绿能,电气设备,29.98,0.2,0.1,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-18,2023-01-19,adaptive_market_style,5,601318,中国平安,保险,29.97,0.2,0.1,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-19,2023-01-20,adaptive_market_style,1,300750,宁德时代,电气设备,30.0,0.2,0.10224241178099053,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-19,2023-01-20,adaptive_market_style,2,000858,五粮液,白酒,29.99,0.2,0.10224241178099053,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-19,2023-01-20,adaptive_market_style,3,600519,贵州茅台,白酒,29.99,0.2,0.10224241178099053,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-19,2023-01-20,adaptive_market_style,4,300059,东方财富,证券,29.98,0.2,0.0,0,1,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-19,2023-01-20,adaptive_market_style,5,601318,中国平安,保险,29.97,0.2,0.0,1,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-20,2023-01-30,adaptive_market_style,1,300750,宁德时代,电气设备,30.0,0.2,0.09996591666199413,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-20,2023-01-30,adaptive_market_style,2,000858,五粮液,白酒,29.99,0.2,0.09996591666199413,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-20,2023-01-30,adaptive_market_style,3,600519,贵州茅台,白酒,29.99,0.2,0.09996591666199413,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-20,2023-01-30,adaptive_market_style,4,300059,东方财富,证券,29.98,0.2,0.0,0,1,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-20,2023-01-30,adaptive_market_style,5,601012,隆基绿能,电气设备,29.97,0.2,0.0,1,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-30,2023-01-31,adaptive_market_style,1,300750,宁德时代,电气设备,30.0,0.2,0.10093624757339288,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-30,2023-01-31,adaptive_market_style,2,000858,五粮液,白酒,29.99,0.2,0.10093624757339288,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-30,2023-01-31,adaptive_market_style,3,600519,贵州茅台,白酒,29.99,0.2,0.10093624757339288,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-30,2023-01-31,adaptive_market_style,4,300059,东方财富,证券,29.98,0.2,0.0,0,1,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-30,2023-01-31,adaptive_market_style,5,601012,隆基绿能,电气设备,29.97,0.2,0.0,1,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-31,2023-02-01,adaptive_market_style,1,300750,宁德时代,电气设备,30.0,0.2,0.10056956679616003,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-31,2023-02-01,adaptive_market_style,2,000858,五粮液,白酒,29.99,0.2,0.10056956679616003,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
2023-01-31,2023-02-01,adaptive_market_style,3,600519,贵州茅台,白酒,29.99,0.2,0.10056956679616003,0,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.5,fallback_data_or_history_cap_50pct,fallback,baseline_full_liquidity,0.5,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal
