strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_market_amount_ratio_20,adaptive_index_bucket,market_style_state,selected_strategy,style_reason,switch_reason,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state,adaptive_position_scale,adaptive_target_position_ratio,adaptive_position_reason,target_position_ratio
adaptive_market_style,2023-01-19,2023-01-18,366973.41595000005,145158.82,512132.23595000006,1.0242644719,3,0.283440115287279,0,0.0,5,4,511690.630005,5,0.5,0,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.8959688348689601,index_strong,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal,0.5,0.5,fallback_data_or_history_cap_50pct,0.5
adaptive_market_style,2023-01-20,2023-01-19,366973.41595000005,148936.15000000002,515909.5659500001,1.0318191319,3,0.28868654475469513,2,99238.54999999999,5,0,513463.70595000003,5,0.5,1,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,0.9617282537993992,index_strong,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal,0.5,0.5,fallback_data_or_history_cap_50pct,0.5
adaptive_market_style,2023-01-30,2023-01-20,366973.41595000005,151339.24,518312.65595000004,1.0366253119000002,3,0.291984458150293,2,104230.87,5,0,520888.04595000006,5,0.5,1,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,1.041512037452604,index_strong,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal,0.5,0.5,fallback_data_or_history_cap_50pct,0.5
adaptive_market_style,2023-01-31,2023-01-30,366973.41595000005,149090.47,516063.88595,1.0321277719000002,3,0.28889925076920603,2,102252.8,5,0,518546.3159500001,5,0.5,1,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,1.4313729119192797,index_strong,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal,0.5,0.5,fallback_data_or_history_cap_50pct,0.5
adaptive_market_style,2023-02-01,2023-01-31,366973.41595000005,150283.66999999998,517257.08595000004,1.0345141719000002,3,0.2905396060915963,2,102487.02,5,0,516850.8159500001,5,0.5,1,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,1.186510457647276,index_strong,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal,0.5,0.5,fallback_data_or_history_cap_50pct,0.5
adaptive_market_style,2023-02-02,2023-02-01,366973.41595000005,150313.51,517286.92595000006,1.0345738519,3,0.2905805317309122,2,102781.72,5,0,517870.5759500001,5,0.5,2,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,1.2968787244159046,index_strong,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal,0.5,0.5,fallback_data_or_history_cap_50pct,0.5
adaptive_market_style,2023-02-03,2023-02-02,366973.41595000005,146752.19999999998,513725.61595,1.0274512319,3,0.2856626094624861,2,101389.82,5,0,516094.55595000007,5,0.5,2,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,1.2920001078566594,index_strong,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal,0.5,0.5,fallback_data_or_history_cap_50pct,0.5
adaptive_market_style,2023-02-06,2023-02-03,366973.41595000005,142842.82,509816.23595000006,1.0196324719,3,0.28018491748075525,2,97794.23,5,0,510119.22595000005,5,0.5,1,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,1.1336752581364224,index_strong,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal,0.5,0.5,fallback_data_or_history_cap_50pct,0.5
adaptive_market_style,2023-02-07,2023-02-06,366973.41595000005,143271.0,510244.41595000005,1.0204888319,3,0.2807889621550301,2,97674.19,5,0,510492.40595000004,5,0.5,1,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,1.0654333270789373,index_strong,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal,0.5,0.5,fallback_data_or_history_cap_50pct,0.5
adaptive_market_style,2023-02-08,2023-02-07,366973.41595000005,142082.33,509055.74595,1.0181114919,3,0.2791095692964744,2,97160.95,5,0,510313.28595000005,5,0.5,1,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,1.02492920148374,index_strong,fallback,baseline_full_liquidity,fallback_insufficient_completed_history,fallback_insufficient_completed_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal,0.5,0.5,fallback_data_or_history_cap_50pct,0.5
adaptive_market_style,2023-02-09,2023-02-08,260342.59354000006,262380.89,522723.48354000004,1.0454469670800002,5,0.5019496890078442,0,0.0,5,8,508538.99595,5,0.5,0,balanced,baseline_full_liquidity_detail_market_gate,balanced_default_with_enough_history,0.9759524135933426,index_strong,balanced,baseline_full_liquidity_detail_market_gate,balanced_default_with_enough_history,balanced_default_with_enough_history,baseline_full_liquidity_detail_vol_position,,1.0,index_strong,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-10,2023-02-09,260342.59354000006,263122.81,523465.4035400001,1.04693080708,5,0.502655587591079,5,264380.43999999994,5,0,524723.03354,5,0.5,2,balanced,baseline_full_liquidity_detail_market_gate,balanced_default_with_enough_history,1.0907297243843062,index_strong,balanced,baseline_full_liquidity_detail_market_gate,balanced_default_with_enough_history,balanced_default_with_enough_history,baseline_full_liquidity_detail_vol_position,,0.0,index_strong,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-13,2023-02-10,260342.59354000006,274014.02,534356.61354,1.0687132270800002,5,0.5127924181282512,5,263830.5,5,0,524173.09354000003,5,0.5,2,balanced,baseline_full_liquidity_detail_market_gate,balanced_default_with_enough_history,1.0771779244702233,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_default_with_enough_history,balanced_default_with_enough_history,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-14,2023-02-13,260342.59354000006,273238.86,533581.45354,1.06716290708,5,0.5120846277306312,5,272475.18000000005,5,0,532817.7735400001,5,0.5,2,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,1.1713816626113875,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,balanced_rolling_performance_leads,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-15,2023-02-14,260342.59354000006,284888.01,545230.60354,1.0904612070800002,5,0.5225092064721192,5,272732.19,5,0,533074.7835400001,5,0.5,2,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,1.079483608795071,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-16,2023-02-15,260342.59354000006,276657.35000000003,536999.9435400001,1.0739998870800003,5,0.515190650070138,5,286876.63,5,0,547219.22354,5,0.5,3,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,1.0943255659176425,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,balanced_rolling_performance_leads,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-17,2023-02-16,260342.59354000006,268373.29000000004,528715.8835400001,1.0574317670800002,5,0.5075945292263878,5,277173.36000000004,5,0,537515.9535400001,5,0.5,5,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,1.3534439261731528,index_neutral,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,defensive_attack_weak_with_market_or_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-20,2023-02-17,260342.59354000006,278612.45,538955.0435400001,1.0779100870800002,5,0.5169493324897738,5,269366.54,5,0,529709.1335400001,5,0.5,5,defensive,baseline_full_liquidity,hold_min_state_5_days,1.02542409290484,index_neutral,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-21,2023-02-20,260342.59354000006,274546.27,534888.86354,1.0697777270800002,5,0.513277222081235,5,276123.46,5,0,536466.0535400001,5,0.5,5,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,1.0647195650083474,index_neutral,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,defensive_attack_weak_with_market_or_industry_risk,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-22,2023-02-21,260342.59354000006,277371.1,537713.69354,1.07542738708,5,0.5158341759421208,5,271848.24,5,0,532190.83354,5,0.5,4,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,1.0211105205672448,index_neutral,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,defensive_attack_weak_with_market_or_industry_risk,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-23,2023-02-22,384718.61565250007,148053.26,532771.8756525001,1.0655437513050001,3,0.27789240905157614,0,0.0,5,7,534822.1235400001,5,0.5,0,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,0.8592162220985191,index_neutral,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,defensive_attack_weak_with_market_or_industry_risk,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-24,2023-02-23,384718.61565250007,149204.84,533923.4556525,1.067846911305,3,0.27944986949048517,2,95790.98,5,0,534172.7156525,5,0.5,0,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,0.8796116371670961,index_neutral,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,defensive_attack_weak_with_market_or_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-27,2023-02-24,384718.61565250007,147252.78,531971.3956525001,1.0639427913050001,3,0.27680582302622525,2,93941.96,5,0,532351.9756525,5,0.5,1,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,0.7928148270959657,index_neutral,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,defensive_attack_weak_with_market_or_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-28,2023-02-27,384718.61565250007,150204.12,534922.7356525001,1.069845471305,3,0.28079591684728195,2,95817.04,5,0,534523.7156525,5,0.5,1,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,0.8372479882180465,index_neutral,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,defensive_attack_weak_with_market_or_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-03-01,2023-02-28,384718.61565250007,157908.66,542627.2756525001,1.0852545513050003,3,0.29100759782139135,2,94851.92000000001,5,0,533968.3756525001,5,0.5,1,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,0.846382448562678,index_neutral,defensive,baseline_full_liquidity,defensive_attack_weak_with_market_or_industry_risk,defensive_attack_weak_with_market_or_industry_risk,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-03-02,2023-03-01,164050.2962675001,388301.95,552352.2462675001,1.1047044925350002,5,0.7029969600448556,2,96699.18,5,4,541410.8756525001,5,0.7,2,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,1.03408883975751,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,balanced_rolling_performance_leads,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.7,0.7,attack_completed_history_drawdown_cap_70pct,0.7
adaptive_market_style,2023-03-03,2023-03-02,164050.2962675001,390027.45,554077.7462675001,1.1081554925350001,5,0.7039218821318639,5,378503.93999999994,5,0,542554.2362675001,5,0.7,3,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,1.0546739219236057,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,balanced_rolling_performance_leads,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.7,0.7,attack_completed_history_drawdown_cap_70pct,0.7
adaptive_market_style,2023-03-06,2023-03-03,164050.2962675001,384185.89999999997,548236.1962675,1.0964723925350002,5,0.7007671193832389,5,386885.64,5,0,550935.9362675,5,0.7,3,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,0.9842658919438936,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,balanced_rolling_performance_leads,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.7,0.7,attack_completed_history_drawdown_cap_70pct,0.7
adaptive_market_style,2023-03-07,2023-03-06,164050.2962675001,376190.88,540241.1762675,1.080482352535,5,0.6963387770608017,5,382244.17,5,0,546294.4662675001,5,0.7,5,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,1.07287548928843,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,balanced_rolling_performance_leads,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.7,0.7,attack_completed_history_drawdown_cap_70pct,0.7
adaptive_market_style,2023-03-08,2023-03-07,164050.2962675001,372136.35,536186.6462675,1.072373292535,5,0.6940425551261185,5,373888.72,5,0,537939.0162675001,5,0.8,5,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,1.0443353342867334,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,balanced_rolling_performance_leads,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.8,0.8,balanced_reduce_to_80pct,0.8
adaptive_market_style,2023-03-09,2023-03-08,110103.9724575001,435137.65,545241.6224575001,1.0904832449150001,5,0.7980638896178871,3,279692.5,5,4,537983.0162675001,5,0.8,3,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,0.8092153701543451,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,balanced_rolling_performance_leads,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.8,0.8,balanced_reduce_to_80pct,0.8
adaptive_market_style,2023-03-10,2023-03-09,110103.9724575001,422095.88,532199.8524575001,1.064399704915,5,0.7931153645588569,5,428083.79,5,0,538187.7624575001,5,0.8,3,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,0.8588870927135437,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,balanced_rolling_performance_leads,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.8,0.8,balanced_reduce_to_80pct,0.8
adaptive_market_style,2023-03-13,2023-03-10,110103.9724575001,433058.91000000003,543162.8824575001,1.0863257649150002,5,0.7972910594344319,5,417833.12,5,0,527937.0924575,5,0.8,4,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,0.9228298690993524,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,balanced_rolling_performance_leads,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.8,0.8,balanced_reduce_to_80pct,0.8
adaptive_market_style,2023-03-14,2023-03-13,110103.9724575001,424767.46,534871.4324575001,1.0697428649150003,5,0.7941487135485614,5,428586.43000000005,5,0,538690.4024575001,5,0.8,3,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,0.9659959076382295,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,balanced_rolling_performance_leads,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.8,0.8,balanced_reduce_to_80pct,0.8
adaptive_market_style,2023-03-15,2023-03-14,110103.9724575001,413524.33,523628.30245750013,1.0472566049150003,5,0.7897287599987272,5,428640.22,5,0,538744.1924575,5,0.8,4,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,1.0733748497967694,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,balanced_rolling_performance_leads,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.8,0.8,balanced_reduce_to_80pct,0.8
adaptive_market_style,2023-03-16,2023-03-15,105287.12777250005,419313.95999999996,524601.0877725,1.049202175545,5,0.7993005919611071,2,146241.41,5,6,521447.2324575001,5,0.8,2,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,0.9488186881693024,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,balanced_rolling_performance_leads,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.8,0.8,balanced_reduce_to_80pct,0.8
adaptive_market_style,2023-03-17,2023-03-16,105287.12777250005,423600.75,528887.8777725,1.057775755545,5,0.8009273190076989,5,418423.06,5,0,523710.18777250004,5,0.8,3,balanced,baseline_full_liquidity_detail_market_gate,balanced_default_with_enough_history,0.99930694165272,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_default_with_enough_history,balanced_default_with_enough_history,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.8,0.8,balanced_reduce_to_80pct,0.8
adaptive_market_style,2023-03-20,2023-03-17,105287.12777250005,414067.4,519354.52777250006,1.038709055545,5,0.7972731108669175,5,423160.99,5,0,528448.1177725,5,0.8,5,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,1.1474453958247453,index_neutral,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,balanced_rolling_performance_leads,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.8,0.8,balanced_reduce_to_80pct,0.8
adaptive_market_style,2023-03-21,2023-03-20,105287.12777250005,419857.33,525144.4577725001,1.0502889155450001,5,0.7995082567964338,5,413226.56000000006,5,0,518513.6877725001,5,0.8,5,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.238963753051078,index_weak,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,attack_risk_on_and_attack_not_failed,baseline_full_liquidity_detail_vol_position,,1.0,index_weak,normal,0.8,0.8,attack_enhancement_cap_80pct,0.8
adaptive_market_style,2023-03-22,2023-03-21,105287.12777250005,425293.02,530580.1477725001,1.0611602955450001,5,0.8015622555526811,5,416759.74,5,0,522046.86777250003,5,0.8,4,attack,tiered_liquidity_then_bs_v2,hold_min_state_5_days,1.04786275103293,index_neutral,attack,tiered_liquidity_then_bs_v2,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.8,0.8,attack_enhancement_cap_80pct,0.8
adaptive_market_style,2023-03-23,2023-03-22,106910.36503000009,432966.07999999996,539876.4450300001,1.0797528900600002,5,0.8019725327633821,3,278555.32,5,4,525408.0477725,5,0.8,2,attack,tiered_liquidity_then_bs_v2,hold_min_state_5_days,1.113982651088274,index_neutral,attack,tiered_liquidity_then_bs_v2,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.8,0.8,attack_enhancement_cap_80pct,0.8
adaptive_market_style,2023-03-24,2023-03-23,106910.36503000009,448571.08,555481.4450300001,1.1109628900600002,5,0.8075356684070228,5,431883.51,5,0,538793.8750300001,5,0.5,5,attack,tiered_liquidity_then_bs_v2,hold_min_state_5_days,1.1704362454695414,index_neutral,attack,tiered_liquidity_then_bs_v2,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.5,0.5,attack_recent_completed_samples_negative_cap_50pct,0.5
adaptive_market_style,2023-03-27,2023-03-24,106910.36503000009,458144.07,565054.43503,1.1301088700600002,5,0.8107963438525636,5,446686.5,5,0,553596.8650300001,5,0.8,5,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.2067637852991902,index_neutral,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,attack_risk_on_and_attack_not_failed,baseline_full_liquidity_detail_vol_position,,0.0,index_neutral,normal,0.8,0.8,attack_enhancement_cap_80pct,0.8
adaptive_market_style,2023-03-28,2023-03-27,106910.36503000009,454423.91000000003,561334.2750300001,1.1226685500600002,5,0.8095424245663845,5,454947.1599999999,5,0,561857.52503,5,0.8,5,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.254053963601636,index_neutral,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,attack_risk_on_and_attack_not_failed,baseline_full_liquidity_detail_vol_position,,1.0,index_neutral,normal,0.8,0.8,attack_enhancement_cap_80pct,0.8
