strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_market_amount_ratio_20,adaptive_index_bucket,market_style_state,selected_strategy,style_reason,switch_reason,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state,adaptive_position_scale,adaptive_target_position_ratio,adaptive_position_reason,target_position_ratio
adaptive_market_style,2023-01-20,2023-01-19,357230.68013999995,151565.41000000003,508796.09014,1.0175921802799999,3,0.2978902804820992,2,98207.81,5,2,506534.32802,5,0.5,1,defensive,baseline_full_liquidity,hold_min_state_5_days,0.9617282537993992,index_strong,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,0.017716052701216345,0.0,index_strong,normal,0.5,0.5,attack_recent_completed_samples_negative_cap_50pct,0.5
adaptive_market_style,2023-01-30,2023-01-20,357230.68013999995,153819.82,511050.50013999996,1.02210100028,3,0.3009875148500232,3,156763.11000000002,5,0,513993.79013999994,5,0.5,0,defensive,baseline_full_liquidity,hold_min_state_5_days,1.041512037452604,index_strong,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,0.10842683000880071,0.0,index_strong,normal,0.5,0.5,attack_recent_completed_samples_negative_cap_50pct,0.5
adaptive_market_style,2023-01-31,2023-01-30,357230.68013999995,151135.85,508366.53013999993,1.0167330602799998,3,0.2972970111906825,3,153837.96000000002,5,0,511068.64014,5,0.5,0,defensive,baseline_full_liquidity,hold_min_state_5_days,1.4313729119192797,index_strong,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,0.1915327884770861,0.0,index_strong,normal,0.5,0.5,attack_recent_completed_samples_negative_cap_50pct,0.5
adaptive_market_style,2023-02-01,2023-01-31,357230.68013999995,153892.91,511123.59014,1.02224718028,3,0.30108747271447156,3,151701.44,5,0,508932.12013999996,5,0.5,1,defensive,baseline_full_liquidity,hold_min_state_5_days,1.186510457647276,index_strong,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,0.2628727706137619,0.0,index_strong,normal,0.5,0.5,attack_recent_completed_samples_negative_cap_50pct,0.5
adaptive_market_style,2023-02-02,2023-02-01,256942.75056249995,252508.73,509451.48056249996,1.018902961125,5,0.495648240576704,3,154537.7,5,2,511768.38013999996,5,0.5,3,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.2968787244159046,index_strong,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,0.3493281204188641,1.0,index_strong,normal,0.5,0.5,attack_recent_completed_samples_negative_cap_50pct,0.5
adaptive_market_style,2023-02-03,2023-02-02,256942.75056249995,248983.65,505926.40056249994,1.0118528011249999,5,0.49213413200650247,5,250573.2,5,0,507515.95056249993,5,0.5,4,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.2920001078566594,index_strong,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,0.4445322052539098,0.0,index_strong,normal,0.5,0.5,attack_recent_completed_samples_negative_cap_50pct,0.5
adaptive_market_style,2023-02-06,2023-02-03,256942.75056249995,244550.06999999998,501492.8205624999,1.0029856411249998,5,0.487644209394065,5,242732.49,5,0,499675.24056249997,5,0.5,5,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.1336752581364224,index_strong,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,0.46959840918023277,0.0,index_strong,normal,0.5,0.5,attack_recent_completed_samples_negative_cap_50pct,0.5
adaptive_market_style,2023-02-07,2023-02-06,256942.75056249995,247787.12,504729.8705625,1.009459741125,5,0.49093016770307607,5,245333.12,5,0,502275.8705625,5,0.5,5,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.0654333270789373,index_strong,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,0.4874209188744696,0.0,index_strong,normal,0.5,0.5,attack_recent_completed_samples_negative_cap_50pct,0.5
adaptive_market_style,2023-02-08,2023-02-07,256942.75056249995,242870.27,499813.02056249994,0.9996260411249999,5,0.4859222549397948,5,247274.73,5,0,504217.48056249996,5,0.5,5,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.02492920148374,index_strong,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,0.5099245875578571,0.0,index_strong,normal,0.5,0.5,attack_recent_completed_samples_negative_cap_50pct,0.5
adaptive_market_style,2023-02-09,2023-02-08,253560.45534749993,256835.69,510396.1453474999,1.0207922906949998,5,0.5032085221277192,3,144527.11,5,4,498089.20056249993,5,0.5,2,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,0.9759524135933426,index_strong,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,0.5160332511489092,1.0,index_strong,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-10,2023-02-09,257509.26636749992,252628.66000000003,510137.9263675,1.020275852735,5,0.49521638549572966,4,209908.46000000002,5,2,512057.5753474999,5,0.5,2,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.0907297243843062,index_strong,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,0.536844492842512,1.0,index_strong,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-13,2023-02-10,257509.26636749992,263036.89999999997,520546.16636749986,1.0410923327349997,5,0.505309455711751,5,254086.94,5,0,511596.2063674999,5,0.5,2,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.0771779244702233,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,0.5742185035834673,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-14,2023-02-13,257509.26636749992,263617.61,521126.87636749994,1.0422537527349998,5,0.5058607067774724,5,261882.14999999997,5,0,519391.41636749986,5,0.5,2,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.1713816626113875,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,0.5416928497812818,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-15,2023-02-14,257509.26636749992,271699.24,529208.5063674999,1.0584170127349999,5,0.513406789064957,5,264014.06,5,0,521523.3263674999,5,0.5,5,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,1.079483608795071,index_neutral,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,0.5086065874140131,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-16,2023-02-15,332064.6533874999,194721.31,526785.9633874999,1.053571926775,4,0.36964027808911915,3,175580.09,5,3,531528.2063674999,5,0.5,3,defensive,baseline_full_liquidity,hold_min_state_5_days,1.0943255659176425,index_neutral,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,0.5090099232842473,0.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-17,2023-02-16,332064.6533874999,188263.53000000003,520328.18338749994,1.040656366775,4,0.3618168994313268,4,195436.69,5,0,527501.3433874999,5,0.5,3,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,1.3534439261731528,index_neutral,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,0.4993181624055203,0.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-20,2023-02-17,332064.6533874999,194237.64999999997,526302.3033874999,1.0526046067749997,4,0.3690609916578474,4,188262.32,5,0,520326.9733874999,5,0.5,3,defensive,baseline_full_liquidity,hold_min_state_5_days,1.02542409290484,index_neutral,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,0.5085493476451501,0.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-21,2023-02-20,332064.6533874999,190041.31,522105.9633874999,1.0442119267749999,4,0.3639899241276314,4,191474.06999999998,5,0,523538.7233874999,5,0.5,3,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,1.0647195650083474,index_neutral,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,0.4682243485635975,0.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-22,2023-02-21,332064.6533874999,191841.17999999996,523905.8333874999,1.0478116667749997,4,0.3661749264358872,4,187710.29,5,0,519774.9433874999,5,0.5,2,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,1.0211105205672448,index_neutral,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,0.4458542835256336,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-23,2023-02-22,394635.6667274999,124223.25,518858.9167274999,1.037717833455,3,0.23941623820110805,2,65948.70999999999,5,3,521332.2833874999,5,0.5,1,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.8592162220985191,index_neutral,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,0.5697017651241405,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-24,2023-02-23,379823.6350574999,140101.32,519924.95505749993,1.0398499101149998,3,0.2694645037465182,2,82321.63,5,2,519716.6567274999,5,0.5,0,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.8796116371670961,index_neutral,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,0.7987834278560286,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-27,2023-02-24,379823.6350574999,137352.04,517175.6750574999,1.034351350115,3,0.26558101361733444,3,138585.52000000002,5,0,518409.15505749994,5,0.5,1,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.7928148270959657,index_neutral,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,0.8597908195245996,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-02-28,2023-02-27,379823.6350574999,140635.98,520459.61505749996,1.0409192301149999,3,0.27021497140457795,3,139890.19,5,0,519713.8250574999,5,0.5,1,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.8372479882180465,index_neutral,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,0.9317482354328757,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-03-01,2023-02-28,379823.6350574999,148705.62,528529.2550575,1.0570585101149998,3,0.2813574056252041,3,139621.35,5,0,519444.98505749996,5,0.5,1,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.846382448562678,index_neutral,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,0.8920407872464764,1.0,index_neutral,normal,0.5,0.5,attack_completed_history_drawdown_cap_70pct,0.5
adaptive_market_style,2023-03-02,2023-03-01,160898.25674749992,375886.01,536784.2667474999,1.0735685334949998,5,0.700255266939138,2,124103.46,5,4,527349.5350575,5,0.7,1,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.03408883975751,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,0.9956116035720959,1.0,index_neutral,normal,0.7,0.7,attack_completed_history_drawdown_cap_70pct,0.7
adaptive_market_style,2023-03-03,2023-03-02,160898.25674749992,371115.79000000004,532014.0467475,1.064028093495,5,0.6975676530889341,5,360323.02,5,0,521221.27674749994,5,0.7,3,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.0546739219236057,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,1.0617812955658552,0.0,index_neutral,normal,0.7,0.7,attack_completed_history_drawdown_cap_70pct,0.7
adaptive_market_style,2023-03-06,2023-03-03,160898.25674749992,361246.96,522145.21674749994,1.0442904334949998,5,0.6918515164234331,5,362885.38,5,0,523783.6367474999,5,0.7,3,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,0.9842658919438936,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,1.2327115932747637,0.0,index_neutral,normal,0.7,0.7,attack_completed_history_drawdown_cap_70pct,0.7
adaptive_market_style,2023-03-07,2023-03-06,160898.25674749992,353960.74,514858.9967474999,1.0297179934949998,5,0.6874906377009304,5,358942.70999999996,5,0,519840.9667474999,5,0.7,5,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.07287548928843,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,1.4130306428256345,0.0,index_neutral,normal,0.7,0.7,attack_completed_history_drawdown_cap_70pct,0.7
adaptive_market_style,2023-03-08,2023-03-07,160898.25674749992,351868.4,512766.65674749995,1.025533313495,5,0.6862154458948556,5,352036.8,5,0,512935.0567474999,5,0.7,5,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.0443353342867334,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,1.4436609498725885,0.0,index_neutral,normal,0.7,0.7,recent_champion_default_70pct,0.7
adaptive_market_style,2023-03-09,2023-03-08,219665.0685574999,300137.23,519802.2985574999,1.0396045971149999,4,0.5774065078836875,4,293069.85,5,1,512779.02674749994,5,0.5,3,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.8092153701543451,index_neutral,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,1.4686909739242817,1.0,index_neutral,normal,0.5,0.5,defensive_reduce_to_50pct,0.5
adaptive_market_style,2023-03-10,2023-03-09,261243.65498499988,248512.84,509756.4949849999,1.0195129899699997,5,0.48751284671186534,3,243483.22,5,2,513832.0885574999,5,0.5,3,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,0.8588870927135437,index_neutral,defensive,baseline_full_liquidity,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,baseline_full_liquidity_detail_vol_position,1.4391750590004047,0.0,index_neutral,normal,0.5,0.5,defensive_reduce_to_50pct,0.5
adaptive_market_style,2023-03-13,2023-03-10,254840.2960649999,263323.21,518163.5060649999,1.03632701213,5,0.5081855571028346,4,241885.75,5,1,506328.6849849998,5,0.5,3,defensive,baseline_full_liquidity,hold_min_state_5_days,0.9228298690993524,index_neutral,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,1.3628123847587834,0.0,index_neutral,normal,0.5,0.5,defensive_reduce_to_50pct,0.5
adaptive_market_style,2023-03-14,2023-03-13,258198.53549499987,251687.41999999998,509885.9554949999,1.0197719109899999,5,0.49361512567189764,4,249916.43000000002,5,1,514839.00606499985,5,0.5,3,defensive,baseline_full_liquidity,hold_min_state_5_days,0.9659959076382295,index_neutral,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,1.1398810337947962,0.0,index_neutral,normal,0.5,0.5,defensive_reduce_to_50pct,0.5
adaptive_market_style,2023-03-15,2023-03-14,258198.53549499987,244350.08,502548.61549499986,1.0050972309899997,5,0.48622177529893357,4,248582.51,5,0,513411.7254949999,5,0.5,3,defensive,baseline_full_liquidity,hold_min_state_5_days,1.0733748497967694,index_neutral,defensive,baseline_full_liquidity,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,1.0995354156509194,0.0,index_neutral,normal,0.5,0.5,defensive_reduce_to_50pct,0.5
adaptive_market_style,2023-03-16,2023-03-15,160734.27123499993,348894.22,509628.4912349999,1.0192569824699997,5,0.6846050132607634,1,5908.45,5,8,501432.0754949999,5,0.7,1,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,0.9488186881693024,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,1.0437975452275907,1.0,index_neutral,normal,0.7,0.7,recent_champion_default_70pct,0.7
adaptive_market_style,2023-03-17,2023-03-16,160734.27123499993,363683.80999999994,524418.0812349999,1.0488361624699998,5,0.6934997533714471,5,349355.06000000006,5,0,510089.331235,5,0.7,4,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,0.99930694165272,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,0.8981878355784183,0.0,index_neutral,normal,0.7,0.7,recent_champion_default_70pct,0.7
adaptive_market_style,2023-03-20,2023-03-17,160734.27123499993,366527.68999999994,527261.9612349998,1.0545239224699996,5,0.6951529162875437,5,369754.82999999996,5,0,530489.101235,5,0.7,4,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.1474453958247453,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,0.7391930555607372,0.0,index_neutral,normal,0.7,0.7,recent_champion_default_70pct,0.7
adaptive_market_style,2023-03-21,2023-03-20,160734.27123499993,366527.73,527262.0012349999,1.0545240024699998,5,0.6951529394143446,5,364659.13,5,0,525393.401235,5,0.7,4,recent_champion,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days,1.238963753051078,index_weak,recent_champion,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days,hold_min_state_5_days,baseline_full_liquidity_detail_vol_position,0.7607204246602247,0.0,index_weak,normal,0.7,0.7,recent_champion_default_70pct,0.7
adaptive_market_style,2023-03-22,2023-03-21,160734.27123499993,383324.84,544059.111235,1.08811822247,5,0.7045646917480394,5,367168.26999999996,5,0,527902.5412349999,5,0.7,5,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.04786275103293,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,0.7416737793444032,0.0,index_neutral,normal,0.7,0.7,recent_champion_default_70pct,0.7
adaptive_market_style,2023-03-23,2023-03-22,160734.27123499993,393442.87,554177.141235,1.10835428247,5,0.7099586769732166,5,384569.88999999996,5,0,545304.1612349999,5,0.7,4,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,1.113982651088274,index_neutral,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,baseline_full_liquidity_detail_vol_position,0.7391619614747564,1.0,index_neutral,normal,0.7,0.7,recent_champion_default_70pct,0.7
